src,tgt,complexity_score,quality_score,tagalog_complexity,is_augmented,uses_calamancy
ang daming bata sa mall tapos yung iba di pa nakafacemask ? ? ? di ba natatakot mga magulang nun,ang daming bata sa mall tapos yung iba di pa nakafacemask ? di ba natatakot mga magulang nun .,22.0,0.9,4.0,False,True
ang dami bata sa mall tapos yung iba di pa nakafacemask ? ? ? di ba natatakot mga magulang nun,ang daming bata sa mall tapos yung iba di pa nakafacemask ? di ba natatakot mga magulang nun .,22.0,0.9,4.0,True,True
ang daming bata sa mall tapos yung iba di pa nakafacemask ? ? ? di ba natatakot mga magula nun,ang daming bata sa mall tapos yung iba di pa nakafacemask ? di ba natatakot mga magulang nun .,22.0,0.9,4.0,True,True
"NOMINATIONS FOR BIEBER , SILK SONIC , OLIVIA RODRIGO AND BTS ARE EXPECTED . BUT TAYLOR SWIFT DID 4 ALBUMS IN A ROW THEN THAT WAS IT ? 🙄 BUT I WAS SURPRISED TO SEE BAD HABITS BY ED SHEERAN . 😁","nominations for bieber , silk sonic , olivia rodrigo and bts are expected . but taylor swift did for albums in a row then that was it ? but i was surprised to see bad habits by ed sheeran .",24.6,0.6,4.0,False,True
"President Cyril Ramaphosa o re le ge a nyamiswa ke ka mokgwa wo ba somilego bjalo ka ANC go dikgetho tsa la pele November , dipoelo tse tsa go se kgahlise di ba rutile tse ntshu ... # sabcnews # moshate","president cyril ramaphosa o re le ge a nyamiswa ke ka mokgwa wo ba somilego bjalo ka anc go dikgetho tsa la pele november , dipoelo tse tsa go se kgahlise di ba rutile tse ntshu .",24.3,0.8,4.0,False,True
"Grabe , pati result ng Drug Test Fake . Kung talagang gusto nya patunayan na nagpa Drug Test sya , ipakita nya sa media habang kinukunan sya ng specimen or yung mismong Hair nya nalang para mas accurate . # bbmcocaineking","grabe , pati result ng drug test fake . kung talagang gusto nya patunayan na nagpa drug test siya , ipakita nya sa media habang kinukunan siya ng specimen or yung mismong hair nya nalang para mas accurate .",24.3,0.9,4.0,False,True
"sayout.me/say/rubydolllight Hi ! Feel free to message me in here , kasi natatabonan mga dms nyo kaya here nalang :))","hi ! feel free to message me in here , kasi natatabonan mga dms nyo kaya here nalang ) .",18.0,0.8,4.0,False,True
"di ako maangas , , sadyang naangasan kalang talaga saken .","di ako maangas , , sadyang naangasan kalang talaga saken .",15.3,0.8,4.0,False,True
"di ako maangas , , sadyang naangasan kala talaga saken .","di ako maangas , , sadyang naangasan kalang talaga saken .",15.3,0.8,4.0,True,True
"Also , it should be a Boston issue . Not a state issue . The fact that my dad living 50 miles away is helping to fund bicycle paths in Boston is insane .","also , it should be a boston issue . not a state issue . the fact that my dad living 50 miles away is helping to fund bicycle paths in boston is insane .",22.2,0.8,4.0,False,True
top or bottom ? — Who always wants to be at the bottom ? We keep surviving and worki so hard our ass off just to be on top . curiouscat.qa/bosslady/post/ …,top or bottom ? who always wants to be at the bottom ? we keep surviving and working so hard our ass off just to be on top .,21.6,0.8,4.0,True,True
Ay ehe enebe pero top talaga ako 🤣 ( top 1 sa <3 nya ),ay ehe enebe pero top talaga ako ( top 1 sa 3 nya ) .,16.5,0.8,4.0,False,True
"Di ba tawag doon ay ‘ partners in crime ’ ? At kung manalo sila , ganoon din sila ? Hayssss .","di ba tawag doon ay partners in crime ? at kung manalo sila , ganoon din sila ? hayssss .",18.6,1.0,4.0,False,True
"Lantaran lang talaga si Guramis , laughing stock na sila years ago mas lang ngayon . B / TS will always be the standard . Ehe , whipped yern 🥰","lantaran lang talaga si guramis , laughing stock na sila years ago mas lang ngayon . bts will always be the standard . ehe , whipped yern .",21.0,0.8,4.0,False,True
@vicegandako di ba ? Kung dun binabase .. ang ideya ng upuan . O ng pwest0 .. kung sa pul!tika sa kanila nagumpisa ? Ganon ba ? Tama ba ko ? 😅,di ba ? kung dun binabase .. ang ideya ng upuan . o ng pwest0 .. kung sa pul!tika sa kanila nagumpisa ? ganon ba ? tama ba ko ?,23.6,0.9,4.0,False,True
"OohH Jivaaa ! ! supon ubo lang , Antibiotic agad ? ? ? di ba pwede mga OTC drugs mo na kaloka","oohh jivaaa ! ! supon ubo lang , antibiotic agad ? di ba pwede mga otc drugs mo na kaloka .",18.6,0.9,4.0,False,True
day 8659484 of living with my fucking annoying neighbours . they having a party every week and on a fucking weekday too ? ? ? ? di ba kayo napapagod . tanginang yan,day 8659484 of living with my fucking annoying neighbours . they having a party every week and on a fucking weekday too ? di ba kayo napapagod . tanginang yan .,21.9,0.8,4.0,False,True
day 8659484 of livi with my fucking annoying neighbours . they having a party every week and on a fucking weekday too ? ? ? ? di ba kayo napapagod . tanginang yan,day 8659484 of living with my fucking annoying neighbours . they having a party every week and on a fucking weekday too ? di ba kayo napapagod . tanginang yan .,21.9,0.8,4.0,True,True
day 8659484 of living with my fucki annoying neighbours . they having a party every week and on a fucki weekday too ? ? ? ? di ba kayo napapagod . tanginang yan,day 8659484 of living with my fucking annoying neighbours . they having a party every week and on a fucking weekday too ? di ba kayo napapagod . tanginang yan .,21.9,0.8,4.0,True,True
day 8659484 of living with my fucking annoying neighbours . they having a party every week and on a fucking weekday too ? ? ? ? di ba kayo napapagod . tangina yan,day 8659484 of living with my fucking annoying neighbours . they having a party every week and on a fucking weekday too ? di ba kayo napapagod . tanginang yan .,21.9,0.8,4.0,True,True
"Tambahan kasus aktif 49 dari lembaga pemasyarakatan di Ba’a , Kabupaten Rote Ndao , menjadi alasan bagi pemerintah daerah menaikkan status pemberlakuan pembatasan kegiatan masyarakat dari level 2 ke level 3 . # Nusantara # AdadiKompas kompas.id/baca/nusantara/202 …","tambahan kasus aktif 49 dari lembaga pemasyarakatan di baa , kabupaten rote ndao , menjadi alasan bagi pemerintah daerah menaikkan status pemberlakuan pembatasan kegiatan masyarakat dari level to ke level 3 .",23.4,0.8,4.0,False,True
"Xander is confused with Ken  s actions but he still managed to answer , "" Yeah . Ano bang kailangan mo ? "" "" You re a CPA worki in an auditing firm with a good reputation . Bet you re earning bigger than the minimum wage . Tama ba ? "" Ken plastered a smile to Xander — a sarcastic one .","xander is confused with ken  s actions but he still managed to answer , yeah . ano bang kailangan mo ? you re a cpa working in an auditing firm with a good reputation . bet you re earning bigger than the minimum wage . tama ba ? ken plastered a smile to xander a sarcastic one .",30.9,0.8,4.0,True,True
"Xander is confused with Ken  s actions but he still managed to answer , "" Yeah . Ano bang kailangan mo ? "" "" You re a CPA working in an auditi firm with a good reputation . Bet you re earning bigger than the minimum wage . Tama ba ? "" Ken plastered a smile to Xander — a sarcastic one .","xander is confused with ken  s actions but he still managed to answer , yeah . ano bang kailangan mo ? you re a cpa working in an auditing firm with a good reputation . bet you re earning bigger than the minimum wage . tama ba ? ken plastered a smile to xander a sarcastic one .",30.9,0.8,4.0,True,True
also pag may bagyo maaga ako nakakatulog 😭 😭,also pag may bagyo maaga ako nakakatulog .,14.7,0.8,4.0,False,True
"Xander is confused with Ken  s actions but he still managed to answer , "" Yeah . Ano bang kailangan mo ? "" "" You re a CPA working in an auditing firm with a good reputation . Bet you re earning bigger than the minimum wage . Tama ba ? "" Ken plastered a smile to Xander — a sarcastic one .","xander is confused with ken  s actions but he still managed to answer , yeah . ano bang kailangan mo ? you re a cpa working in an auditing firm with a good reputation . bet you re earning bigger than the minimum wage . tama ba ? ken plastered a smile to xander a sarcastic one .",30.9,0.8,4.0,False,True
Army : galit James Corden: 💜 💜 💜 💜 💜 BTS 💜 💜 💜 Parang tanga,army : galit james corden : bts parang tanga .,17.1,0.8,4.0,False,True
gigising ako ng maaga mamaya para sa inyo mga mahal q 🤸 🤸 🤸,gigising ako ng maaga mamaya para sa inyo mga mahal ako .,16.2,0.9,4.0,False,True
parang mamimili lang ng nanalo sa giveaway or kung sinong mag rerecitation HAHAHAHA,parang mamimili lang ng nanalo sa giveaway or kung sinong mag rerecitation hahahaha .,15.9,0.9,4.0,False,True
3rd year na dapat ako now sa devcom . Almost 1 and half years nalang sana graduate na . Bakit pagpasok ko sa vetmed parang freshie palagi ang level ng knowledge ko . Kaloka .,3rd year na dapat ako now sa devcom . almost 1 and half years nalang sana graduate na . bakit pagpasok ko sa vetmed parang freshie palagi ang level ng knowledge ko . kaloka .,22.5,0.7,4.0,False,True
"dito ako lalong nainis .  di niyo naman sinabi , may max stem cuts pala each sides ng pc .. 😭 i know , they re just making sure na okay yung pc , naiintindihan ko .","dito ako lalong nainis .  di niyo naman sinabi , may max stem cuts pala each sides ng pc .. i know , they re just making sure na okay yung pc , naiintindihan ko .",23.1,0.9,4.0,False,True
"Bakit parang kasalanan ko palagi ? Bakit ang mga lalaki ang galing galing makipagyabangan pero duwag na marinig ang katotohanan , duwag harapin ang confrontation .","bakit parang kasalanan ko palagi ? bakit ang mga lalaki ang galing galing makipagyabangan pero duwag na marinig ang katotohanan , duwag harapin ang confrontation .",19.8,0.9,4.0,False,True
SAMA TALAGA LOOB KO PARANG GUSTO KO NA IUNBOX YUNG MOTS DVD KO,sama talaga loob ko parang gusto ko na iunbox yung mots dvd ko .,15.9,0.8,4.0,False,True
"Bakit parang kasalanan ko palagi ? Bakit ang mga lalaki ang gali gali makipagyabangan pero duwag na marinig ang katotohanan , duwag harapin ang confrontation .","bakit parang kasalanan ko palagi ? bakit ang mga lalaki ang galing galing makipagyabangan pero duwag na marinig ang katotohanan , duwag harapin ang confrontation .",19.8,0.9,4.0,True,True
"ang grammys ay parang ako , walang kwenta","ang grammys ay parang ako , walang kwenta .",14.4,1.0,4.0,False,True
Ganda boses ni boss ea parang gusto q ng jennie stan :( # NunalsTambayan x.com/i/spaces/1mrGmadZzXDGy,ganda boses ni boss ea parang gusto ako ng jennie stan .,16.5,1.0,4.0,False,True
Wala na kami halos files .. Ramdam na talaga ang Thanksgiving sa US 🎉 🎊,wala na kami halos na talaga ang sa us .,16.5,0.9,4.0,False,True
NAUR PARA SAKIN HA FROM LEFT TO RIGHT SHOTARO SUNGCHAN MARK TAEYONG TAEIL JAEHYUN JUNGWOO,naur para sakin ha from left to right shotaro sungchan mark taeyong taeil jaehyun jungwoo .,16.5,0.6,4.0,False,True
DI BA USO MATULOG DITO,di ba uso matulog dito .,13.5,0.8,4.0,False,True
yung urine test di daw sila maniwala .. parang gusto nila habang umiihi si BBM nakikita nila 😅,yung urine test di daw sila maniwala .. parang gusto nila habang umiihi si bbm nakikita nila .,17.4,0.8,4.0,False,True
pinag iisip pa ako ni woosung di ba pwede i - reveal nalang 😭,pinag iisip pa ako ni woosung di ba pwede i - reveal nalang .,16.2,0.9,4.0,False,True
pinag iisip pa ako ni woosu di ba pwede i - reveal nalang 😭,pinag iisip pa ako ni woosung di ba pwede i - reveal nalang .,16.2,0.9,4.0,True,True
"oo sige friends na talaga tayo kaya makiki - interact ako sa  yo palagi haha . see you around , lodi !","oo sige friends na talaga tayo kaya makiki - interact ako sa  yo palagi haha . see you around , lodi !",18.6,0.9,4.0,False,True
BTS HELLO DI BA KAYO MAG LA LIVE JAN ?,bts hello di ba kayo mag la live jan ?,15.0,0.6,4.0,False,True
top or bottom ? — Who always wants to be at the bottom ? We keep surviving and working so hard our ass off just to be on top . curiouscat.qa/bosslady/post/ …,top or bottom ? who always wants to be at the bottom ? we keep surviving and working so hard our ass off just to be on top .,21.6,0.8,4.0,False,True
give up na talaga me .. don k na,give up na talaga me .. don k na .,16.7,0.9,4.0,False,True
Pres . Duterte : I am very pleased to inform the entire nation that we continue to beat covid-19 . The positivity rate is down from 3.4 % on November 18 to 2.3 % today . ( via News5 / Maricel Halili ),pres . duterte : i am very pleased to inform the entire nation that we continue to beat covid-19 . the positivity rate is down from 3.for on november 18 to to.3 today . ( via news5maricel halili ) .,24.9,0.8,4.0,False,True
YUPP ! ! tipong mga 7pm nag sasabihan na ng goodnight yung nasa gdm ko 😭 😭 WHAT ABOUT ME ?,yupp ! ! tipong mga 7pm nag sasabihan na ng goodnight yung nasa gdm ko what about me ?,18.3,0.9,4.0,False,True
"ay hindi , now lang talaga yan para sa edit HAHAHAHA jk","ay hindi , now lang talaga yan para sa edit hahahaha jk .",17.6,0.8,4.0,False,True
"WATCH | Pres . Rodrigo Duterte  s pre - recorded "" Talk to the People "" invidious.tiekoetter.com/watch?v=VtAVy1SD …",watch pres . rodrigo duterte  s pre - recorded talk to the people .,17.4,0.6,4.0,False,True
Baka den naman po miss @aMahQueenV,baka den naman po miss .,13.8,0.8,4.0,False,True
# kawawa talaga pag tatanga tanga gaya ni Leni .,talaga pag tatanga tanga gaya ni leni .,15.0,0.8,4.0,False,True
may nakita kasi ako na hilaw pa raw manok sa loob kaya nagdadalawang isip ako,may nakita kasi ako na hilaw pa raw manok sa loob kaya nagdadalawang isip ako .,16.5,0.9,4.0,False,True
"Ako lang ba or good job naman sa Hybe kasi di nagooverlap mga merch ng artists nila . HAHAAHHA as a marupok parang bet pakyawin TXT , ENHA saka SVT","ako lang ba or good job naman sa hybe kasi di nagooverlap mga merch ng artists nila . hahaahha as a marupok parang bet pakyawin txt , enha saka svt .",21.0,0.9,4.0,False,True
yung inisip mong kelangan ng ng IQ test pero ikaw tong bobo dahil naniwala ka sa mga altered / edited videos sa TikTok .,yung inisip mong kelangan ng ng iq test pero ikaw tong bobo dahil naniwala ka sa mga alterededited videos sa tiktok .,19.2,0.9,4.0,False,True
😂 😂 😂 😂 ay di ba part ng choices yun ?,ay di ba part ng choices yun ?,15.6,1.0,4.0,False,True
HAHAHAHAHA . Wala man lang lumabas na picture si Marcos na nasa SLMC sya ? So how are you so sure ? Home service ? May guard pa din yun ?,hahahahaha . wala man lang lumabas na picture si marcos na nasa slmc siya ? so how are you so sure ? home service ? may guard pa din yun ?,21.3,0.8,4.0,False,True
"Ay , same kayo ? Okay . Wag na mag drugs hah . Bye .","ay , same kayo ? okay . wag na mag drugs hah . bye .",16.5,1.0,4.0,False,True
super nagsstruggle nako sa labo ng eyes ko 😫,super nagsstruggle nako sa labo ng eyes ko .,14.7,0.9,4.0,False,True
"Ano ito scammys , gamitan para sa views pero di bibigay sa kanila ang para sa kanila ? ? ? Lokohan na naman ba ha ?","ano ito scammys , gamitan para sa views pero di bibigay sa kanila ang para sa kanila ? lokohan na naman ba ha ?",19.8,0.9,4.0,False,True
"unlike doc nung prelims na nag - all - nighter ako , read schwartz , transes , plus samplex pa tapos parang 11 lang ata ako non . ( tho siguro factor na rin yung nasa adjustment period pa hehe )","unlike doc nung prelims na nag - all - nighter ako , read schwartz , transes , plus samplex pa tapos parang 11 lang ata ako non . ( tho siguro factor na rin yung nasa adjustment period pa hehe ) .",24.3,0.8,4.0,False,True
Maghanda ka na sa 6 hrs na usapan .. x3 pala kasi 3 kape .. hahahahaha,maghanda ka na sa 6 hrs na usapan .. x3 pala kasi 3 .,18.8,0.9,4.0,False,True
Puke ka g ka na ba ihulma si youngk as design dun sa ruggggg,puke ka g ka na ba ihulma si youngk as design dun sa ruggggg .,16.2,1.0,4.0,False,True
Hala anong klaseng comment to ? May nabasa po kayong sinabi kong bayaran ? Di ba po question mark yung nasa dulo ? May sinabi ba akong masama sa mga motorista ? Mga Pilipino rin sila na kababayan natin . Na vulnerable sa panloloko ng mga mapagsamantalang tao .,hala anong klaseng comment to ? may nabasa po kayong sinabi kong bayaran ? di ba po question mark yung nasa dulo ? may sinabi ba akong masama sa mga motorista ? mga pilipino rin sila na kababayan natin . na vulnerable sa panloloko ng mga mapagsamantalang tao .,26.7,0.9,4.0,False,True
Hala anong klase comment to ? May nabasa po kayong sinabi kong bayaran ? Di ba po question mark yung nasa dulo ? May sinabi ba akong masama sa mga motorista ? Mga Pilipino rin sila na kababayan natin . Na vulnerable sa panloloko ng mga mapagsamantalang tao .,hala anong klaseng comment to ? may nabasa po kayong sinabi kong bayaran ? di ba po question mark yung nasa dulo ? may sinabi ba akong masama sa mga motorista ? mga pilipino rin sila na kababayan natin . na vulnerable sa panloloko ng mga mapagsamantalang tao .,26.7,0.9,4.0,True,True
"nung lumapit si tj kay anji at shai then sinabi ni shai , na parang feeling ni anji you think of her as flirt / papansin , tj said : no , bakit namin iisipin yun ? then anji suddenly break down at umiyak ulit . grbe na tlagang emotional stress yung ginagawa niyo sa dalawa !","nung lumapit si tj kay anji at shai then sinabi ni shai , na parang feeling ni anji you think of her as flirtpapansin , tj said : no , bakit namin iisipin yun ? then anji suddenly break down at umiyak ulit . grbe na tlagang emotional stress yung ginagawa niyo sa dalawa !",29.1,0.9,4.0,False,True
"nung lumapit si tj kay anji at shai then sinabi ni shai , na parang feeli ni anji you think of her as flirt / papansin , tj said : no , bakit namin iisipin yun ? then anji suddenly break down at umiyak ulit . grbe na tlagang emotional stress yung ginagawa niyo sa dalawa !","nung lumapit si tj kay anji at shai then sinabi ni shai , na parang feeling ni anji you think of her as flirtpapansin , tj said : no , bakit namin iisipin yun ? then anji suddenly break down at umiyak ulit . grbe na tlagang emotional stress yung ginagawa niyo sa dalawa !",29.1,0.9,4.0,True,True
"kung mamatay man ako while on - duty service , malalaman kaya dito ? random thought lang","kung mamatay man ako while on - duty service , malalaman kaya dito ? random thought lang .",17.1,0.8,4.0,False,True
LAH DI BA PWEDENG PURO KILIG LANG /umiyak/ # JaREDiToParty @sb19nizm,lah di ba pwedeng puro kilig lang umiyak .,15.3,0.6,4.0,False,True
Oh talaga so mas magaling pa kayo sa nbi at pdea wow HAHAHAHAH lol di niyo lang tanggap na talo kayo e,oh talaga so mas magaling pa kayo sa nbi at pdea wow hahahahah laugh out loud di niyo lang tanggap na talo kayo e.,18.6,0.9,4.0,False,True
parang ang skeri tuloy tikman nung chicken sandwich sa jabee hmmm dame ko nakikitang hilaw ksmxnxjdhsn,parang ang skeri tuloy tikman nung chicken sandwich sa jabee hmmm dame ko nakikitang hilaw .,16.8,0.9,4.0,False,True
"Magigising ka na lang talaga sa ingay , bwisit tong allen na   to ! ! !","magigising ka na lang talaga sa ingay , bwisit tong allen na   to !",16.8,0.9,4.0,False,True
"For now tumagal sakin ng 2 days ang isang pod , may tira pa . A bit pricey but hindi na ko nagcecrave ng yosi . For now . Sana magtuloy tuloy talaga wahahahahaha .","for now tumagal sakin ng to days ang isang pod , may tira pa . a bit pricey but hindi na ko nagcecrave ng yosi . for now . sana magtuloy tuloy talaga wahahahahaha .",22.5,0.9,4.0,False,True
sana lang di magkatotoo yung sinabi ni dan kasi kung totoo ... HAHAH izza prank gumagawa lang talaga ko ng plot,sana lang di magkatotoo yung sinabi ni dan kasi kung totoo . hahah izza prank gumagawa lang talaga ko ng plot .,18.3,0.9,4.0,False,True
HAHAHAHAH PAKQ SHARMAINE GAGU KA KINAKABAHAN AKO,hahahahah pakq sharmaine gagu ka kinakabahan ako .,14.1,0.6,4.0,False,True
IINIS AKOO ANO BA YAN,iinis akoo ano ba yan .,13.5,0.6,4.0,False,True
"TAPOS TINAKPAN PA FACE NILA HABANG NAG A - ANNOUNCE , HABANG SA IBA LINAGAY SA SIDE ANO YUN ?","tapos tinakpan pa face nila habang nag a - announce , habang sa iba linagay sa side ano yun ?",18.0,0.7,4.0,False,True
bakit naman ang lungkot lungkot nila mag announce di ba sila happy sa bohai nila,bakit naman ang lungkot lungkot nila mag announce di ba sila happy sa bohai nila .,16.5,0.9,4.0,False,True
hindi na talaga ko magkakape sa gabi,hindi na talaga ko magkakape sa gabi .,14.1,0.9,4.0,False,True
"Bangtan , pag nakakuha na kayo ng win , lumayo na kayo sa putanginang yan , , , parang awa nyo na","bangtan , pag nakakuha na kayo ng win , lumayo na kayo sa putanginang yan , parang awa nyo na .",18.6,0.9,4.0,False,True
"Bangtan , pag nakakuha na kayo ng win , lumayo na kayo sa putangina yan , , , parang awa nyo na","bangtan , pag nakakuha na kayo ng win , lumayo na kayo sa putanginang yan , parang awa nyo na .",18.6,0.9,4.0,True,True
Ekis kana ngayon hindi ka lang kase nakakatanggap ng 10k ayuda dahil sa ugali mo,ekis kana ngayon hindi ka lang kase nakakatanggap ng 10k ayuda dahil sa ugali mo .,16.5,0.9,4.0,False,True
Lah tanga kb ? 😂 Tagal tagal nang independent ni Cong . Alan saka un ads nya bayad ng sponsors pati sa ayuda lahat yon donasyon . Porket team duterte cayetano un grp sya na ? Bobo ampota . 😂 Di nga legit grp yan bonaks,lah tanga kb ? tagal tagal nang independent ni cong . alan saka un ads nya bayad ng sponsors pati sa ayuda lahat yon donasyon . porket team duterte cayetano un grp siya na ? bobo ampota . di nga legit grp yan bonaks .,25.8,0.9,4.0,False,True
Di naman siguro masamang umaasa na may hahabol bag mag Pasko di ba ? May 32 days pa naman rh . HAHAHAHA,di naman siguro masamang umaasa na may hahabol bag mag pasko di ba ? may 32 days pa naman rh . hahahaha .,20.6,0.8,4.0,False,True
lakas ng tama netong jeje neto daming naiisip amp si Aaron talaga may kasalanan non e.,lakas ng tama netong jeje neto daming naiisip amp si aaron talaga may kasalanan non e.,16.8,0.9,4.0,False,True
Ekis ka rin panget . Ang Ganda - ganda ng programang Sampung Libong Pag - asa ni Cong Alan Peter Cayetano,ekis ka rin panget . ang ganda - ganda ng programang sampung libong pag - asa ni cong alan peter cayetano .,18.3,0.7,4.0,False,True
Nakakatawa rin minsan dahil may scenes or actions si Marem na nagawa ko na in real life . Pati logical reasoning naming dalawa pareho minsan 😂,nakakatawa rin minsan dahil may scenes or actions si marem na nagawa ko na in real life . pati logical reasoning naming dalawa pareho minsan .,19.8,0.8,4.0,False,True
Nakakatawa rin minsan dahil may scenes or actions si Marem na nagawa ko na in real life . Pati logical reasoni naming dalawa pareho minsan 😂,nakakatawa rin minsan dahil may scenes or actions si marem na nagawa ko na in real life . pati logical reasoning naming dalawa pareho minsan .,19.8,0.8,4.0,True,True
@vicegandako so gf na nga kita ? 😊 Cute ng gf ko .. naglalambing ...,so gf na nga kita ? cute ng gf ko .. naglalambing .,16.5,0.9,4.0,False,True
hahahahahahahaha siguraduhin nyo kasali bts haha kung hindi matutulog na kame hahaha @MarieTheAye,hahahahahahahaha siguraduhin nyo kasali bts haha kung hindi matutulog na kame hahaha .,17.9,0.8,4.0,False,True
"baka maging ia na ulet ako dito since simula na talaga ng 2nd quarter , kailangan ng magseryoso .","baka maging ia na ulet ako dito since simula na talaga ng 2nd quarter , kailangan ng magseryoso .",17.7,0.9,4.0,False,True
"Saka hello , kamusta naman yung 2am tas yung luha mo tulo lang ng tulo ? ! Yung batuhan ng lines , emosyon maski microexpressions , sobrang on - point naman po . 💔","saka hello , kamusta naman yung 2am tas yung luha mo tulo lang ng tulo ? ! yung batuhan ng lines , emosyon maski microexpressions , sobrang on - point naman po .",22.2,0.9,4.0,False,True
Papayag ba kayong susunod na presidente natin si Boy Supsup ? ? ? ?,papayag ba kayong susunod na natin si boy supsup ?,16.2,0.8,4.0,False,True
ULITIN KO ! Survey lang ! ? Okay lang ba mag message sa EX ? May ire recommend lang sana ako na kanta ?,ulitin ko ! survey lang ! ? okay lang ba mag message sa ex ? may ire recommend lang sana ako na kanta ?,19.2,0.9,4.0,False,True
"Ano nangyayare sa inyo ? yung pancit nyo sa chowking parang instant noodles , yung honey beef nyo ang tabang tapos ito hilaw naman 😑","ano nangyayare sa inyo ? yung pancit nyo sa chowking parang instant noodles , yung honey beef nyo ang tabang tapos ito hilaw naman .",19.5,0.9,4.0,False,True
"Ano nangyayare sa inyo ? yung pancit nyo sa chowki parang instant noodles , yung honey beef nyo ang tabang tapos ito hilaw naman 😑","ano nangyayare sa inyo ? yung pancit nyo sa chowking parang instant noodles , yung honey beef nyo ang tabang tapos ito hilaw naman .",19.5,0.9,4.0,True,True
"Ano nangyayare sa inyo ? yung pancit nyo sa chowking parang instant noodles , yung honey beef nyo ang taba tapos ito hilaw naman 😑","ano nangyayare sa inyo ? yung pancit nyo sa chowking parang instant noodles , yung honey beef nyo ang tabang tapos ito hilaw naman .",19.5,0.9,4.0,True,True
halos nagsidatingan na yung mga parcels ko pero yung isang hinihintay ko talaga hanggang ngayon wala pa 😡,halos nagsidatingan na yung mga parcels ko pero yung isang hinihintay ko talaga hanggang ngayon wala pa .,17.4,0.8,4.0,False,True
HOY ANG CUTE NG 🥺 NI HOBI PARANG GUSTO KO IBULSA,hoy ang cute ng ni hobi parang gusto ko ibulsa .,15.3,0.7,4.0,False,True
Hubadera na girl ? Parang no apil na ke pogi ! Di ka na nun babalikan kaya kapit ka mabuti ke hito haha,hubadera na girl ? parang no apil na ke pogi ! di ka na nun babalikan kaya kapit ka mabuti ke hito haha .,18.9,0.8,4.0,False,True
Ngayon ko lang nareceive yung mail and gift pero mukhang kagabi pa talaga siya nasend sakin exactly at 12 🥺,ngayon ko lang nareceive yung mail and gift pero mukhang kagabi pa talaga siya nasend sakin exactly at 12 .,18.0,0.8,4.0,False,True
shet . no way . parang na sesense ko na mangyayari,shet . no way . parang na sesense ko na mangyayari .,15.3,0.8,4.0,False,True
Panibagong supplies para sa mga sundalo sa barko sa Ayungin shoal naihatid na # BalitangPromdi # SamaSamaTayoPilipino,panibagong supplies para sa mga sundalo sa barko sa ayungin shoal naihatid na .,17.1,0.9,4.0,False,True
i hope mamaya makapag - usap na ng maayos si anji and shai . walang ibang tao ang mangingielam . feeling ko kase kay shanaia lang siya kumportableng magsabi ng problema niya . ayon lang naman .,i hope mamaya makapag - usap na ng maayos si anji and shai . walang ibang tao ang mangingielam . feeling ko kase kay shanaia lang siya kumportableng magsabi ng problema niya . ayon lang naman .,23.1,0.9,4.0,False,True
DI BA AKO NAMIMILIK MATA,di ba ako namimilik mata .,13.5,0.8,4.0,False,True
Bakit kasi pinapatos pa iyong matanda ulyanin na di ba — move on na lang tayo we need to do what we should do ok - we need to look fwd for the better future of our country - basta ako bbm for president,bakit kasi pinapatos pa iyong matanda ulyanin na di ba move on na lang tayo we need to do what we should do ok - we need to look fwd for the better future of our country - basta ako bbm for president .,25.2,0.8,4.0,False,True
Nagkulot and selfies lang aq sa 1hr break ko HAHAHAHAHAHHA,nagkulot and selfies lang aq sa 1hr break ko hahahahahahha .,15.0,1.0,4.0,False,True
Di ba parang ginawa nila kay Wesley So nakakaloka basta hinalo talaga sports sa politika eto labas eh . Hindi na natuto wala man lang pagbabago,di ba parang ginawa nila kay wesley so nakakaloka basta hinalo talaga sports sa politika eto labas eh . hindi na natuto wala man lang pagbabago .,19.8,0.9,4.0,False,True
Regarding sa chicken niya . Di ba siya soggy ? Yung quality ba niya chickenjoy pero ginawang fillet talaga o medyo masmababa yung quality sa regular na chickenjoy ?,regarding sa chicken niya . di ba siya soggy ? yung quality ba niya pero ginawang fillet talaga o medyo masmababa yung quality sa regular na ?,20.7,0.9,4.0,False,True
Hindi na ako makatulog . Ngayon lang sana ako babawi ng tulog kaso biglang parang ang dami kong dapat iconsider .,hindi na ako makatulog . ngayon lang sana ako babawi ng tulog kaso biglang parang ang dami kong dapat iconsider .,18.3,0.9,4.0,False,True
HAHAHAHA when we went to Intramuros kasi nakakita ako ng streetfood stall then ayun,hahahaha when we went to intramuros kasi nakakita ako ng stall then ayun .,18.2,0.9,4.0,False,True
MAY ATE NA DIN SILA TITA JIN AT MOMMY MOCHI 😭,may ate na din sila tita jin at mommy mochi .,15.3,0.9,4.0,False,True
"Hindi lng isang hospital s ya namigay , O ano pa ipupuna n yo sa mga gingawa ni bbm ? Jan kayo magaling e , maganda O hindi ginagawa ni bbm may negative comments kayo e , daig n yo pa si marites 😂","hindi lng isang hospital s ya namigay , o ano pa ipupuna n yo sa mga gingawa ni bbm ? jan kayo magaling e , maganda o hindi ginagawa ni bbm may negative comments kayo e , daig n yo pa si marites .",25.2,0.9,4.0,False,True
