src,tgt,complexity_score,quality_score,tagalog_complexity,is_augmented,uses_calamancy
DIBA SHSHSHSH andami documents kailangan tapos andami babayaran like di ba pwedeng enroll nalang agad,"right ? there are so many documents needed and so many things to pay for . like , can t we just enroll right away ?",20.25,0.8,5.5,True,True
Following this thread haha,"following this thread , haha .",16.95,0.9,5.5,False,True
SA NAGKALAT NA 3AM DAW YUNG SHOW ! HINDI NA AKO NAKATULOG ! DM MOKO MAG USAP TAYO !,"to the one who spread that the show is at 3am ! i couldn t sleep ! dm me , let  s talk !",21.45,0.9,5.5,False,True
"Kelan pa napunta ng Ususan , Taguig ang St . Lukes BGC ?","since when did st . luke  s bgc move to ususan , taguig ?",19.65,0.9,5.5,False,True
Patugtugin mo na rin yung one - hour loop ng Permission to Dance . Hahaha . Diyan ako nagsimula . Hahaha . 🤣 🤣,you should also play the one - hour loop of permission to dance . hahaha . that  s where i started . hahaha .,22.95,0.9,5.5,False,True
wala kaming paki kung sino like mong iboto ed don kana di yung dami mong kuda sa mga maka Marcos puro nakaw sinasabi nyo bakit ? nakita nyo bang nag nakaw talaga di ba asa chismis lang kayo .,"we don t care who you want to vote for , so just go there and don t talk so much about the marcos supporters . you keep saying they stole , why ? did you really see them steal , or are you just relying on gossip ?",27.45,1.0,5.5,False,True
HAHAHAHAHAHAHA Jusko pati pagpunta niya sa mall Magtatanong kung magmamall ba siya Lord,"hahahahahahahaha jusko pati pagpunta niya sa mall magtatanong kung magmamall ba siya lord , bigyan niyo nga jowa yan .",19.65,0.9,5.5,False,True
"Apakafresh pa sakanya ung "" love "" , yawit mamamatay talaga ung sisira ng meaning nun sakanya","  love   is still so fresh to him , damn , the person who will ruin the meaning of that for him will really die .",22.1,0.9,6.0,False,True
"may lalake sa campus magaling sumayaw , muka daw koryano he looks like a group from a dancing group , they stalked the guy kung saan saan . pinasok pa nila yung toilet HAHHAHHAHA # 5GSpace","there  s a guy on campus who  s a good dancer , they say he looks korean , he looks like he  s from a dance group . they stalked the guy everywhere . they even followed him into the toilet , hahahhaha .",27.8,1.0,6.0,False,True
Teka soft hours muna ako kay @jah447798 kasi you can clearly see how successful he is . His fingers are in so many pies and yet he excels in everything he does . Lagi pang naglelevel up performances niya . Pero yung perf niya sa BITZ kitang kita yung doubts niya sa sarili niya . 🥺,"wait , i m having soft hours for @jah447798 because you can clearly see how successful he is . his fingers are in so many pies and yet he excels in everything he does . his performances always level up . but his performance in bitz clearly shows his self - doubts .",33.8,0.9,6.0,False,True
"may lalake sa campus magaling sumayaw , muka daw koryano he looks like a group from a danci group , they stalked the guy kung saan saan . pinasok pa nila yung toilet HAHHAHHAHA # 5GSpace","there  s a guy on campus who  s a good dancer , they say he looks korean , he looks like he  s from a dance group . they stalked the guy everywhere . they even followed him into the toilet , hahahhaha .",27.8,1.0,6.0,True,True
Hoy @ChantyCalicdan wag na wag mo ilapit yang fake / cheap at pangit na corgi mo kay Cal at Cosmo baka mahawaan ng rabies at kacheapan cc @coolgirlaphro,"hey @chantycalicdan , don t you dare bring your fake / cheap and ugly corgi near cal and cosmo , they might get rabies and cheapness , cc @coolgirlaphro .",25.4,0.9,6.0,False,True
also received my pasabuyss from madam kei ! ngl kinilig ako dun sa mahagrid and pawsitive influencer pwede na kami magtwinning ni YK&LK HAHAHAH salamatttt @127to122 ! ! Sa susunod ulit # 127to122_feedback,"also received my orders from madam kei ! ngl , i got butterflies from the mahagrid and pawsitive influencer . we can now be twins with yk&lk , hahahah . thank you ! ! until next time .",26.9,0.9,6.0,False,True
Pag si Drilon akusahan mo ng corruption kakasuhan ka ng libel . Pero pag si Drilon nang - akusa ng corruption,"pag si drilon akusahan mo ng corruption kakasuhan ka ng libel . pero pag si drilon nang - akusa ng corruption ,   in aid of legislation .   only in the lang !",23.3,0.9,6.0,False,True
"Apakafresh pa sakanya ung "" love "" , yawit mamamatay talaga ung sisira ng meani nun sakanya","  love   is still so fresh to him , damn , the person who will ruin the meaning of that for him will really die .",22.1,0.9,6.0,True,True
ILALAYAG NA YAN KASI GENUINE ANG KYCHIE DI BA?@ABSCBN MAS MASAYA AT MASARAP MAG SUPPORT SA TOTOO KEYSA SA KILIG YAN,"let  s make it sail because kychie is genuine , right ? @abscbn it  s happier and more fulfilling to support what  s real than just the butterflies .",23.3,0.9,6.0,False,True
halos ngayon ko lang kasi nadiscover yung anymore ! ! ! 🤣 🤣 🤣 uwu~ 2minus1 🥰 🥰 sabihin mo kay kapatid maganda taste nya 🥰 🥰 🤣 🤣 🤣 🤣 🤣 🤣,i just discovered   anymore   now ! ! ! uwu~ 2minus1 tell your sibling they have good taste .,32.9,0.8,6.0,False,True
nilalamig kamay ko,my hands are cold,17.9,0.9,6.0,False,True
Inlove nanaman sayo @stellajero _ and ate @BalichaRikki ko 🤭 Ikaw na lang ang nagbibigay buhay sa patay niang lovelife 🤭 @SB19Official # SB19 invidious.tiekoetter.com/GHt_zelzLEo,"i m in love with you again , @stellajero _ and my dear @balicharikki . you re the only one who gives life to his dead lovelife .",25.75,0.9,6.5,False,True
MALALAMAN TALAGA KUNG ANG PARENT(S ) AY RETOKADA,hindi talaga mapagkaila . cguro naman may kilala kayo na mga ganitong nangyayariiba talaga pag organic ang beauty ng parents gaya ng bibis natin @thelionspride01 # boycottmzetxaptxgma261 - aldub / maichard forever,20.65,1.0,6.5,False,True
Kme dto kycine dn kme dto sa Qatar nalulungkot kme pero positive pa rn kme na hanggang dulo kme 300 kme dto support kycine hanggang dulo kht lalaki kasama nmin dto sa restaurant kycine dn,"we re here , we re also kycine here in qatar , we re sad but we re still positive that we ll be here until the end , there are 300 of us here supporting kycine until the end , even the men with us here at the restaurant are also kycine .",28.75,0.9,6.5,False,True
Libre ang internet marami ka matutunan pag sinearch mo ung format ng drug result sa pinas,"the internet is free , you can learn a lot if you search for the format of drug results in the philippines .",23.05,0.9,6.5,False,True
"hahhahaah huy teh kumanta nga yan si K at nag guitar pa sa mall pero tinatawanan lang ng mga nanonood kasi sakit sa tenga pati pag trums nya ng guitar , patawa to hahahahahahahah","hahaha , hey sis , k sang and even played the guitar at the mall but the audience just laughed because her voice was painful to the ears , and so was her guitar playing . this is hilarious , hahahahahahahah .",28.45,0.9,6.5,False,True
Ay di ba ikaw nagkakapeee ? Masarap ang kape,"ay di ba ikaw nagkakapeee ? masarap ang kape , magui . ito na ang sign para uminom ka . hays .",20.95,1.0,6.5,False,True
NOOOO HINDI PO GSJSHSJSHSJS,"noooo , it  s not .",19.45,0.9,6.5,False,True
"super aliw talaga me sa magic chess ang satisfyi kasi panoorin yung laban lalo na pag nananalo ka , pero pag natatalo parang ang sarap manapak :>","i m super entertained by magic chess . it  s so satisfying to watch the battle , especially when you re winning , but when you re losing , it feels so good to punch someone .",26.35,0.9,6.5,True,True
"super aliw talaga me sa magic chess ang satisfying kasi panoorin yung laban lalo na pag nananalo ka , pero pag natatalo parang ang sarap manapak :>","i m super entertained by magic chess . it  s so satisfying to watch the battle , especially when you re winning , but when you re losing , it feels so good to punch someone .",26.35,0.9,6.5,False,True
"yeah , I was thinking kung ako rin magkakaroon soon medyo worried basta I m happy for you , Chemaii . Malamang madaldal din yan","yeah , i was thinking if i ll also have one soon . a bit worried . anyway , i m happy for you , chemaii . that one will probably be talkative too .",27.75,0.8,6.5,False,True
Bakit di available sa Taguig yung Chicknwich ? ? ? ? ? ? Di ba kami part ng Mega Manila ? ? ?,why is the chick nwich not available in taguig ? ? ? ? ? ? aren t we part of mega manila ? ? ?,26.4,0.7,7.0,False,True
May di ba kayang gwin si sunbin ? Grabe gnda gnda na nya nag aacting nagmomodel sumasayaw kumakanta pa,"is there anything sunbin can t do ? wow , she  s so beautiful , she acts , models , dances , and even sings .",25.2,0.8,7.0,False,True
"its just sad na , I can literally saw them , they re so fine tapos they can t absorb that fact , feel q ginawa q na best ko matulungan lang silang maappreciate self nila pero walang ganap dzai HAHSHAHAHAHA k druhmuh m n sid bye","it  s just sad that i can literally see them , they re so fine , and then they can t absorb that fact . i feel like i ve done my best to help them appreciate themselves , but nothing  s happening , girl . hahshahahaha , okay , i m out .",35.6,0.8,7.0,False,True
NGANO MANING NGA GWAPA UYY . DI BA PWEDENG PADAPLIN SAMO ? KAMI NASAD MGA MAOT PADAG A HAHAHAHA,"why is this girl so beautiful ? can t you step aside for us ? let us , the ugly ones , win for a change , hahahaha .",25.2,0.9,7.0,False,True
"Saan mas magpapalpitate- este magigising , Kopiko 78 or Kratos ?","which one will make you palpitate - i mean , wake you up more , kopiko 78 or kratos ?",22.8,0.8,7.0,False,True
SINO SI OATRY PATRY KASI,who is oatry ? let me try .,21.0,0.9,7.0,False,True
"Ilang taon man piliin mong wag umuwi mapapaisip ka talaga minsan , deserve ko ba talaga na hanggang ngyon eh hindi mo parin napipili ung sarili pra sumaya s kung anong meron ka ngyon .","no matter how many years you choose not to come home , you ll really think sometimes , do i really deserve this , that until now you still haven t chosen yourself to be happy with what you have now .",30.0,0.8,7.0,False,True
Jusq inabutan na naman ako ni Mamshie . Nakakapressure talaga matulog kapag gumigising na ung mga tao 🤣 🤣 🤣,"my gosh , mom caught me again . it  s so pressuring to sleep when people are already waking up .",25.5,0.8,7.0,False,True
Kailan ba tatahimik yung ibang fandoms about sa treasure ? di ba kayo makahanap ng sariling clout sa fandom niyo kaya sa iba kayo nag hahanap ?,"when will the other fandoms be quiet about treasure ? can t you find your own clout in your fandom , so you re looking for it in others ?",27.6,0.9,7.0,False,True
Kailan ba tatahimik yung ibang fandoms about sa treasure ? di ba kayo makahanap ng sarili clout sa fandom niyo kaya sa iba kayo nag hahanap ?,"when will the other fandoms be quiet about treasure ? can t you find your own clout in your fandom , so you re looking for it in others ?",27.6,0.9,7.0,True,True
sa anon sa sayout ko na ayaw ipatweet message niya -- AHHHHHHHHHH YES SANA :( di ba ko masasaktan sa pag expect nyan ? 🤭,"to the anon on my sayout who doesn t want their message to be tweeted -- ahhhhhhhhhh yes , i hope so :( won t i get hurt by expecting that ?",29.0,0.9,7.0,False,True
UNO ANG ALAM KO DIKA TALAGA NATUTULOG TIKTIK KABA ?,"uno , as far as i know , you don t really sleep . are you a spy ?",23.75,0.9,7.5,False,True
"Ang news kasi , available na sya sa Bayanihan E - consulta after the OVP entered into a MOA with QualiMed , where the OVP will issue a guarantee letter under their special medical assistance program to qualified patients referred by volunteer doctors . So maaaccess kahit di maospital .","the news is , it  s now available at bayanihan e - consulta after the ovp entered into a moa with qualimed , where the ovp will issue a guarantee letter under their special medical assistance program to qualified patients referred by volunteer doctors . so it can be accessed even without hospitalization .",35.75,0.9,7.5,False,True
"LOOK : Molnupiravir , an oral pill for the treatment of mild to moderate cases of COVID-19 , is now available to OVP  s Bayanihan E - Konsulta patients , VP Leni Robredo announced on Monday . | OVP","look : molnupiravir , an oral pill for the treatment of mild to moderate cases of covid-19 , is now available to ovp  s bayanihan e - konsulta patients , vp leni robredo announced on monday .",32.45,0.8,7.5,False,True
"VP LENI WILLING TO WORK WITH INDAY SARA ? In her interview with Rated Korina , Vice President Leni Robredo said she is willing to work with vice presidential aspirant Sara Duterte if both of them win in the 2022 elections .","vp leni willing to work with inday sara ? in her interview with rated korina , vice president leni robredo said she is willing to work with vice presidential aspirant sara duterte if both of them win in the 2022 elections .",33.35,0.8,7.5,False,True
oki patapos na ako sa sinusulat ko maam sorry if u think i was bragging pero ulit ulit naman tayo eh mula simula sinabi ngang di ako mafavorite na tao hirap na hirap ako lagi sa subject mo,"okay , i m almost done with what i m writing , ma am . sorry if you think i was bragging , but we ve been over this again and again . from the beginning , i already said i m not a favorite , i always have a hard time in your subject .",32.15,0.9,7.5,False,True
Cya lng ba ang president na nangutang?Puro nlng ba kayo magnanakaw?di ba puro not guilty ung mga kaso nila.gsing at move on na kayo.saka kng halimbawa makuha nia un mga ninakaw na yang sinasabi mo bibigyan ka ba ?,"was he the only president who took out a loan ? are you all just thieves ? weren t all his cases found not guilty ? wake up and move on . and if , for example , he gets back the stolen goods you re talking about , will he give you some ?",32.45,0.9,7.5,False,True
"Ang mga brainless nag - iingay nanaman 🤦 mas magagaling pa sa mga nurses mg St . Lukes jusko the ACIDICITY OF THESE DOGS TO QUESTION ST . LUKES DT FORMAT ? 🤦 Guys , the medical result is different from DT Result 🤭 Pag lata talaga maingay lalo t walang laman .","the brainless are making noise again . they think they re better than the nurses at st . luke  s . my gosh , the acidity of these dogs to question st . luke  s dt format ? guys , the medical result is different from the dt result . when a can is empty , it  s really noisy .",36.65,0.9,7.5,False,True
At kht busy kme gumagawa talaga kme para kht paanu my update kme at nag ppray kme nasa matigil na pag babash ky Kyle dhil sa simula pa lang marami na sacrifice si Kyle at sana un ang maalala nla,"and even though we re busy , we really make an effort so that we have updates , and we pray that the bashing of kyle will stop because from the very beginning , kyle has sacrificed a lot , and i hope they remember that .",34.0,0.9,8.0,False,True
Itest ko kung ano bagay sa Cafe sa meryenda nato . Potoseko Ube Tengang daga Biskocho Hopia Putragis - di ko alam yung isa 🤣,"i ll test what goes well with coffee for this snack . puto seko , ube , wood ear mushrooms , biscocho , hopia , damn it - i don t know the other one .",29.5,0.9,8.0,False,True
"NO SUCH PHYSICIAN NAMED MA . CECILIA LIM . EVEN TRIED , MA . CECILIA FERNANDEZ INCASE THE DOCTOR  S MAIDEN NAME WAS USED IN HER LICENSE AND WAS NOT YET UPDATED AFTER MARRIAGE . PATI DOCTOR FAKE . THE SLMC SHOULD CALL THIS OUT .",no such physician named ma . cecilia lim . i even tried ma . cecilia fernandez in case the doctor  s maiden name was used on her license and was not yet updated after marriage . even the doctor is fake . the slmc should call this out .,35.8,0.8,8.0,False,True
Lakas talaga ng Chemistry ng dalawang to may naalala akong hindi din mapaghiwalay nung Chanacc Days 🤣 # SamLy,"the chemistry between these two is so strong , i remember someone who couldn t be separated during the chanacc days .",27.7,0.9,8.0,False,True
Siguro nakita din ni PRRD iyan noong una kaya binypass siya ng ilang beses . Nang malapit nang magretire ay saka lang inappoint .,"maybe prrd also saw that at first , that  s why he was bypassed several times . he was only appointed when he was about to retire .",30.45,1.0,8.5,False,True
St Lukes sa Ususan Taguig ? ? Brgy . Fort Bonifacio yun di ba ?,"st . luke  s in ususan , taguig ? ? that  s in brgy . fort bonifacio , right ?",27.75,0.7,8.5,False,True
"tutulog na ako di na talaga maganda yung inggit na naffeel ko ngayon , ikakadeds ko na talaga jshdsjhdje chz wanhap","i m going to sleep now , the envy i m feeling right now is not good , it  s really going to kill me , just kidding , good night .",29.55,0.8,8.5,False,True
Paging Mike Navallo .. Di ba pinapalabas pa ng timang na to na bias ka at di mo daw kinuha side nya dati during nung hearing sa franchise .. Anong nangyare .. ?,paging mike navallo .. isn t this idiot still making it seem like you re biased and that you didn t get his side before during the franchise hearing .. what happened .. ?,34.4,1.0,9.0,False,True
"Presidential bet Bongbong Marcos says he has undergone a drug test , submitted results to PDEA following blind item of President Duterte on an alleged cocaine user amo presidential candidates # BilangPilipino2022 | @edupunay",presidential bet bongbong marcos says he has undergone a drug test and submitted the results to pdea following a blind item from president duterte about an alleged cocaine user among presidential candidates .,34.7,0.8,9.0,True,True
Paging Mike Navallo .. Di ba pinapalabas pa ng tima na to na bias ka at di mo daw kinuha side nya dati during nung hearing sa franchise .. Anong nangyare .. ?,paging mike navallo .. isn t this idiot still making it seem like you re biased and that you didn t get his side before during the franchise hearing .. what happened .. ?,34.4,1.0,9.0,True,True
Paging Mike Navallo .. Di ba pinapalabas pa ng timang na to na bias ka at di mo daw kinuha side nya dati during nung heari sa franchise .. Anong nangyare .. ?,paging mike navallo .. isn t this idiot still making it seem like you re biased and that you didn t get his side before during the franchise hearing .. what happened .. ?,34.4,1.0,9.0,True,True
"Yung day 1 di ko talaga mapapanood kasi nightshift ako delikado na if umabsent ako ieenjoy ko nalang yung day 2 , pero sana bigay narin ni popc mga ticket na nanalo sa Pa GA niya @SB19Official # SB19","i really can t watch day 1 because i m on the night shift , it  s risky if i m absent . i ll just enjoy day 2 , but i hope popc gives out the tickets that won their giveaway .",36.2,0.9,9.0,False,True
@geebee_109 to me : Ano kakainin ko ? Asan ang link ? Ano oras yan ? Message mo ako pag umpisa na ? Bagay ba ang dress ? Anong model ng iphone bilhin ko ? Magkano at ano features niyan ? Eh yung apple watch ? Malinaw ba ang pagkakapicture ko sa sarili ko ? Actually dame pa,"to me : what should i eat ? where  s the link ? what time is it ? message me when it starts ? does the dress suit me ? what model of iphone should i buy ? how much is it and what are its features ? what about the apple watch ? is my picture of myself clear ? actually , there  s a lot more .",41.9,0.9,9.0,False,True
"Presidential bet Bongbong Marcos says he has undergone a drug test , submitted results to PDEA following blind item of President Duterte on an alleged cocaine user among presidential candidates # BilangPilipino2022 | @edupunay",presidential bet bongbong marcos says he has undergone a drug test and submitted the results to pdea following a blind item from president duterte about an alleged cocaine user among presidential candidates .,34.7,0.8,9.0,False,True
PERO TBH FRIENDS KAMI NI SUNNY IRL ACTIVE LANG TALAGA KAMI MASYADO DITO SA TWTR DI KAMI NAG UUSAP SA MESSENGER HAHAHAHAHAHA,"but tbh , sunny and i are friends irl , we re just really very active here on twitter , we don t talk on messenger , hahahahahaha .",32.35,0.9,9.5,False,True
"To be honest , kinikilig ako sa interactions nila pero since alam ko naman na naset na yung boundary , wala ng malisya sa akin kulitan nila . And if nakilala talaga nila si Anji , they would know na normal Anji yun . Tingnan nyo nga sarili niyo sa salamin bago kayo sumatsat .","to be honest , i get butterflies from their interactions , but since i know the boundary has been set , their playful banter has no malice for me . and if they really knew anji , they would know that  s just normal anji . look at yourselves in the mirror before you talk .",43.5,0.9,10.0,False,True
Anong nangyari kay Eleazar ? Biglang nagbago ang tono ? Disappointed ako bigla sa kanya . Di ba mataas ang position niya sa PNP during the war on drugs ? Grabe in the name of politics and personal ambition nasira integrity nitong taong to . Nakakalungkot at nakakagalit .,"what happened to eleazar ? his tone suddenly changed ? i m suddenly disappointed in him . wasn t he in a high position in the pnp during the war on drugs ? it  s terrible , in the name of politics and personal ambition , this person  s integrity was ruined . it  s sad and infuriating .",41.7,0.9,10.0,False,True
Anong nangyari kay Eleazar ? Biglang nagbago ang tono ? Disappointed ako bigla sa kanya . Di ba mataas ang position niya sa PNP during the war on drugs ? Grabe in the name of politics and personal ambition nasira integrity nitong tao to . Nakakalungkot at nakakagalit .,"what happened to eleazar ? his tone suddenly changed ? i m suddenly disappointed in him . wasn t he in a high position in the pnp during the war on drugs ? it  s terrible , in the name of politics and personal ambition , this person  s integrity was ruined . it  s sad and infuriating .",41.7,0.9,10.0,True,True
Nagbigay ng resulta tapos maraming hindi naniniwala ? Di ba masama yung wala pang ebidensya at di alam ang totoong nangyare masama na kaagad ang naiisip mo dun sa tao ?,he gave the results and many still don t believe it ? isn t it bad to immediately think negatively of a person when there  s no evidence and you don t know what really happened ?,36.3,1.0,10.0,False,True
Tell them the truth @PBBabscbn ang mga bata ang nagssuffer sa issue ni TJ ! ! Kung concern talaga kayo sa Mental Health nila gawin niyo ang tama .,"tell them the truth @pbbabscbn , the kids are the ones suffering from tj  s issue ! ! if you re really concerned about their mental health , do the right thing .",36.95,0.9,10.5,False,True
"ANG NASABI KO NA LANG TALAGA AY "" "" TRUE BA ? "" "" binili ko ung naka top loader dko alam ganon pala ung makukuha ko sa inorder ko HAHAHAHAHAHAA hay baka naman trade sa wd ni yk hahahaa","the only thing i could really say was "" "" is this true ? "" "" i bought the one in the top loader",41.5,1.0,11.0,False,True
"Ang GW stan at Bbw magkaiba po . Kaming mga GW stan ay nagbibigay ng respeto sa dalawa . Kung san sila masaya , dun kami . Di naman po maiiwasan mag delulu kasi syempre GW stan nga eh . And di naman namin pinipilit mag CB ang dalawa . Hili lang namin kay tadhana hwag mapagod .","gw stans and bbw are different . we gw stans respect them both . wherever they are happy , that  s where we are . we can t avoid being delusional because of course , we re gw stans . and we re not forcing them to have a comeback . we just wish that fate won t get tired .",48.15,1.0,11.5,True,True
Ekis ka talaga sakin Alan Peter Cayetano . Leche ka . Ipamudmod mo na lang na tag sampunglibo sa mahihirap yang ginagastos mo sa political ads . # NoToCayetano # BBMSARA2022 # Eleksyon2022,"you re really a big no for me , alan peter cayetano . damn you . just give the money you re spending on political ads to the poor , ten thousand each .",40.65,0.9,11.5,False,True
"Ang GW stan at Bbw magkaiba po . Kaming mga GW stan ay nagbibigay ng respeto sa dalawa . Kung san sila masaya , dun kami . Di naman po maiiwasan mag delulu kasi syempre GW stan nga eh . And di naman namin pinipilit mag CB ang dalawa . Hiling lang namin kay tadhana hwag mapagod .","gw stans and bbw are different . we gw stans respect them both . wherever they are happy , that  s where we are . we can t avoid being delusional because of course , we re gw stans . and we re not forcing them to have a comeback . we just wish that fate won t get tired .",48.15,1.0,11.5,False,True
Buti pa nga si cong . AlanCayetano may mga programa para makatulong sa nangangailangan na may pandemya pa din ang bansa ekis ka din brod puro putak di ka nakakatulong,"it  s a good thing that cong . alan cayetano has programs to help those in need while the country is still in a pandemic . you re also a big no , bro , you just keep talking but you re not helping .",39.75,0.9,11.5,False,True
Magaling din magguitar c k which is yung idol mo hindi trying hard yung idol mo .. and mahilig mag copy ng iba .. hoy hulag kalang kaya pinagyayabang mo yung sinasabi mong idol na sabi mo sobrang talented .. haha if i know c donny lang inaabangan ng mga fans sa kanilang dalawa,"k is also good at guitar , which is your idol , your idol isn t a try - hard ... and she likes to copy others ... hey , don t just brag about your idol that you say is so talented ... haha , if i know , the fans are only waiting for donny between the two of them .",49.45,1.0,12.5,False,True
Magaling din magguitar c k which is yung idol mo hindi trying hard yung idol mo .. and mahilig mag copy ng iba .. hoy hulag kala kaya pinagyayabang mo yung sinasabi mong idol na sabi mo sobrang talented .. haha if i know c donny lang inaabangan ng mga fans sa kanilang dalawa,"k is also good at guitar , which is your idol , your idol isn t a try - hard ... and she likes to copy others ... hey , don t just brag about your idol that you say is so talented ... haha , if i know , the fans are only waiting for donny between the two of them .",49.45,1.0,12.5,True,True
Kay sigla ng gabi ang lahat ay kay saya Nagluto ang ate ng manok na tinola Sa bahay ng kuya ay mayrong litsunan pa Ang bawat tahanan may handang iba t iba Tayo na giliw magsalo na tayo Mayron na tayong tinapay at keso Di ba Noche Buena sa gabing ito At bukas ay araw ng Pasko,"the night is so joyful , everyone is so happy . my sister cooked chicken tinola . at my brother  s house , there  s roasted pig . every home has a different dish prepared . let  s go , my dear , let  s eat together . we already have bread and cheese . isn t it noche buena tonight ? and tomorrow is christmas day .",52.85,1.0,13.5,False,True
Kay sigla ng gabi ang lahat ay kay saya Nagluto ang ate ng manok na tinola Sa bahay ng kuya ay mayrong litsunan pa Ang bawat tahanan may handang iba t iba Tayo na giliw magsalo na tayo Mayron na tayong tinapay at keso Di ba Noche Buena sa gabi ito At bukas ay araw ng Pasko,"the night is so joyful , everyone is so happy . my sister cooked chicken tinola . at my brother  s house , there  s roasted pig . every home has a different dish prepared . let  s go , my dear , let  s eat together . we already have bread and cheese . isn t it noche buena tonight ? and tomorrow is christmas day .",52.85,1.0,13.5,True,True
"o di ba ! kasi iyong condo namin is walking distance lang papuntang St . Luke  s BGC , eh Brgy . Fort Bonifacio ang nakikita ko sa mga business permits around BGC and even estabs sa tabi ng SLMC - BGC .","oh , right ! because our condo is just walking distance to st . luke  s bgc , and brgy . fort bonifacio is what i see on the business permits around bgc and even in the establishments beside slmc - bgc .",49.9,0.9,14.0,False,True
NAKATANGGAP NG KATOL SI MOMMY MOCHI TULUNGAN NYO AKO DI AKO MAKAHINGA SA TAWA,"mommy mochi received a mosquito coil , help me , i can t breathe from laughing .",44.95,1.0,15.5,False,True
Alam mo ang sumagi sa isip ko at speculation lang ito sa part ko ay yung case ni Ongpin . Suddenly sumawsaw lahat pero tahimik dun sa case ni Ongpin bakit na dismiss sa technicalities . Anyway kapag ang attack ng opposition ay galing pa sa kalaban nila aba y mahinang nilalang sila .,"you know what crossed my mind , and this is just speculation on my part , is the ongpin case . suddenly , everyone chimed in , but they were silent on the ongpin case , why it was dismissed on technicalities . anyway , when the opposition  s attack comes from their own enemy , well , they are weak beings .",58.2,1.0,16.0,False,True
"Ano yung nakita natin dito ? Ang napatunayan dito ay gagamitin ng opposition ang statement ni Digong para lang makapuntos kay BBM . Yung tinatawag nilang "" "" diktador "" "" ay biglang naging credible source of information dahil makakapanira sila .","what did we see here ? what was proven here is that the opposition will use digong  s statement just to score points against bbm . the one they call a "" "" dictator "" "" suddenly became a credible source of information because they can use it to discredit someone .",54.6,1.0,16.0,False,True
Alam mo ang sumagi sa isip ko at speculation lang ito sa part ko ay yung case ni Ongpin . Suddenly sumawsaw lahat pero tahimik dun sa case ni Ongpin bakit na dismiss sa technicalities . Anyway kapag ang attack ng opposition ay galing pa sa kalaban nila aba y mahinang nilala sila .,"you know what crossed my mind , and this is just speculation on my part , is the ongpin case . suddenly , everyone chimed in , but they were silent on the ongpin case , why it was dismissed on technicalities . anyway , when the opposition  s attack comes from their own enemy , well , they are weak beings .",61.95,1.0,17.5,True,True
"Busy talaga ang mga trolls ni Boy Singhot . Ang sinabi ni Duterte na nagamit ng cocaine ay si Boy Recto , pero ang mga trolls anak ni Leni ang pinararatangan na may dala droga sa US ? Kagaano kababastos at kahahayop sila ?","boy singhot  s trolls are really busy . what duterte said was that boy recto used cocaine , but the trolls are accusing leni  s child of bringing drugs to the us ? how rude and animalistic are they ?",68.95,1.0,21.5,True,True
"Busy talaga ang mga trolls ni Boy Singhot . Ang sinabi ni Duterte na nagamit ng cocaine ay si Boy Recto , pero ang mga trolls anak ni Leni ang pinararatangan na may dalang droga sa US ? Kagaano kababastos at kahahayop sila ?","boy singhot  s trolls are really busy . what duterte said was that boy recto used cocaine , but the trolls are accusing leni  s child of bringing drugs to the us ? how rude and animalistic are they ?",68.95,1.0,21.5,False,True
HAHAHAA YAWA KA INDAY,"hahahaa , damn you , inday .",3.2,0.6,0.0,False,True
sleepwell talaga,really sleep well .,2.6,0.6,0.0,False,True
sayang talaga i hate it here hahaha,"such a waste , i hate it here , hahaha .",4.1,0.8,0.0,False,True
sobra,"sobra , kanina watching playhouse nakaka chubby ng puso ang mga comments ng mga tao abt sa donkiss at the same time nakaka hinayang hayss mnagemnt : ( .",2.3,0.6,0.0,False,True
Di po ako galit kay tita samber,hays juskooo nai stress ako .,4.1,0.6,0.0,False,True
Ka - miss kumarat . Kalat . Eme,i miss being messy . messy . just kidding .,4.4,0.6,0.0,False,True
black swan deserve a grammy talaga tapos the whole ly : album,"black swan really deserves a grammy , and then the whole ly : album .",5.6,0.6,0.0,False,True
396 — mami vien talaga,396 — it  s really mommy vien .,3.5,0.8,0.0,False,True
HAAHHAHAHAHA bilis talaga pag pag kain,"haahhahahaha , so fast when it comes to food .",3.8,0.6,0.0,False,True
Iiyak nalang ako para maka tulog ako,i ll just cry so i can fall asleep .,4.1,0.8,0.0,False,True
"MA , HOW CAN YOU DO THIS TO ME ? !","ma , how can you do this to me ? !",5.3,0.6,0.0,False,True
HAHAHHAHAHAHAHA AMPOTA TALAGA,"hahahhahahahaha damn it , really .",2.9,0.6,0.0,False,True
Dipende,"dipende , kung ako talaga yung problema :",2.3,0.6,0.0,False,True
Isa talaga akong clown 🤣,i m really a clown .,3.5,0.6,0.0,False,True
delulu lang ba talaga ako hahaha,am i really just delusional ? hahaha .,3.8,0.6,0.0,False,True
bakit parang werewolf character tong si szwarc adjkdfk,why does szwarc seem like a werewolf character ?,4.4,0.6,0.0,False,True
di talaga uso satin matulog 🤣,sleeping is really not a thing for us .,3.8,0.8,0.0,False,True
Sarap magka ate talaga .,it  s so nice to have an older sister .,3.5,0.8,0.0,False,True
