src,tgt
Kaya nga buti my excuse cxa....kahit nman sbihan ntin yan wla din....hahah DeannaWong | Deanna Wong,"That's why it's good she has an excuse... even if we tell her that, it won't matter... hahah DeannaWong | Deanna Wong"
Kaya nga ahaha ! Kahit anung meeting gawen mo . Kinabukas wala Nanaman Alam haha DeannaWong | Deanna Wong,"That's right, ahaha! No matter what meeting you hold, the next day, they still won't know anything. Haha DeannaWong | Deanna Wong"
Wag ka umasa kay tinola masasaktam ka lang DeannaWong | Deanna Wong,"Don't rely on tinola (a type of soup), you'll just get hurt DeannaWong | Deanna Wong"
DBA pinag usaoan nten to kagabi doc ? Bkit ngayon walang alam hahaha. DeannaWong | Deanna Wong,"Didn't we discuss this last night, Doc? Why does she not know anything now, hahaha. DeannaWong | Deanna Wong"
"i mean look at him, he so pretty. °^°","I mean look at him, he's so pretty. °^°"
*he's talaga 'yon putsngns,"*It's really 'he is', damn it."
"Anue bayan kac pinipikon aq nung nasa tl q kanina,labas kapa biliss rreplyan q na talaga tweet mu(clout chasing)","What is this? I was being annoyed by someone on my timeline earlier, come out quick, I'm really going to reply to your tweet (clout chasing)."
Another episode of being scammys!!!! I hate grammys talaga panget tuloy ng gising ko,"Another episode of being scammys!!!! I really hate the Grammys, I woke up in a bad mood."
"dami nilang time ah whaha at the end of the day it’s their effort that’s wasted sino ba sila para pakinggan mo, pinapaaral k b nyn xD anyways i hope u know that those passerby would stay miserable w hatred raging inside their body, while you thrive off of ur passion nd b happy","They have so much time, ahaha. At the end of the day, it’s their effort that’s wasted. Who are they for you to listen to? Are they paying for your education? xD Anyways, I hope you know that those passersby will stay miserable with hatred raging inside their body, while you thrive off of your passion and be happy."
tataynibam (softhours) sakin grabe i love u talaga soaper ;((((,"tataynibam (softhours) to me, wow, I really love you soaper ;((("
"Pag si Drilon akusahan mo ng corruption kakasuhan ka ng libel. Pero pag si Drilon nang-akusa ng corruption, 'In Aid of Legislation.' Only in the Philippines lang!","If you accuse Drilon of corruption, he will sue you for libel. But if Drilon accuses someone of corruption, it's 'In Aid of Legislation.' Only in the Philippines!"
Abuso! Trapo talaga!,Abusive! Such a traditional politician!
Eto nanaman ako nagdesisyon bumily ng Relx! Di talaga tumalab sakin ang Geekvape dalawang device na HAHAHAHAHA saglit ko lang ginamit tapos tambak na. Sana this time matuloy tuloy ko na hanggang bumaba ng bumaba at mahinto ako!!!,"Here I am again deciding to buy a Relx! Geekvape didn't really work for me, I already have two devices HAHAHAHAHA. I only used them for a short time and then they're just lying around. I hope this time I can continue until I gradually decrease and then stop!!!"
"For now tumagal sakin ng 2 days ang isang pod, may tira pa. A bit pricey but hindi na ko nagcecrave ng yosi. For now. Sana magtuloy tuloy talaga wahahahahaha.","For now, one pod has lasted me 2 days, and there's still some left. A bit pricey, but I'm not craving cigarettes anymore. For now. I hope it really continues, wahahahahaha."
magdadabog talaga ako kapag nakatululog ako tapos hindi nagising mamayang 6:00 AM.,I'm really going to be grumpy if I fall asleep and don't wake up at 6:00 AM later.
Gantong oras pa talaga nag ka emergency,There's really an emergency at this hour.
"aaaaa 3 days nalangg baka nga di ko talaga deserve. ang mahalaga mahal ko kayo palagi, SB19 Bazinga_SB19","aaaaa only 3 days left, maybe I really don't deserve it. What's important is I will always love you, SB19 Bazinga_SB19"
Magaling din magguitar c k which is yung idol mo hindi trying hard yung idol mo..and mahilig mag copy ng iba..hoy hulag kalang kaya pinagyayabang mo yung sinasabi mong idol na sabi mo sobrang talented..haha if i know c donny lang inaabangan ng mga fans sa kanilang dalawa,"K. is also good at playing guitar, which your idol isn't; your idol is trying hard...and likes to copy others..hey imbecile, you're just showing off the 'so talented' idol you mentioned..haha if i even know, the fans are only waiting for Donny from the two of them"
"hahhahaah huy teh kumanta nga yan si K at nag guitar pa sa mall pero tinatawanan lang ng mga nanonood kasi sakit sa tenga pati pag trums nya ng guitar,patawa to hahahahahahahah","hahhahaah hey, that K sang and played guitar at the mall but the viewers were only laughing at the earsore and also his guitar strumming, this is funny hahahahahahahah"
So pag di ba maganda boses masaya kayong tingnan pinagtatawanan yung tao..ganyan ina idol lang niyo yung may talent at kaya niyong ipagyabang..kahit anu pa sabihin niyo kat k para sakin talent yun at para sakin magaling siya..,"So if the voice isn't good, you're happy to watch them being laughed at? You only idolize those with talent that you can show off... whatever you say, to me Kat K has talent and to me she is good.."
"ahhhh ang cutie talaga sobra, parehong masaya bday naming dalawa","ahhhh it's so cute, both of our birthdays are happy"
"puro kayo dnb, ito naman :)","All you do is DNB, here's this : )"
Di ba uso move on sayo lods,"Isn't moving on in your vocabulary, friend?"
HINDI BEH MWUAPS,DEFINITELY NOT MWUAPS
di talaga aq nasasarapan sa yabu,I don't really enjoy YABU
"lost interest in grammys long time ago lol that ""award"" show is rigged now more than ever",Lost interest in the Grammys a long time ago lol that award show is rigged now more than ever
ikr,I know right
they're just the mananalo pag in and popular they aren't the same Grammy na tlga HAHAHHA,"They're just the ones who win when they're trendy and popular, they aren't really the 'Grammys' anymore HAHAHHA"
totoo madzam popularity contest na rin siya,"That's right, my dear, it's also a popularity contest now."
di ba wla na ung music critic eh. kya umay na dn panuorin HAHAAHAH,Isn't there a music critic anymore? That's why it's annoying to watch HAHAAHAH
Puyat ka talaga kakarefresh,You're really sleep-deprived from constantly refreshing.
LOOK: Presidential aspirant Bongbong Marcos’ cocaine drug test showing a negative result. |,LOOK: Presidential aspirant Bongbong Marcos’ cocaine drug test showing a negative result. |
"Ang mga brainless nag-iingay nanaman mas magagaling pa sa mga nurses mg St. Lukes jusko the ACIDICITY OF THESE DOGS TO QUESTION ST. LUKES DT FORMAT? Guys, the medical result is different from DT Result Pag lata talaga maingay lalo't walang laman.","The brainless ones are making noise again, they're even better than the nurses at St. Luke's, goodness. The acidity of these dogs to question St. Luke's DT (drug test) format? Guys, the medical result is different from the DT result. When cans are empty, they're really noisy."
"I know it's audacity i just changed it into ACIDITY, Coz you know, Leni supporters are Macm","I know it's audacity, I just changed it into acidity, coz you know, Leni supporters are Macm (referring to a product known for its sour taste)."
Cutie talaga,So cute talaga
huwow! suggested mo pa talaga peysbook. Mapanakit ka po ta,Wow! You even suggested Facebook. You're hurtful!
ang daming bata sa mall tapos yung iba di pa nakafacemask??? di ba natatakot mga magulang nun,"There are so many kids at the mall, and some of them aren't even wearing facemasks??? Aren't their parents afraid?"
totoo yan kahit dito din malapit samin daming bata tapos yung iba walang facemask,"That's true, even here near us, there are many kids and some of them don't have facemasks."
parang mas nagwoworry pa ako sa kanila kesa sa mga magulang nila juskooo,"I seem to be more worried about them than their parents, goodness."
"We are social animals instinctively reliant on our tribe for safety and protection. Disloyalty literally feels dangerous, like the tribe will kick you out. Mahirap talaga sa DDS na maging Kakampink. But if you are courageous to stand on the truth and defected, it's liberating!","We are social animals instinctively reliant on our tribe for safety and protection. Disloyalty literally feels dangerous, like the tribe will kick you out. It's really hard for DDS (supporters of the previous administration) to become Kakampinks (supporters of the current administration). But if you are courageous to stand on the truth and defected, it's liberating!"
hahaha mga kagaguhan ko talaga,"Hahaha, these are really my follies."
Nakakahiya sila sobrang babaw talaga,"They're embarrassing, so shallow really."
may bago akong pusa tulungan nyo ako ano ipapangalan ko,"I have a new cat, help me what should I name it."
bimby na lang,Just Bimby.
bimby parang pilay na kuting,Bimby sounds like a crippled kitten.
????? DI BA PWEDENG ANAK NI KRIS,????? CAN'T IT BE KRIS' CHILD
WALA TALAGA MAPAPALA SA scammys,THERE'S REALLY NOTHING TO GAIN FROM scammys
"""Di ba ako'y tao lang na Nadadarang at natutukso rin Maiaalis mo ba sa 'kin na matutuhan kang mahalin Sa bawat sandaling hiram natin.""",'Am I not just a person Who also suffers and is tempted Can you take away from me the ability to learn to love you In every borrowed moment that we have.'
For now I'll be stuck in this beautiful nightmare,For now I'll be stuck in this beautiful nightmare
Ate... kinanta ko uωu,Ate...I sang it uωu
hahahahah sana ma LSS ka din,Hahahahah I hope you get it stuck in your head too.
"ate, since release day po hahaha, di ba naman matahimik kapatid ko, anymore ni somi & 2m1 ng vershua paulit ulit","Ate, since the release day, hahaha, my sibling won't shut up, anymore by Somi & 2m1 (2 minus 1) by Vershua on repeat."
halos ngayon ko lang kasi nadiscover yung anymore!!! uwu~ 2minus1 sabihin mo kay kapatid maganda taste nya,I just discovered anymore almost now!!! uwu~ Tell your sibling their taste is good!!
Di ba kayo lulubog? Buti naman,Aren't you going to sink? Good then.
TANGINAAAA HAHAHAHAHHAHAHAH EWAN PERO TANGINA TALAGA NATATAWA KO SAYO KEL HAHAHAHHAHA,GODDAMN IT HAHAHAHAHHAHAHAH I DON'T KNOW BUT GODDAMN IT I'M REALLY LAUGHING AT YOU KEL HAHAHAHHAHA
Hirap talaga magutom ng madaling araw. Hahahaha,It's really hard to be hungry in the early morning. Hahahaha
magka free time as in super free time lang ako talaga aaralin ko na ulit magcrochet kasi mag iisang taon nang nakatambak lang binili kong mga gamit for crocheting AHAHAHAHAHA,"Only when I have free time, as in super free time, will I really study how to crochet again because the materials I bought for crocheting have been lying around for almost a year AHAHAHAHAHA"
mag aaral talaga ako sa law subject ko na mamaya potangina gagoh pabagsak na akoh,"I'm really going to study my law subject later, damn it, I'm failing."
pag si minjeong aotm jusq mamamatai na talaga ako,"If Minjeong gets AOTM (artist of the month), I'm going to die."
nasa huli talaga pagsisisi,Regret really comes at the end.
sa mga palabas nalang talaga ako kikiligin eh no?,"I'll just get excited in shows, right?"
Us2 q n lng talaga maiyak,I just want to cry
Yep ginising talaga ng 2 para maging assistant ni ppa,"Yep, 2 woke me up to be PPA's assistant."
tf scammys talaga,tf scammys really
gumamit lang ng idol character pero sila talaga yon ginawang fem para pasok sa fantasy tapos imamatch sa edad nila yuck krazy y/n,"They just used the idol's character but it's really them that they're making female for them to fit the fantasy and match them to their age. Yuck, crazy y/n!"
DreamyK... sa tuwa niya Kay Maymay ginawa pa talaga niya ng damit MayWard,DreamyK... she was so happy for Maymay that she even made MayWard outfits.
"Nakakatuwa blog nia lage q pinapanood, kahit video ng MayWard, nakakainis lang pati cia sinasabihan ng fake news ng mga basher ni dodong para siraan MayWard MaymayEntrata EdwardBarber","I enjoy watching her blog all the time, even videos of MayWard. It's just annoying that Dodong's bashers are even calling her fake news to ruin MayWard, MaymayEntrata, and EdwardBarber."
Buti bhe at sinagot mo... MayWard,"I'm glad you replied, dear... MayWard."
sana matapos talaga later,I hope it really finishes later.
halos nagsidatingan na yung mga parcels ko pero yung isang hinihintay ko talaga hanggang ngayon wala pa,"Almost all my parcels have arrived, but the one I'm really waiting for still hasn't."
hahahaha puta sakit talaga ng ulo ko.,"Hahahaha, my head really hurts like a son of a b*tch."
Omg I feel guilty talaga,"Oh my god, I really feel guilty."
Pag ito di pa talaga nanalo ewan ko nalang talaga sayo grammys hinayupak ka,"If this still doesn't win, I don't know what to say to you, Grammy Awards, you son of a b*tch."
hirap talaga umawat sa pag-scroll sa tiktok kapag puro exo ang lumalabas sa fyp,It's really hard to stop scrolling on TikTok when my 'For You' page is full of EXO.
AMP UMUUWI KA TALAGA KAPAG KAKATULOG KO LANG EH NOH!!! pero i miss u < 333,"Ugh, you always come home right after I fall asleep, don't you!!! But I miss you <333."
Apaka cutie talaga ng bebe ko,My baby is so cute.
heartache at headache malala talaga,I have a severe heartache and headache.
madaling araw ko pa talaga naisipan mag mod ng stabs ng keyboard haynalangers,I really thought of modding my keyboard stabilizers at dawn; I'm hopeless.
LOOK: Atty. Vic Rodriguez submits drug test result of former senator and presidential aspirant Ferdinand “Bongbong” Marcos Jr. to law enforcement agencies. Rodriguez said Marcos tested negative for illegal drug use. | via Photo: Marcos Jr.'s camp,LOOK: Atty. Vic Rodriguez submits drug test result of former senator and presidential aspirant Ferdinand “Bongbong” Marcos Jr. to law enforcement agencies. Rodriguez said Marcos tested negative for illegal drug use. | via Photo: Marcos Jr.'s camp
"Sa history nito ng pagsisinungaling about sa info.. medj di ako tiwala.. u want trust? Do it with Pdea, in public and not just by simply submitting 'so called' negative result.. dont us","Given his history of lying about information, I'm a bit distrustful. You want trust? Do it with the Philippine Drug Enforcement Agency (PDEA), in public, and not just by simply submitting a 'so-called' negative result. Don't fool us."
Ang demanding ah!,How demanding!
"Sensiya na.. nadala lang kami sa kasinungalingan nito.. Pero kung totoo man, edi nice, nagsisinungaling lang pala si tatay d.. haysts.. tatay talaga oh.","Sorry... we just got carried away by his lies. But if it's true, then nice. Old man D is just lying... Sighs... That's just how Dad is."
umagahan talaga,It's already morning.
ETO NA TALAGA BEH DALIAN MO NA,"IT'S FINALLY HERE, HURRY UP!"
WHAT IF LANG YAN KABAG LANG YAN HAHAHA,WHAT IF it's just gas HAHAHA.
HAHAHAHAHAH IHHH RAWR K,HAHAHAHAHAH IHHH RAWR K
"JUST IN | Negatibo ang resulta ng drug test ni presidential aspirant Bongbong Marcos Jr. Sa isang vlog interview, sinabi ni Marcos na isinumite na rin nya ang resulta ng drug test sa PDEA, PNP at NBI. BilangPilipino2022 | via Dale de Vera","JUST IN | Presidential aspirant Bongbong Marcos Jr.'s drug test result is negative. In a vlog interview, Marcos said he also submitted his drug test result to the PDEA, PNP, and NBI. BilangPilipino2022 | via Dale de Vera"
"ANG TANONG, BA’T HINDI SA PDEA NAGPA-DRUG TEST? BA’T NAGSUBMIT NA LANG NG RESULT?","THE QUESTION IS, WHY DIDN'T HE TAKE THE DRUG TEST AT THE PDEA? WHY DID HE JUST SUBMIT THE RESULT?"
Cryyy.. hehe wag na magpadrugtest si Leni. IQ Test nalang.,"Cryyy... hehe, Leni shouldn't take a drug test. Just give her an IQ test."
yung inisip mong kelangan ng ng IQ test pero ikaw tong bobo dahil naniwala ka sa mga altered/edited videos sa TikTok.,"You're thinking that an IQ test is needed, but you're the stupid one for believing those altered/edited videos on TikTok."
Pinagsasabi mong tiktok. Haha! Epal,What are you talking about on TikTok? Haha! Attention seeker.
dagdagan ko pa pra magkabonus ka galing intel fund.,I'll add more so you can get a bonus from the intelligence fund.
kawawa talaga pag tatanga tanga gaya ni Leni.,It's really pitiful to be foolish like Leni.
nakakaiyak nalang talaga oh,It's just so heartbreaking.
"Saan mas magpapalpitate- este magigising, Kopiko 78 or Kratos?","Which will make you more awake, Kopiko 78 or Kratos?"
coffee stick!!,Coffee stick!!
"Uy, yan coffee ko dito sa bahaaayy!","Hey, that's my coffee here at home!"
masarap ba yung kape,Is that coffee good?
"Ay di ba ikaw nagkakapeee? Masarap ang kape, Magui. Ito na ang sign para uminom ka. Hays.","Don't you drink coffee? Coffee is delicious, Magui. This is the sign for you to drink some. Sigh."
"Vakkla yan, o di ba?","You're a queen/gay, aren't you?"
Hoy wag na wag mo ilapit yang fake/cheap at pangit na corgi mo kay Cal at Cosmo baka mahawaan ng rabies at kacheapan cc,"Hey, don't you dare bring that fake/cheap and ugly corgi near Cal and Cosmo; they might catch rabies and cheapness."
Mas cheap di ba yung di man lang nagpaligaw ng matagal? Nakipag live in agad? Bwhahahahahaahah,Isn't it cheaper to not even be courted for long? And then immediately live in together? Bwhahahahahaahah.
"who protect from day one and still do ,family,friends who hate,bash him.all what he do or not,his life,career,friends,when his was with ,all about soulmate,cheating,break up,link all girls..nadine have bf his is good but james is bad.her fan fake jadine","Who protected him from day one and still does: family, friends who hate, bash him. All what he does or not, his life, career, friends, being with, all about soulmate, cheating, break up, linking with all girls... Nadine has a boyfriend; he's good, but James is bad. Her fans fake Jadine."
"kapag talaga una mong inistan nawalan na ng member, sanay kana eh jsjskskaksha tatlo ba naman agad sa exo hehehehehe","When the first group you stan loses a member, you're already used to it, hehehehehe. It's like three members in EXO right away."
"ok lang,, parang kagat lang naman ng dinasour hehe ano ba kayo, ok lang ako.","It's okay. It's just like a dinosaur bite, hehe. What are you, guys? I'm okay."
di ko na shur kung bohai pa ba talaga ako,I'm not even sure if I'm still alive.
yung frustrated chef ka tapos frustrated adonis dancer ka pa HAHAHAHAHAHAHAHAHA,"When you're a frustrated chef and a frustrated Adonis dancer, HAHAHAHAHAHAHAHAHA."
tang ina sarap mo ah? kainin kita?,"Damn, you're so delicious, huh? Can I eat you?"
eto talaga pinakahinihintay ko salamat sa notice g agad,This is really what I've been waiting for. Thanks for the immediate notice.
bat ganon sobrang saya ng mga bata kanina pero tangina diko talaga kayang sumabay sa saya habang malungkot ako,Why were the kids so happy earlier when I really can't keep up with the joy while I'm sad?
Di ba nakakaramdam tong Tatay ng tutee ko na di ako natatawa sa mga Daddy Jokes niya HAHAHA.,Doesn't my 'Dad' realize that I'm not laughing at his Daddy Jokes HAHAHA?
MATUTULOG NA TALAGA AKO /srs,I'M REALLY GOING TO SLEEP NOW. /srs
Talaga ba? Pinarinig ba nila sa isa't isa? Ibig sabihin mas malakas sila sa mga damuho na yan. BBS ANJI,Really? Did they let each other hear it? That means they're stronger than those fools. BBS ANJI
Separate Kumu live nila dati. So I’m not sure if narinig nang isa’t isa.,"They had separate Kumu lives before. So, I’m not sure if they heard each other."
Oh talaga so mas magaling pa kayo sa nbi at pdea wow HAHAHAHAH lol di niyo lang tanggap na talo kayo e,"Oh, really? So you're better than the NBI and PDEA? Wow HAHAHAHAH, lol, you're just not accepting that you lost."
Sarap talaga gumising na walang iniisip na problema,It's so great to wake up without thinking about any problems.
what was my layout when we became moots?,What was my layout when we became mutual followers?
2st ate,Second older sister.
Yes poo,"Yes, po."
hala i mean 1st ate,"Oops, I mean first older sister."
Ano ba nkalagay? Di ba 1st yun?,What does it say? Isn't it first?
2st ate typooo,Second older sister typo.
Hahahaha d ko Nkita yung 2 po,"Hahahaha, I didn't see the '2' po."
GOOD TALAGA ANG MORNING,MORNING IS REALLY GOOD.
Samber did not nominate Anji this time right. So it was weird that she was the spokeperson (who spoke with Anji) about her behavior towards KD. We are missing some context here. Sino ang lumapit kay Sam na kausapin si Anji?,"Samber did not nominate Anji this time, right? So it was weird that she was the spokesperson (who spoke with Anji) about her behavior towards KD. We are missing some context here. Who approached Sam to talk to Anji?"
"Doc, it’s also weird because I remember, SamBer nominated Voldemort because of how he was meddling with KD and Anji that one time.","Doc, it’s also weird because I remember, SamBer nominated Voldemort because of how he was meddling with KD and Anji that one time."
Yes naalala ko to. Yun nga dahil may immunity ang bigateam di na ulit na nominate ni Sam si TJ. It might have prospered talaga knowing na may idea na si baccla sa meddling issues ni hotdog.,"Yes, I remember this. Because the Bigateam had immunity, Sam didn't nominate TJ again. It might have really prospered knowing that that person already has an idea about the meddling issues of what's his name."
"KyCine will always have a special place in my heart! I will forever bleed purple and my heart will always scream “pusong lila!” To my & , please know that I am / we are, still here :) pag sinabi naming hanggang dulo, literal na hanggang dulo.","KyCine will always have a special place in my heart! I will forever bleed purple, and my heart will always scream “pusong lila!” To my Kyle and Francine, please know that I am / we are, still here :) When we say until the end, we literally mean until the end."
Kme dto kycine dn kme dto sa Qatar nalulungkot kme pero positive pa rn kme na hanggang dulo kme 300 kme dto support kycine hanggang dulo kht lalaki kasama nmin dto sa restaurant kycine dn,"We're here too supporting KyCine here in Qatar. We're sad, but we're still positive that we're until the end. 300 of us here support KyCine until the end, even the men we're with at the restaurant are KyCine fans."
"ang sarap naman po sa puso, opo sama sama po tayo support lang po tayo kay kyle and francine! ingat po kayo parati dyan","It warms my heart. Yes, let's be together and just support Kyle and Francine! Take care always there."
At kht busy kme gumagawa talaga kme para kht paanu my update kme at nag ppray kme nasa matigil na pag babash ky Kyle dhil sa simula pa lang marami na sacrifice si Kyle at sana un ang maalala nla,"Even though we're busy, we really make an effort so that we have updates in some way, and we pray the bashing of Kyle will stop because from the very beginning, Kyle has already sacrificed a lot, and hopefully, they'll remember that."
Dapat talaga sa bawat araw maging mapagmatyag sa mga kaganapan. May mga bagay na hindi natin inaasahan at hindi ito pwedeng mangyari ng walang malinaw na paliwanag. nakapagtatakalang,"We should really be vigilant about events every day. There are things that we don't expect, and they can't happen without a clear explanation. It's puzzling."
ang walang kwenta talaga ng mga live tweets ko hahaha,My live tweets are really worthless hahaha.
Ang hirap talaga pag nag antibiotic… kailangan lagi may laman tyan,It's really hard when you're taking antibiotics... you always need to have something in your stomach.
Sobrang blessed ko talaga na meron akong super bait na TL and love na love ako,I'm so blessed to have a super kind TL who loves me so much.
Thank you ate Joy!! As in yung pagiging ate niya extended lalo na nung nalaman niya yung nangyari sa akin,"Thank you, Ate Joy!! Her being an older sister really extended especially when she found out what happened to me."
Sarap magka ate talaga.,It's so great to have an older sister.
mas nakakapagisip talaga ako pag madilim paligid haha,"I can really think better when it's dark around me, haha."
my eyes are swollen and then all of sudden yung plotwist?!?!??!?? I forgot mga pala super tindi ni ate seya sa mga plotwist.,"My eyes are swollen, and then, all of a sudden, the plot twist?!?!??!?? I forgot that Ate Seya's plot twists are super intense."
"hoy grabe magang maga talaga mata ko, hindi nalang ako matutulog para hindi halata bukas punyemas huhu ang ganda ganda.","Hey, my eyes are really swollen, so I just won't sleep so it won't be obvious tomorrow, damn it. I'm so beautiful."
i need to sleep na talaga kahit dipa aq antok haha goodmornighttttttt!!!!!!!!,"I really need to sleep now even though I'm not sleepy, haha. Goodmornighttttttt!!!!!!!!"
pag ako nainis bibili talaga ako ng bagong sim para sa free shipping na yan,"If I get annoyed, I'll really buy a new SIM card just for that free shipping."
sumpa ke talaga ing kape nayta,This coffee is really cursed.
naiiyak ka na ba dyan,Are you about to cry there?
Oo gagi naghihiwa ako ng sibuyas sensya kana,"Yeah, sorry, I'm chopping onions, sorry."
"chair up sayo isunod mo na yung paghiwa ng pechay dyan, isasama mo pa yan sa ulam nyo","Cheer up. Next, chop the pechay there; you're going to add that to your dish."
Oo mare pagtapos ko mag luto ng ginisang isda. Nilaga naman HAHAHAHAHA may pechay yon di ba,"Yeah, after I cook ginisa, then I'll cook nilaga next, that has pechay right?"
HAHAHHAHAAH SIGE ENJOY,HAHAHHAHAAH ENJOY
Comment: Hays nakakakilig talaga sila filipinosexstories.com/story…,"Comment: Sigh, they're so thrilling filipinosexstories.com/story…"
"oo, bsbo ako. alam ko 'yan, matagal na. 'di ako magaling pag dating sa acads na 'yan. yes, syempre dapat honest ako dito kase di naman talaga ako nag-aaral ng mabuti e. sino ba ang gaganahan dya'n!? sermon doon, sermon dito, walang support dya'n, walang support dito.","Yes, I'm dumb. I know that, I've known it for a long time. I'm not good when it comes to those academics. Yes, of course, I should be honest here because I don't really study well. Who would be motivated to do that!? Sermons there, sermons here, no support there, no support here."
hindi joke matutulog na talaga ako,I'm not joking; I'm really going to sleep.
seryoso na goodnight na talaga..,"Seriously, goodnight now..."
Ang talino at ang galing ng nakaisip ng ganitong concept. Originally Filipino talaga. BGYO GELO CONCEPT ART BGYOkundiman BGYO,The person who thought of this concept is so smart and amazing. It's originally Filipino. BGYO GELO CONCEPT ART BGYOkundiman BGYO
True ganda pa BGYO GELO CONCEPT ART BGYOkundiman,"True, it's beautiful too. BGYO GELO CONCEPT ART BGYOkundiman"
Di ba? Kudos talaga sa management at sa buong team ng BGYO BGYO GELO CONCEPT ART BGYOkundiman BGYO,Right? Kudos to the management and the whole team of BGYO. BGYO GELO CONCEPT ART BGYOkundiman BGYO
Yes kudos to the people behind this wonderful concept.. BGYO GELO CONCEPT ART BGYOkundiman,"Yes, kudos to the people behind this wonderful concept. BGYO GELO CONCEPT ART BGYOkundiman"
"mga ilang weeks ko rin tinry maging morning person,,, nagawa ko naman siya wala nga lang akong nagawang matino at kaproud proud na output HAHAHAH mare di talaga kaya hapon to madaling araw talaga gumagana utak q","I tried to be a morning person for a few weeks,,, I was able to do it, but I wasn't able to make anything productive or proud of HAHAHAH, I really can't during the day; my brain really works in the afternoon to dawn."
Mariin namang napapikit si Kyungsoo at napayakap naman siya ng mahigpit sa kaibigan niya. Pakiramdam niya mali desisyon niya pero ayaw niya rin talaga na habang sila dito palang din naghihilom si Yixing sa nakaraan niya. It’s unfair to his side. He knows his worth.,"Kyungsoo tightly shut his eyes and hugged his friend tightly. He felt like his decision was wrong, but he really didn't want Yixing to still be healing from his past while they were here. It’s unfair to his side. He knows his worth."
"He deserves a man who has already moved forward and is ready to love a new one again. Hindi yung mahal nga siya pero stuck parin ito sa nakaraan niya kaya ngayon ay sobrang gulo ng isip at puso nito. Mahal niya si Yixing, sobra. Pero hindi siya magpapakatanga para rito.","He deserves a man who has already moved forward and is ready to love a new one again. Not someone who loves him but is still stuck in his past, so his mind and heart are so confused now. He loves Yixing, so much. But he won't make a fool of himself for him."
Nanatili naman sila Baekhyun at Sehun sa bahay nila Chanyeol para masamahan ni Baekhyun si Kyungsoo. Kasalukuyan namang nasa sala yung dalawa habang sila Chanyeol at Sehun ay nasa kusina. Naghahanda ng snacks si Chanyeol para sa kanila at tinutulungan naman siya ni Sehun.,Baekhyun and Sehun stayed at Chanyeol's house so that Baekhyun could be with Kyungsoo. The two were currently in the living room while Chanyeol and Sehun were in the kitchen. Chanyeol was preparing snacks for them and Sehun was helping him.
"“Sin.” Tawag ni Sehun. Saglit namang napatingin si Chanyeol sa kanya at ibinaling naman niya ulit ang tingin niya sa ginagawa niya. “Bakit?” ""I just want to say sorry sa ginawa ni Kuya Alon kay Mage. Di man kami sobrang close ni kuya I still want to say sorry on his behalf.”","“Sin.” Sehun called. Chanyeol glanced at him for a moment and then turned his gaze back to what he was doing. “Why?” ""I just want to say sorry for what Kuya Alon did to Mage. We're not super close to Kuya, but I still want to say sorry on his behalf.”"
"Chanyeol pursed his lips as he lightly nodded his head. ""I appreciate that. And don't worry about it mas galit ako sa sarili ko kesa kay Kuya Alon."" Napatigil naman si Sehun sa ginagawa niya at napalingon siya kay Chanyeol. ""Dahil ba hinayaan mong mangyare ang mga nangyare?""","Chanyeol pursed his lips as he lightly nodded his head. ""I appreciate that. And don't worry about it. I'm angrier at myself than at Kuya Alon."" Sehun stopped what he was doing and turned to Chanyeol. ""Because you let what happened happen?"""
"Tumango naman si Chanyeol. ""Simula palang iba na pakiramdam ko kay Kuya Alon ehh pero hinayaan ko kasi gustong-gusto siya ni Mage. Kung san masaya si Mage dun ako."" Napatitig naman saglit si Sehun sa kanya at bahagya siyang napabuntong hininga.","Chanyeol nodded. ""From the beginning, I had a different feeling about Kuya Alon, but I let it go because Mage really liked him. Wherever Mage is happy, that's where I am."" Sehun stared at him for a moment and sighed slightly."
"Ibinaling naman ulit ni Sehun tingin niya sa ginagawa niya at dito na siya nagsalita. ""Sin, may gusto ka kay Mage diba?"" Natigilan naman si Chanyeol sa biglang tanong ni Sehun. ""I mean, mahal mo siya diba?"" Hindi naman makasagot si Chanyeol at napatingin lang siya sa kawalan.","Sehun turned his gaze back to what he was doing, and that's when he spoke. ""Sin, you like Mage, right?” Chanyeol stopped at Sehun's sudden question. ""I mean, you love her, right?” Chanyeol couldn't answer and just stared into space."
"Nilingon naman ni Sehun si Chanyeol at bahagya namang napangisi si Chanyeol. With Chanyeol's reaction, Sehun already knows the answer. Napabuntong hininga naman si Sehun sabay tango. ""I see. Mahal mo nga. I can tell matagal mo na siyang mahal tama ba?""","Sehun turned to Chanyeol, and Chanyeol smiled slightly. With Chanyeol's reaction, Sehun already knows the answer. Sehun sighed and nodded. ""I see. You really love her. I can tell you've loved her for a long time, right?"""
"Napabuntong hininga naman si Chanyeol at nagpatuloy naman siya sa pagtimpla ng maiinom nila. ""Ever since. But it doesn't matter. I'm already contented just being close to him. That's enough for me. And besides, mahal niya si Kuya Alon. Kita ko kung gaano niya siya kamahal.""","Chanyeol sighed and continued preparing their drinks. ""Ever since. But it doesn't matter. I'm already content just being close to him. That's enough for me. And besides, he loves Kuya Alon. I can see how much he loves him."""
