src,tgt
i dont know what to think at this point. parang bumabaligtad ang mundo. ang utak ng matatanda parang mas bata pa sa pagiisip ng mga nakakabata.,I don't know what to think at this point. It's like the world is turning upside down. The minds of the elderly seem younger than the thinking of the young.
mga utak talangka! kainis manood basta may ganyan.,Crab mentality people! It's annoying to watch when they're like that.
totoo ako sa nararamdaman ko pero ang gara naman parang ang unfair hayssssss,"I'm true to my feelings, but it feels so unfair, sigh..."
para sinabi nya na walang syang ginawa para sa davao sa loob nang kanyang termino... pati sa termino nang anak nya. welp..,It's like he's saying he didn't do anything for Davao during his term... or even during his daughter's term. Well...
"boi hindi pa ako ready maging 26 next year potaena parang dumaan lang ung 23, 24 at 25","Boy, I'm not ready to be 26 next year! Damn, it's like 23, 24, and 25 just passed by."
hindi matutulog para sa enha!,Won't sleep for Enhypen!
"may plans po kayo for another competition po ulit like yung rap contest po before? salamuch tbh. ayoko na contest, either may hater or yung mga judge ang najudge pagisipan ko curiouscat.qa9pstandubupos","Do you have plans for another competition again, like the rap contest before? Thank you very much, to be honest. I don't want a contest anymore, either there's a hater, or the judges get judged. I'll think about it. curiouscat.qa9pstandubupos"
wala bang pa bibe?,Isn't there a 'pabibe (acting coy)'?
hahahaha pabibe ka ba?,Are you acting coy?
ikaw lang ang nagpapabibe,You're the only one acting coy.
hahahaha bakit parang iba na meaning,"Hahaha, why does it seem like the meaning is different now?"
hahahahaha narealize ko din after ko i tweet,"Hahahaha, I realized it after I tweeted it."
pabibe pabibe pabibe,"Pabibe, pabibe, pabibe (Coy, coy, coy)"
. is nominated in all of the big four categories at this years .,is nominated in all of the big four categories at this years .
hahahhahah ung aatungal ka lang na parang kambing.. okay na pala un lol,"Hahahaha, just wailing like a goat... that's okay, lol."
"bakit pag si sin ang qt,, bakit pag samin parang tanga,,?","Why is Sin cute when he does it, but when we do it, we just look stupid?"
honestly wala akong ma mukhaan ni isa sa kanila?? iba yung structures ng katawan nila ehh,"Honestly, I can't recognize any of them? Their body structures are different."
i believe si jungwoo yang nasa right side hahahaha,"I believe the one on the right side is Jungwoo, hahahaha."
"ako rin pero the rest di ko na ma mukhaan, parang iba kasi yung figure nila, di siya famillar sa akin","Me too, but I can't recognize the rest; it's like their figure is different, it's not familiar to me."
what if nct new members ‍‍‍,What if they're NCT's new members?
yung talon ng aso ko sa bibingka na kinain ko parang talon lang ni yuji...gg last na yun na bingka ang sarap pa naman,"My dog jumping on the bibingka (rice cake) that I ate is like Yuji's jump... goodbye, that's the last time I'll eat bibingka; it was so delicious too."
"aba, parang cover to cover pala itong mangyayari sa posi at vertebral column lamang ang hindi sinama.","Wow, it seems like it will be cover to cover, including only the vertebral column and posi are not included in it."
parang gusto ko tikman yung chicken burger ng jabee,I think i want to taste the chicken burger in Jollibee
parang 2 weeks ko na tong inaaraw araw open.spotify.comtrack2m6ko,seems like i have been playing this song for 2 weeks straight open.spotify.comtrack2m6ko
parang gusto ko na ituloy to pag pupuyat na ito sa jogging,Seems like i wanna push through this if this sleep deprivation continues (and just jog)
sige matulog ka na parang kulang na kulang ka sa tulog eh,"Go to sleep, it looks like you are not getting enough sleep."
nanggigigil nanaman ako sa mga tanongan nilang parang walang critical thinking. haysss.,I'm getting annoyed again at their questions that seem to lack critical thinking. Sigh.
aral aral din sa cdd kahit kunting units lang para ma inculcate ang critical thinking sa inyo. juyop.,"Study, study even just a few units at CCD to help instill critical thinking in you. Just saying."
"wala na nga atang laman, hayup.","I don't think there's anything in there anymore, damn it."
"kyji fans, were here for you. nararamdaman namin kayo at di kayo nagiisa! virtual hug for you all","Kyji fans, we're here for you. We feel what you're feeling and you're not alone! Virtual hug for you all."
i love u too!! yakap para sa ating lahat,I love you too!! Hugs for everyone.
cute tatawa eh parang lumalagok ng tubig gagstick ka talaga boogartu,"It's cute when you laugh; it sounds like you're gulping water, you're really gagging, Boogartu."
huh december na next week ??????,Huh? Is it December next week already?????
parang dati lang hindi tayo nagaaral ah,It feels like just yesterday we weren't studying at all.
"kapag sinabing layuan, layuan. hindi yung lalayo for one year tapos tropa ulit kayo. parang tanga.","When told to stay away, stay away. Don't distance yourself for one year and then become friends again. It's so stupid."
what if mag send aq ng ganito sa teacher namin letter para sa mga teachers na sabi mental health is importan pero nagbibigay quiz after,"What if I send something like this to our teacher, a letter for teachers who say mental health is important but still give quizzes right after?"
parang tanga mga tatay ng au mag boang,The fathers of AU are acting stupid and crazy.
"kung ikaw ay may utang sa upa dahil sa covid19, magapply ngayon para sa ca covid19 rent relief sa housing.ca.gov. tumanggap ng tulong para mabayaran ng 100 ang iyong mga nahuhuling bayad sa upa at utilidad. 13","If you owe rent due to COVID-19, apply now for the CA COVID-19 Rent Relief at housing.ca.gov. Get help paying up to 100% of your past-due rent and utilities."
"disclaimer kung nagapply kayo para sa tulong sa upa mula sa programa ng san francisco lamang, kinakailangan kayong magapply rin sa ca covid19 rent relief program ng estado sa housing.ca.gov. 23","Disclaimer: If you applied for rental assistance only from the San Francisco program, you are required to also apply at the state CA COVID-19 rent relief program at housing.ca.gov."
"para sa impormasyon tungkol sa iyong aplikasayon sa ng programang panlunsod, bumisita sa sf.govinformationfaqsappl 33","For information about your city program application, visit sf.govinformationfaqsappl 33."
hahahaha parang ganito naiimagine ko queen thing!,"Hahaha, I imagine Queen Thing like this!"
hahaga super cute parang may meeting de abanze or marvels group,"Hahaha, super cute, it looks like a meeting de avance or the Marvels group."
parang wifi is the nalang talaga if ganito ng ganito,It feels like Wi-Fi is the only solution if it keeps going like this.
screams parang wala akong pasok later ha hahahahahaha 326am na shet,"Screams, it's like I don't have class later, haha! It's 3:26 AM, damn!"
inoverthink k p yung sg pero cge last n 2 goodnight n tlgah maya na ulit natin prob5hin kung deserving b tlga tayo para s szn greetings n yan yawa kc,"I'm still overthinking the SG thing, but okay, this is really the last goodnight. We'll worry about the possibility of really being deserving of season's greetings again later. Damn it."
parang may mali pero ano nmn nauuna p kc matulog yung utak q kesa s katawan ok bye,"Something feels off, but what? My brain falls asleep before my body does. Okay, bye."
",. parang awa nyo na palabasin nyo na c tj dyan marami na po viewers ang high blood!!. at kawawa dn sya paglabas nya puro bashers ang sasalubong sknya.. hahaha",",. Please have pity and let TJ out of there. Many viewers already have high blood pressure!! And he'll have it hard because he'll be greeted by bashers when he gets out... hahaha."
i had a dream about you. as in parang totoo aba. siguro iniisip mo ko no. nakakakonsensiya tuloy. napaka mysterious mo pa naman. hindi malaman eh,"I had a dream about you. Like, it felt so real. Maybe you were thinking about me. Now I feel guilty. And you're so mysterious, it's hard to tell."
taena gusto ko maglaro ng gen 5 para sa mga music nilaaa,"Damn it, I want to play Gen 5 just for the music!!!"
"bakit parang pagdating sa taguan ng anak, doyu ang best contender? sila na nga sa mga amgst au, sila pa din sa taguan ng anak? dont u think were hurting them in the alternate universe so much?","Why is it that when it comes to child snatching, Doyu is the best contender? They already dominate the AMGST AUs, and they're still doing it in child snatching? Don't you think we're hurting them so much in the alternate universe?"
ang galing lang siguro kasi nila mare same thought tayo pati na jaeyong,"It's amazing that we have the same thoughts, even with Jaeyong."
"ano na! i just had my coffee kanu then binilhan ako ni mommy ng th tas sb naman from kuya. ayaw niyo ba ako matulog????? at this point, kabahan na kayo i guess charot! hahahaha!","What's happening?! I just had my coffee kanu, and then Mommy bought me th, and then Kuya said it's from him too. Don't you want me to sleep????? At this point, you should be worried, I guess! Just kidding! Hahahaha!"
maghanda ka na sa 6 hrs na usapan.. x3 pala kasi 3 kape..hahahahaha,Prepare yourself for 6 hours of talking... times three maybe because of 3 coffees... hahahahaha.
late reply aq ngayon meron na resulta yung maraming kape hahaahhaha,"I'm replying late now, the many coffees are already taking effect. Hahahaha."
grabe epekto ng kape..di lang 6 hrs.. parang aabot 6days,The effect of coffee is intense... not just 6 hours... it feels like it'll last 6 days.
ganyan din pinanood ko ngayon kakatapos lang,"That's what I watched too, I just finished it."
nasa gresidences k pala hehe,"You're at G-Residences, heh."
parang gusto ko maligaw sa qc hehehe,"I feel like getting lost in QC, hehe."
"hindi naman po masakit, parang kagat lang naman po ng dinosaur ganun","It doesn't hurt that much; it's just like a dinosaur bite, like that."
bakit kasi may kailangang may mamatay sa anime para sa character development ng bida?? smh,Why does someone have to die in anime for the main character's development?? SMH.
bat puro send na lang yung gcash ko,Why is my GCash just sending money?
parang awa mo na hoshi lumayo ka sa fyp ko masisira na naman bias list ko,"Please, Hoshi, stay away from my FYP; my bias list is going to be ruined again."
shet. no way. parang na sesense ko na mangyayari,Damn. No way. I can sense it coming.
yes totoo parang iba na naiisip ko .. ang gusto ko lang may makausap din ako kasi hirap na hirap na din ako tangina,"Yes, that's true, I feel like I'm thinking differently... I just want someone to talk to because it's so difficult, damn it."
may mga paborito lang talaga siguro si lorde,Lorde probably just has favorites.
minsan napapaisip na lang po ako na siguro ampon niya lang me char,"Sometimes, I just think that maybe I'm just adopted, char."
feeling ko middle child ako ni lord kase nde aq napapansin nung nagpaulan ng pag ibig,I feel like I'm Lord's middle child because I didn't get noticed when she poured out love.
sinisave raw po talaga ni lord ang karapatdapat for uuu 333,They say the Lord is really saving the worthy one for youuu 333.
pano pag gusto ko si masa ung karapat dapat sakin? paladesisyon kasi ako hahahahhahahahahhaha charot,What if I want Masa to be the worthy one for me? Because I'm indecisive hahahahhahahahahhaha charot.
hi raw po 333 nauna raw po siya sa pila kay masa chz hdjkdkdjdhd,"He says hi 333, he said he was first in line before Masa, chz hdjkdkdjdhd."
ay sorry eto kasing si yuki nakiki tweet pa sa account ko. pasensya ka na sya talaga nagsend non,"Oh, sorry, it's this Yuki who's tweeting on my account. I apologize, she really sent that."
hahahahhahaha maggive way po tayo sa original,"Hahahahahha, let's give way to the original."
"akala ko anong ginagawa eh nag reply lang pala sau ginamit pa account ko hahhahahahahh paparaya naman po anytime anywhere basta iword, hnda aq ipaglaban 3333 hahahah","I thought you were doing something, but you were just replying to him and still using my account hahhahahahahh, I'll yield anytime, anywhere, as long as it's Iword, I'm ready to fight 3333 hahahah."
tama so much all for iword talaga kaya dapat magbalikan na sila hdhjdjdjd,"It's so obvious that they're perfect for each other, that they really belong together, that they should get back together already. Hdhjdjdjd"
sguro need ko na mag novena nde para sa sarili ko pero para sknila nalang hahhahahahahah,"I guess I need to start a novena, not for myself, but for them. Hahahahahahah"
hahahahhaa kahit para sa kanila na lang din talaga ate,"Hahahahaha, I guess I'll just do it for them too, sis."
kadudaduda parang may kasabwat somewhere,"That's suspicious, it's like someone's an accomplice somewhere."
sakit pala. pero parang wala na dn akong maramdaman.,"It hurts, actually. But it's like I can't feel anything anymore."
pag tumatambay tlaga ako ng bispag parang ayoko na umuwi,"Whenever I hang out at Visayas State University, it feels like I don't want to go home anymore."
parang ayoko na lang matulog sa dami ng gawain.,It's like I don't want to sleep with so much work to do.
"aww kyle, parang tatay naman to","Aww, Kyle, he's like a father figure."
"eto yung side mo na di nila nakikita, ambot sa mga buang oy mabungol mn og mabuta ig abot sa mga maayong butang na imong mabuhat",This is the side of you they don't see. I don't care about those fools; may they go deaf and blind when it comes to the good things you can do.
pasagdai lage daw na sila anjo kay ikaw man ang nakabalo jud. ambot lang nimo tj,"Just let them be, Anjo, because you're the one who really knows. I'm at a loss with you, TJ."
half a year feels like more than a year dahil sa lagi ko kayong kausap parang ang tagal tagal ko na kayong kilala,Half a year feels like more than a year because I'm always talking to you all. It feels like I've known you for a very long time.
"parang ayoko pa lumipat sa office, mas gusto ko dito sa unit yung ibabyahe from nexgen to shore nakasleep na sana ako sa unit ko",It's like I don't want to move to the office yet; I prefer it here in the unit so I could be asleep already during my commute from Nexgen to Shore.
"its yet another moment for me to work and develop my character. lately, medyo blurry na tayo. madaming taong unintentionally nasaktan with unresolved issues. di tayo ganito, parang walang pinagkatandaan, ace.","It's yet another moment for me to work and develop my character. Lately, I've been a bit confused. Many people were unintentionally hurt with unresolved issues. I'm not like this; it's like I haven't learned anything, Ace."
patulugin nyo na ako putang ina naman,"Put me to sleep already, god damn it."
bat parang ang unfair ng buhay,Why does life seem so unfair?
hoyy ang happy naman ng family nila parang usto ko maki family member,"Wow, their family looks so happy; I wish I could be a family member."
parang naririnig ko boses mo na sinasabi sakin hala delikado ka na. hahahahaha,"It's like I can hear your voice telling me, 'Oh no, you're in danger now.' hahahahaha"
i love you and runaway concept ganorn also im a sucker for blood sweat and tears concept tsaka drunkdazed parang subtle vampire keme tsaka ung regular ng nct bet din also 0x1lovesong ofc,"I love you and a runaway concept, like that. Also, I'm a sucker for blood, sweat, and tears concepts, and a 'Drunk-dazed' type of subtle vampire thing. Also, NCT's 'Regular' is a bet too, and, of course, '0x1=LOVESONG'."
"di naman masakit, parang kagat lang ng dinosaur.",It doesn't hurt that much; it's like just a dinosaur bite.
di masakit no parang kagat lang ng crocodile,"It doesn't hurt, no. It's like just a crocodile bite."
"nanaginip na naman ako. nakakakilabot. ang setting ng panaginip ko nasa may kalsada ako sa may villa crispina subd. san cristobal malapit sa dati naming bahay gabi na yun pero may mga tao pa sa labas ng bahay. maya maya, rinig na rinig ko ung lakas ng pagsabog pati na rin","I dreamt again. It was so creepy. The setting of my dream was on a road in Villa Crispina Subdivision, San Cristobal, near our old house. It was night, but there were still people outside their houses. After a while, I could clearly hear the loud explosion, including..."
"yung sigaw ng mga tao. after ng malakas na pagsabog, kitang kita ko yung lupang nabibiyak, halos kulay apoy. then parang may narinig akong announcement na lumikas na daw at lumayo kasi after 12 minutes na exposure, maaari daw madeads. napakaklaro ng oanaginip ko.","...the screams of the people. After the loud explosion, I could clearly see the ground cracking, almost the color of fire. Then it's like I heard an announcement to evacuate and move away because, after 12 minutes of exposure, it could be fatal. My dream was so vivid."
"lord, wag naman po sana. biglaang panaginip na naman.","Lord, I hope not. Another sudden dream again."
kantutin. parang gusto ko na rin buhayin ang bottom era ko.,Sex. It's like I also want to revive my bottom era.
"nagising na laang na parang sinisilaban ang katawan, grabeng init walangya","I just woke up feeling like my body was on fire. So hot, damn it."
"yung akin, kahit gusto kong basahin parang nanghihinayang ako kasi nakasealed. ayaw kong buksan saka nabasa ko naman na sa wattpad pero gusto ko pa rin basahin na ayaw ko dahil nakasealed.","As for mine, even though I want to read it, it's like I feel bad because it's sealed. I don't want to open it, and I've already read it on Wattpad, but I still want to read it even though I don't want to since it's sealed."
"amoy single sa pasko, parang last year lang naamoy ko rin.","Smells like being single this Christmas, it's like I smelled it just last year too."
"reading the theories of nctzens is like parang research activity tpos aq wlang ambag,.,.,.,., ganda lungs ajajaja","Reading the theories of NCTzens is like a research activity, but I have no contribution. It's so good though, ajajaja."
matutulog pa ako,I'm going to sleep again.
parang bading kase tong keyboard na to eh,This keyboard seems gay.
parang tulog pa yung iba,It seems like the others are still asleep.
nihon chinbotsu ep6 this is getting scarier and scarier,"""Japan Sinks: People of Hope"" Episode 6. This is getting scarier and scarier."
"while watching this episode, i said to myself na bakit parang may gusto syang makuha kaya pinupush nya ung about sa research nya and there you go","While watching this episode, I said to myself why it's like he wants to get something, that's why he's pushing about his research, and there you go."
"guys what i mean by that is, can we all normalized to capitalize the word god, jesus, lord","Guys, what I mean by that is, can we all normalize capitalizing the words God, Jesus, and Lord?"
"kahit maging jeje typings pa kayo basta capital letter lang yun, aus.","Even if you type in 'jeje' style, as long as those are capitalized, that's okay."
"maybe, hindi nyo ako maintindihan.",Maybe you don't understand me.
"sa bible po kasi sa tuwing mababanggit ang word na god, jesus, lord is capital letter","In the Bible, every time the words God, Jesus, or Lord are mentioned, they are capitalized."
tapos yung iba small letter na.,But the others use small letters.
as in parang hinahighlights talaga don mismo na dapat capital lagi pag si god,It's really as if it's highlighted there itself that it should always be capitalized when it's God.
"pero kayo, ang mahalaga nagshare aq at hahayaan ko na si god ang makakita non","But for you all, what's important is that I shared it, and I'll let God see it."
"again, ang mahalaga nasabi q na.","Again, what's important is that I said it."
"december na pala next week, parang kahapon lang gumagawa pa ko dalgona coffee",It's already December next week. It's like just yesterday I was still making dalgona coffee.
"kd was supposed to talk to her again but dumating ulit sila tj so anji said she just wanna be alone nalang so umalis muna si kd, bumalik sila tj forcing her to go inside the room na when she said shell follow in a while. look at kd at the boys bedroom!!","KD was supposed to talk to her again, but TJ and the others arrived again. So, Anji said she just wanted to be alone, so KD left for a while. TJ and the others came back, forcing her to go inside the room even when she said she'd follow in a while. Look at KD at the boys' bedroom!!"
and the way they handled anjis breakdown na parang kasalan talaga nya why nangyari am i the only one who thinks this is gaslighting?,"And the way they handled Anji's breakdown, it's like it's really her fault why it happened. Am I the only one who thinks this is gaslighting?"
"when i worked at the factories, i was ambidextrous. but now im having a hard time teaching my left hand to use the mouse. mejo masakit na kasi sa right hand eh. pagpapasapasahin ko sana left and right ang mouse. . parang ako. pinagpapasapasahan dahil walang nagmamahal.","When I worked at the factories, I was ambidextrous. But now I'm having a hard time teaching my left hand to use the mouse. My right hand is getting a little sore, so I wanted to switch the mouse from left to right. It's like me; I'm being passed around because no one loves me."
pangulong duterte iniutos sa local officials na bumili ng pagkain para sa mga magpapabakuna kontra,President Duterte ordered local officials to buy food for those who will get vaccinated against...
panibagong supplies para sa mga sundalo sa barko sa ayungin shoal naihatid na,New supplies have been delivered to the soldiers on the ship at Ayungin Shoal.
"remember when tj wanted na pagtablahin sina kd at anji, until now feeling ko yun pa rin talaga plan niya. nakakagalit yung mga actions ni tj. after what he has been done, magpapanggap siya na parang walang nangyari at walang nasaktan. napakagaling maghugas ng kamay.","I remember when TJ wanted KD and Anji to be together; until now, I feel like that's still his plan. TJ's actions are infuriating. After what he has done, he'll pretend like nothing happened and no one was hurt. He's really good at washing his hands of responsibility."
pain pighati pero di naman masakit parang kagat lang ng dinosaur rawr,"Pain, sorrow, but it doesn't really hurt; it's like a dinosaur bite, rawr."
3am na maguumpisa palang ako sa costing and analysis ng bid ko. haha nagkape ako para di antukin pero parang baliktad. jeez bbs anji po.,"It's 3 AM, and I'm just starting on the costing and analysis of my bid. Haha, I drank coffee to stay awake, but it seems to be having the opposite effect. Jeez, bbs, this is for Anji."
ang pbb ay parang control everything is under sa tiktok ah hahahahahahahahahahahhahahahahahahahahahahahahah kaloka,"Pinoy Big Brother is like everything is under TikTok's control, hahaha. That's crazy!"
pag may adults kasi parang they know whats right kasi even tho mali,"When adults are involved, it's like they know what's right, even if they're wrong."
"hindi pa tapos ang cocaine issue ni bongbong marcos. kasi it takes only three days for the body to expel cocaine residue. nagsalita si duterte tungkol dito ng thursday, nagpatest si bongbong ng monday or on the fourth day.","Bongbong Marcos's cocaine issue isn't over yet because it only takes three days for the body to expel cocaine residue. Duterte spoke about it on Thursday, and Bongbong got tested on Monday, or on the fourth day."
"alam mo kung ayaw nyo ung tao do not vote for him, parang ang talino mo. pakialam nmin kung doon nagwork relative mo. research ka muna bago ka mag accuse. yan ang format ng mga drug test walang pagandahan ng itsura. use your brain","You know, if you don't like the person, don't vote for him; you're so smart. We don't care if your relative works there. Do your research before you accuse. That's the format of drug tests; they're not about aesthetics. Use your brain."
nawalan lang ako ng jowa palagi na agad ako busy kkskaksjsksj,"I just lost a boyfriend, and suddenly, I'm always busy, kkskaksjsksj."
akala ko nabawasan responsibilities ko pero bat parang lalo dumami hahahahah,"I thought my responsibilities had decreased, but why does it seem like they've increased even more? Hahahahah."
bakit parang naguguilty me mag sick leave? dati naman once a week lang pasok ko absent pa,Why do I feel guilty taking a sick leave? I used to only go to work once a week and still be absent.
parang asa mood ako mag basa ng angst,I feel like I'm in the mood to read something angsty.
parang semifinals na! faceoff in tawag ng tanghalan wows judge louie ocampo t.boyabunda.net3fgd5sz,"It's like the semifinals already! Face-off in Tawag ng Tanghalan, wows, Judge Louie Ocampo, t.boyabunda.net3fgd5sz."
"pancit, white pasta, mogumogu, yoghurt... parang di ako nabubusog hahaha.. samahan pa ng maraming water","Pancit, white pasta, Mogu Mogu, yogurt... it's like I'm not getting full, hahaha... accompanied by lots of water."
hoy gagu anyare kakagising ko lang,"Hey, you idiot, what happened? I just woke up."
narobbed ulit tayo putcha,"We got robbed again, damn it."
lagi naman eh pocha kapanget ka bonding,"It's always like this, damn you, bonding is ugly."
grabe ka. ang sakit ng pakiramdam grabe yung hinanakit ko. parang pinalamon ako ng acido,You're terrible. The feeling is so painful; my resentment is so intense. It's like I was fed acid.
i mean yung na feel ko yung na laman ko na isa lang ang nom.,"I mean, what I felt was that I discovered that I was the only nominee."
turingan pamilya bayan kasi sa tingin namin hindi kung pamilya yung nabuild ninyo relationship dyan sa bahay sana wag kayo gagawa ng ikakasakit ng kapwa ninyo hayaan ninyo silamagdesisyon para sa kanila mahirap bang sumuporta nalang,"We treat each other like family here because, in our opinion, if you've built a family relationship in that house, you shouldn't do anything that will hurt others. Let them make decisions for themselves. Is it so hard to just be supportive?"
i feel so sipag kac nagbasa ako para sa philo... sana naman nde q toh makalimutan bukas,I feel so diligent because I read for philosophy... I hope I don't forget this tomorrow.
1k po pala each parcel na ipaconsol hahahaha char,"It's actually 1,000 pesos each parcel for consolidation, hahaha, just kidding."
itago mo nalang yan sige godbless,Just hide that away. God bless.
yung tipong mas mahal pa yung consol kaysa sa mismong binili hahahahahaha,"It's like the consolidation is even more expensive than what I actually bought, hahahahahaha."
parang pinadala ko rin dito,It's like I sent it here too.
parang tanga ampota,"It's like I'm stupid, damn it."
next week lang kmo call ngita kmo anay pabo para sa thanks giving. pa experience avail mga 30 mins,"Next week, let's call and look for a turkey for Thanksgiving. Experience and availability for about 30 minutes."
hoy ang cute ng ni hobi parang gusto ko ibulsa,"Hey, Hobi is so cute; I want to put him in my pocket."
babasahin b 2 parang d nman,Will that even be read? It doesn't seem like it.
ang sabi ko bias wrecker ko si karina pero bakit parang onti onti ko na siyang nagiging bias talaga,"I said Karina was my bias wrecker, but why does it seem like she's slowly becoming my actual bias?"
ang hirap pumili ng bias mare kung apat silang mahal na mahal ko,"It's so hard to choose a bias, friend, when I love all four of them so much."
"ay may bias kayo,, gagi wag","Oh, you have a bias? Seriously, don't!"
angelica vasquez ikaw na bahala sa kumunity decides char.,"Angelica Vasquez, you're in charge of the Kumunity Decides, just kidding."
grabe doc di talaga siya sumusuko until now nagbabagsak parin naol mayaman,"Wow, Doc, he really doesn't give up; until now, he's still giving away money. Lucky them, they're rich!"
"hahaha akala ata niya bbs kd iyan hahahha..grabeh kung maghulog ah parang may kalaban,gigil hahahah","Hahaha, he probably thinks that's KD, hahaha... he's dropping so much money like he has an opponent, intense, hahahah."
i...idk why but i wish a ppop girl group could do wjsns sound... ewan ko ung tipong mala gfriend siguro?? lovelyz?? i think id love a group with that sound ung ganto invidious.tiekoetter.com0vkclpdy9li gfriend invidious.tiekoetter.coms_ibk0rcsoo lovelyz or invidious.tiekoetter.comwu4fhbxwkaq wjsn,"I... I don't know why, but I wish a P-pop girl group could do WJSN's sound... I don't know, something like GFriend, maybe? Lovelyz? I think I'd love a group with that sound, like this invidious.tiekoetter.com0vkclpdy9li GFriend invidious.tiekoetter.coms_ibk0rcsoo Lovelyz or invidious.tiekoetter.comwu4fhbxwkaq WJSN."
feeling ko bagay ung ganyang tunog sa tagalog o kung anumang wikang gamitin hahah... medyo mala jpop din na dating ganon idk kasi etong kanta ng mnl48 invidious.tiekoetter.comsedjcxlqoe imagine niyo na lang na hindi malajapanese ung pagbigkas nila bat ba kasi pinaganon ng direk nila lol,"I feel like that kind of sound would suit Tagalog or whatever language they use, hahaha... it's a bit like J-pop too, I don't know, because this song by MNL48 invidious.tiekoetter.comsedjcxlqoe, just imagine they don't have much of a Japanese accent. Why did their director make them do that, lol?"
"kasi hindi naman yun ginagawa ng ibang overseas 48 group, bnk48 tunog thai naman, jkt48 tunog indonesian naman ang ganda sa tagalog, ang ganda ng pagkasalin, bagay na bagay, mas maganda pa sa original na jp...bingo is the best translated song by mnl48 ever i will stand by this","Because other overseas 48 groups don't do that. BNK48 sounds Thai, and JKT48 sounds Indonesian. Tagalog sounds good. The translation sounds good, it fits perfectly, even better than the Japanese original... Bingo is the best translated song by MNL48 ever, I will stand by this."
"ayun so ung bingo kasi ang ganda, ung medyo ganyan din idk basta ung ganyang tunog para sa isang girl group...","So, that Bingo song is great, and something a bit like that, I don't know, just that kind of sound for a girl group..."
dat ba sa ko pinost to lol di bale na,"Why did I even post this lol, never mind."
parang gusto ko na sumuko.,I feel like I want to give up.
yung sinumpong ka ng alstress ng kalambingan mo kaso naalala mo inaaway ka nya,"When your sweetness attack happens, but you remember they're fighting with you."
akala koba tuturuan moko mag teleport,I thought you were going to teach me how to teleport.
goku kukunin kona walong dragondballs,"Goku, I'm going to get all eight dragon balls."
goku nmn may uaasapan us dba,"Goku, we had an agreement, didn't we?"
pagsasaingan nmn kita ng limang kilo,I'll even cook five kilos of rice for you.
goku po panget ka bonding,"Goku is ugly, what a joke."
ay wait hindi ata si goku yung marunong mag teleport?,"Wait a minute, wasn't it Goku who knew how to teleport?"
dba nalipad lang yun,Isn't he just flying?
si naruto kaya marunong,I wonder if Naruto knows how to teleport.
mangheram nalang kaya ako ng pakpak ng manok,Maybe I should just borrow some chicken wings.
ay tanga pala yumg manok parang ako,"Oh, right, chickens are stupid, just like me."
naturingang may pakpak di marunong mag fly ng matagal,It has wings but doesn't know how to fly for long.
magnakaw muna ako sa bangko,I'm going to rob a bank real quick.
brb nakaw muna ako,"BRB, I'm going to steal something."
kaya ayaw ko na lalong ipagpatuloy e hahahahahaha,"That's why I don't want to continue anymore, hahaha."
tingnan ko nga mamaya hahahaha parang free na kooo magrefresh ako maya maya asdfghjkl handa ba kong tissue? hahahaha,"I'll check later, hahaha, it feels like I'm free, I'll refresh later, asdfghjkl, am I ready with a tissue? hahaha."
"parang walang pake si kyle sa nararamdaman ni chin porke lumabas lang si chie sa pbb, parang walang pinagsamahan if he cant protect her as a friend na lang then free francine diaz!!","It seems like Kyle doesn't care about Chin's feelings just because Chie came out in PBB, it's like they have no history together. If he can't protect her even as a friend, then Francine Diaz is free!!"
parang masarap ka naman aa...,You seem delicious aa...
grabe parang nasa ibang planeta talaga ako pag nanonood ng kdrama,It feels like I'm on another planet when I watch K-dramas.
bakit parang pulutan hahaha,Why does it look like something you'd eat with beer? Hahaha
sarap maglaho bigla na parang bula.,I wish I could just disappear suddenly like a bubble.
daya di makapag breakdown nasa office ako hays tangina,"How unfair, I can't break down because I'm in the office, ugh, damn it."
so ano gagawin ko readings para sa synch class bukas or readings para sa exam sa thursday?????? hindi na ko makareklamo namamanhid na lang ako sa mga gagawin ko kasalanan ko naman din 20 units pa haha,"So what should I do? The readings for the synch class tomorrow or the readings for the exam on Thursday?????? I can't even complain anymore, I'm just numb from all the things I have to do, it's my fault anyway for taking 20 units haha."
"kahit nakakaloka ang mga tanong, di nasisira ang poise ni beshie heart evangelista! ifollow ang at bumisita sa bit.ly3zj1pxj para sa ibang updates!","Even with the crazy questions, the poise of my friend Heart Evangelista doesn't falter! Follow and visit bit.ly3zj1pxj for more updates!"
sandali lang naman bakit parang traffic lights?,"Just a moment, why does it look like traffic lights?"
try hard nanaman magpatawa parang gago lang,"Trying too hard to be funny again, just looks stupid."
si jb parang nasa big 4 category lahat,JB seems to belong in all of the 'Big 4' categories.
from choclates to upcat to pano magpicture ng make up. nasira ko pag open. shemay ‍,From chocolates to UPCAT to how to take pictures of makeup. I ruined it when I opened it. Oh my God.
hahaha super soft parang ice cream na tunaw,"Hahaha, super soft, like melted ice cream."
alam ko na kahit isa lang yung nakuha nilang nomination eh sobrang saya padin nila para sa award na yon,"I know that even if they only got one nomination, they're still very happy for that award."
