src,tgt
"tutulog na ako di na talaga maganda yung inggit na naffeel ko ngayon, ikakadeds ko na talaga jshdsjhdje chz wanhap","I'm going to sleep, the envy I'm feeling right now is really not good, it's going to be the death of me, jshdsjhdje jk one-half"
oo gago talaga ansarap mag inom sa batasan ang youngland ng qc bwshahahahshshshahahagaga,"Yes, it's really crazy, it's so good to drink in Batasan, the 'youngland' of QC bwshahahahshshshahahagaga"
Ganito ba talaga ka ingay sa japan? Haha! Kidding aside. Nag enjoy ako dito. #sushiro,Is it really this noisy in Japan? Haha! Kidding aside. I enjoyed it here. #sushiro
sana talaga di mag lag yung laptop ko bukas habang nag pepresent,I really hope my laptop doesn't lag tomorrow while I'm presenting.
203,203
204,204
205,205
206,206
207,207
208,208
209,209
210,210
211,211
212,212
213,213
214,214
215,215
216,216
217,217
218,218
219,219
220,220
221,221
222,222
223,223
224,224
225,225
226,226
227,227
227,227
228,228
229,229
230. next day.,230. next day.
231,231
232,232
232,232
233,233
234,234
"235. tw // wala lang, baka mahimatay kayo sa kilig, ang gwapo ni yonjen","235. tw // nothing, you might faint from the kilig, Yonjen is so handsome"
GAGO PARA PARAAN TALAGA,"DAMN, REALLY RESOURCEFUL"
ang hirap kumanta habang narampa triny ko gaya gaya kasi ako kay mareng taeyeon TEH di ko kaya hingal na hingal na ako kya lodicakes ko talaga si mami 🥰😭🥺,"It's so hard to sing while walking the runway, I tried because I imitate Taeyeon, sis, I can't, I'm so out of breath, that's why my mami is truly my idol 🥰😭🥺"
tbh ang ganda ng condition ng boses nya sa concert na to super super stable!! 😭✨ i cannot mami no one comes close talaga,"Tbh, her voice condition in this concert is so good, super super stable!! 😭✨ I cannot mami, no one comes close, really."
ang gurl yung adlibs nya sa Gee ang angassss diba cutesy cutesy yan pero pang the Boys yung tunog ganern!!,"And girl, her ad-libs in Gee are so cool, right? It's supposed to be cutesy cutesy but it sounds like 'The Boys'!"
and don’t get me started sa twinkle at dancing queen gurl kulot na kulot at birit na birit hiyang hiya na ang cheese curls sa ganda ng mga kulot nya teh,"And don't get me started on Twinkle and Dancing Queen, girl, so curly and high-pitched, cheese curls are ashamed of how beautiful her curls are, sis."
Sana talaga mag bunga naman yung pag pupuyat ko 😏,I really hope my sleepless nights pay off 😏
Sabi ko sa inyo eh walang pasok sa thursday LAKAS TALAGA NG PANGAMOY KO KAPAG WALANG PASOK NYARM,"I told you there's no class on Thursday, my sense of smell is really strong when there's no class, NYARM."
kyot2 talaga patatas HAHAHAHA,Potatoes are really cute HAHAHAHA
Ang tangina ni Sevi at Riri talaga,Sevi and Riri are really such assholes.
Not yet so may balak talaga lagyan HAHAHA,"Not yet, so there's really a plan to put it in HAHAHA"
"walang iba pang sasarap sa pag titi
nginan natin",Nothing else is as satisfying as us staring.
Titi. Period.,Dick. Period.
ay ang sotsab talaga neto ni japp hilig sa kold bantutan,"Oh, Japp is really so 'sotsab' (slang for 'naughty' or 'likes to mess around'), loves to fool around with girls."
Luh bastos di naman nakahubad,"Oh, rude, they're not even naked."
diz u?,Is this you?
Ewan ko na lang talaga pag losing streak pa to bukas,I really don't know what I'll do if this is still a losing streak tomorrow.
"WATCH | Pres. Rodrigo Duterte's pre-recorded ""Talk to the People""
invidious.tiekoetter.com/watch?v=VtAVy1SD…","WATCH | Pres. Rodrigo Duterte's pre-recorded ""Talk to the People"" invidious.tiekoetter.com/watch?v=VtAVy1SD…"
Pres. Duterte: I am very pleased to inform the entire nation that we continue to beat covid-19. The positivity rate is down from 3.4% on November 18 to 2.3% today. (via News5/Maricel Halili),Pres. Duterte: I am very pleased to inform the entire nation that we continue to beat covid-19. The positivity rate is down from 3.4% on November 18 to 2.3% today. (via News5/Maricel Halili)
Pres. Duterte: Salamat. Sa awa ng Diyos ay bumaba ang kaso but we still have to follow health protocols being implemented by the government if we really want to make a headway. (via News5/Maricel Halili),"Pres. Duterte: Thank you. By the grace of God, the cases have gone down but we still have to follow health protocols being implemented by the government if we really want to make a headway. (via News5/Maricel Halili)"
"Testing czar Vince Dizon is present at Pres. Rodrigo Duterte's ""Talk to the People."" The camp of presidential aspirant Manila Mayor Isko Moreno earlier said that Dizon joined his campaign team. This has been denied by Malacañang. (via News5/Maricel Halili)","Testing czar Vince Dizon is present at Pres. Rodrigo Duterte's ""Talk to the People."" The camp of presidential aspirant Manila Mayor Isko Moreno earlier said that Dizon joined his campaign team. This has been denied by Malacañang. (via News5/Maricel Halili)"
"Pres. Duterte: kung gusto mo magtrabaho at ayaw mo magpabakuna, hindi ubligado ang employer na tanggapin ka. (via News5/Maricel Halili)","Pres. Duterte: If you want to work and don't want to get vaccinated, the employer is not obligated to accept you. (via News5/Maricel Halili)"
"Pres. Duterte: I appeal to all governors and mayors, dalhin ninyo ang constituent ninyo sa mga vaccination site. (via News5/Maricel Halili)","Pres. Duterte: I appeal to all governors and mayors, bring your constituents to the vaccination sites. (via News5/Maricel Halili)"
"Pres. Duterte: ‘yung pupunta sa (fastfood para magpabakuna), I am authorizing all governors and mayors, gumastos na lang kayo ng pera. Papalitan ko na lang ‘yan balang araw. Pakainin niyo na lang sila. (via News5/Maricel Halili)","Pres. Duterte: For those who will go to (fast food to get vaccinated), I am authorizing all governors and mayors, just spend money. I will replace it someday. Just feed them. (via News5/Maricel Halili)"
"Pres. Duterte: ayaw ninyo magpabakuna, hindi kayo tinanggap sa restaurants, dyan na lang kayo sa tabing dagat. (via News5/Maricel Halili)","Pres. Duterte: If you don't want to get vaccinated, you won't be accepted in restaurants, just stay by the beach. (via News5/Maricel Halili)"
"Pres. Duterte: I know of one girl na talagang halos galit sa akin dahil bakit ang Davao walang napala. Sabi ko, that is the price we have to pay. You don’t want to be criticized na inuuna mo ‘yung iyo.(via News5/Maricel Halili)","Pres. Duterte: I know of one girl who was really almost angry with me because Davao got nothing. I said, that is the price we have to pay. You don't want to be criticized for prioritizing your own. (via News5/Maricel Halili)"
talaga ba magkano un sa NTF ELCOCK ulit?,Really? How much is that for NTF ELCOCK again?
"Oras na talaga para matulog ka ate mochi HAHAHAHAAHAHHAAH
#5GSpace
x.com/i/spaces/1YqKDqYLRMBGV","It's really time for you to sleep, Ate Mochi HAHAHAHAAHAHHAAH #5GSpace x.com/i/spaces/1YqKDqYLRMBGV"
"Cancel na talaga si ate mochi
#5GSpace
x.com/i/spaces/1YqKDqYLRMBGV",Ate Mochi is really cancelled #5GSpace x.com/i/spaces/1YqKDqYLRMBGV
Dami 😭 nagkasabay-sabay talaga 😦,So many 😭 They really happened all at once 😦
Oke papabudol talaga pag comeback yan HAHAHA,"Okay, I'll really get persuaded if it's a comeback HAHAHA"
Grabe talaga yung calls today!!! Di ko kinakaya!!! Parang gusto ko na lang humimlay nang hanggang next next year!!!,The calls today are really intense!!! I can't handle it!!! I just want to lie down until next next year!!!
Hooooy yawaaaa talagang K-drama pala talaga to. Hahahahhahahahahahah,"Hoooy, damn, this really is a K-drama. Hahahahhahahahahahah"
"Yung utak ko talaga ang 2G dahil sa law 🥲
#5GSpace
x.com/i/spaces/1YqKDqYLRMBGV",My brain is really 2G because of law 🥲 #5GSpace x.com/i/spaces/1YqKDqYLRMBGV
Kakabili ko pa naman ng reaver zzzz,And I just bought a Reaver zzzz
reaver better padin lods pero yung karambit talaga,"Reaver is still better, lods, but that Karambit though."
baka kasi yung the way na ibenta nila kailangan bilhin both haha,"Maybe the way they sell it, you have to buy both, haha."
pero ang sakit pala talaga sa puso,But it really hurts the heart.
time check 4am and i have 8am class later. ganito talaga napapala ng nagprocrastinate ng 3weeks xd,Time check 4 AM and I have an 8 AM class later. This is what I get for procrastinating for 3 weeks xd
Kung natatandaan mo to on Dacera case na sinailalim sila sa Drug Testing 😁 ewan ko kung anung fact checking na ginagawa mo ah.,"If you remember this on the Dacera case, they were subjected to Drug Testing 😁 I don't know what kind of fact-checking you're doing, though."
Ito @MahusayMagTweet itanong mo kay kuya rodolfo kung  bakit ususan din address nakalagay sa Drug test result nya. Ifafact check din agad ng rappler si BBM kung peke ung pinaketa nyang result. Wag tanga,"Ask @MahusayMagTweet, ask Kuya Rodolfo why 'Ususan' is also the address on his drug test result. Rappler would immediately fact-check BBM if the result he showed was fake. Don't be stupid."
"Dati ang BGC part talaga ng  Brgy .Ususan, Taguig later on nagkaroon ng Bgy. Fort Bonifacio na naging barangay captain pa si Lino Cayetano. We can verify naman yung address ng bawat health facility. 
Reference:
scribd.com/document/42424214…","BGC used to be part of Brgy. Ususan, Taguig. Later on, Bgy. Fort Bonifacio was created, and Lino Cayetano even became its barangay captain. We can verify the address of each health facility. Reference: scribd.com/document/42424214…"
WAHAHAHHAHAHAHA BOOM PANES DI LAHAT NG NAKAGRADUATE MATALINO YUNG IBA NAGMAMAGALING LNG HAHAHAHA🤣🤣🤣,"WAHAHAHHAHAHAHA BOOM, YOU'RE EXPOSED! NOT ALL GRADUATES ARE SMART, SOME ARE JUST SHOWING OFF HAHAHAHA🤣🤣🤣"
GWAPO TALAGA NG BABY KOOO 😭😭😭 TOSCANOOO MEEN,"MY BABY IS SO HANDSOME 😭😭😭 TOSCANO, MAN!"
grabeeeeeee huhuhu paurong talaga tumanda,"Oh my goodness, huhuhu, it really feels like aging backward."
Ang hina talaga ng NTC natin. Yan lang ang kayang gawin? Wala man lang explanation from Telcos kung paano biglang nag-spike ang mga spam messages na ganito?,Our NTC is really weak. Is that all they can do? No explanation from Telcos as to how spam messages like these suddenly spiked?
Basag talaga muka,Totally busted face.
sino nanaman yan enaka,"Who is that again, Enaka?"
mga ot4 talaga mga paladesisyon eh🥱,"Those OT4s are really so judgmental, eh 🥱"
Ang dali ko talaga mabudol… aigooooo 😂,I'm so easily swayed… aigoo 😂
wala po ba talaga mag aavail 😭😭 send tips namn oh ayyss,"Is no one really going to avail? 😭😭 Send some tips, please, ayyss."
kinakabahan ako di talaga maganda kutob ko,"I'm nervous, I really have a bad feeling."
"mapapa ""where did i go wrong?"" ka na lang talaga.","You'll just end up saying, ""Where did I go wrong?""."
nagyayaya uminom. sis navaccine talaga ako,"Inviting me for a drink. Sis, I really got vaccinated."
Aga ko talaga nagising,I really woke up early.
Dapat talaga may limitation lang yung pagtulog pag hapon eh,There really should be a limitation to napping in the afternoon.
"ANG NASABI KO NA LANG TALAGA AY ""TRUE BA?"" 😔 binili ko ung naka top loader dko alam ganon pala ung makukuha ko sa inorder ko HAHAHAHAHAHAA hay baka naman trade sa wd ni yk hahahaa","ALL I COULD REALLY SAY WAS, ""IS THAT TRUE?"" 😔 I bought the one in the top loader, I didn't know that's what I'd get from my order HAHAHAHAHAHAA hay, maybe a trade for YK's WD, hahahaa."
also received my pasabuyss from madam kei! ngl kinilig ako dun sa mahagrid and pawsitive influencer 😺 pwede na kami magtwinning ni YK&LK HAHAHAH salamatttt @127to122!! Sa susunod ulit ㅋㅋ #127to122_feedback,"Also received my 'pasabuy' from Madam Kei! NGL, I was thrilled with Mahagrid and Pawsitive Influencer 😺 YK&LK and I can totally be twinning now HAHAHAH thank youuuu @127to122!! Until next time ㅋㅋ #127to122_feedback"
"yung nagpa RT lang talaga sya ng pawsitive influencer tapos ako,, 🤡","She just retweeted the Pawsitive Influencer, and then me,, 🤡"
teka lang napaswerve talaga ako kay Hendery BEIDNDIEJX,"Wait, Hendery really made me swerve BEIDNDIEJX"
"Fudge na hu hook na ako talaga sa BTS 
Unti unti na akong nagiiging Army. 💜","Fudge, I'm really getting hooked on BTS. I'm slowly becoming an Army. 💜"
Patugtugin mo na rin yung one-hour loop ng Permission to Dance. Hahaha. Diyan ako nagsimula. Hahaha. 🤣😂🤣😂,You should also play the one-hour loop of Permission to Dance. Hahaha. That's where I started. Hahaha. 🤣😂🤣😂
Sa mga ganitong opportunity talaga ko nao-overwhelm e!,It's opportunities like these that really overwhelm me!
"U guys think that we see less of Leni kaya hayun pinintura na talaga, despite of d fact that she is ALL OVER d Mainstream Media. Sawa na nga kami, memorize na namin mukha nya. Same pa rin naman ang brain,gusto nyo talaga siya ma overexposed so be it lol😂
#UniTeamMarcosSara ❤️💚","You guys think that we see less of Leni, that's why she's really being painted in a bad light, despite the fact that she is ALL OVER the mainstream media. We're already sick of it, we've memorized her face. The brain is still the same, you really want her to be overexposed, so be it lol 😂 #UniTeamMarcosSara ❤️💚"
anong tiway 🤨,What is 'tiway' 🤨
akala ko bad word 😭😭😭 pero no problem u'r welcome !!,"I thought it was a bad word 😭😭😭 but no problem, you're welcome!!"
ahhhh tiway as in ty thank you 🥲🚶🏻‍♀️,"Ahhhh, 'tiway' as in 'ty', thank you 🥲🚶🏻‍♀️"
HAHAHAHAHAHAHHAHAHAHAHA MAHINA TALAGA UTAK KO SA GANYAN 😭😭😭,HAHAHAHAHAHAHHAHAHAHAHA MY BRAIN IS REALLY SLOW WITH THOSE THINGS 😭😭😭
"the best and most heart fluttering kiss is the nakakakaba kiss pero yung totoo kasi WALANG-TAKOT TALAGA ‘TONG MGA ‘TO MAGLANDIAN at bat may pa-lantern pa kasi si jiun yan tuloy kitang-kita sila agad 😂😂😂😭😭😭
#TheKingsAffection #TheKingsAffectionEp14","The best and most heart-fluttering kiss is the nerve-wracking kiss, but honestly, these two are REALLY FEARLESS in flirting, and why was Jiun holding a lantern? Now they're immediately visible 😂😂😂😭😭😭 #TheKingsAffection #TheKingsAffectionEp14"
😂😂😂 ako ang kinakabahan sa dlawang yan pag magkasama tas me landian scene😅😂 ung kilig ko me halong takot at kaba😂😂😂,😂😂😂 I'm the one who gets nervous with those two when they're together and there's a flirting scene 😅😂 My kilig (thrill/giddiness) is mixed with fear and nervousness 😂😂😂
"diba kaloka sila eh, lakas ng loob talaga MYGHAD yung tatay pa ni jiun nakawitness di mo tuloy alam kung kakabahan ka ba o kikiligin panira yung tatay at bgm sa mood eh 🤣🤣🤣","Right? They're crazy, they're so bold, MYGHAD, Jiun's father even witnessed it, so you don't know whether to be nervous or thrilled, the father and the BGM ruin the mood eh 🤣🤣🤣"
"🤣🤣kaya nga,ok na sana ung eksena nila kaso nahahaluan ng takot😅🤣 ang sweet ng moment pero ung bgm pang suspense😂😂😂 ahh basta dun lang ako nakatingin sa kanilang 2🥰","🤣🤣 That's right, their scene would have been okay, but it's mixed with fear 😅🤣 The moment is sweet, but the BGM is for suspense 😂😂😂 Ahh, I'm just looking at the two of them 🥰"
"Good Morning Brilliants! ❤️💎✨
Ngayon sana ako mamimili ng mga gifts for Christmas, unahin ko na muna shanghai ni Senyora! 😂😂😂
Awra awra lang yan, simulan na ng bakbakan mamaya sa buhatan!","Good Morning Brilliants! ❤️💎✨ Today I was supposed to buy gifts for Christmas, but I'll prioritize Senyora's shanghai first! 😂😂😂 That's just for show, the battle will begin later with the lifting!"
Ang ganda mo po talaga Mami Dam😍😍,"You're really beautiful, Mami Dam😍😍"
anong ilyt gago di na talaga ko makahinga,"What's ilyt? Idiot, I can't breathe anymore."
ganda nyo talaga 😭,You're really beautiful 😭
"Sa pagprotekta ng PBB kay TJ at Brenda, yung ginawa nilang action keneme ay na-misunderstood pa. Ending? KyJi na naman pinagdidiskitahan sa loob ng BNK. Kuya, linawin mo kasi sa kanila kung ano yung issue. Pakita mo vids/clips ganon para aware sila. Jusko kayo!","In protecting TJ and Brenda, PBB's 'action-keneme' was misunderstood. The ending? KyJi is again being singled out inside BNK. Kuya, you should clarify the issue to them. Show them videos/clips so they're aware. Goodness gracious!"
You have failed me today in the timed test 😪,You have failed me today in the timed test 😪
pero feel ko na rin naman talaga na babagsak ako,But I already really felt that I would fail.
I call this Monkey-Monkey Lower Abs Exercise. 😅,I call this Monkey-Monkey Lower Abs Exercise. 😅
@TaniMoonBlood @nochillxkarl  pag kaka alam ko hilig ni tantan sa armpit 🤔,"@TaniMoonBlood @nochillxkarl From what I know, Tantan likes armpits 🤔"
omsim si tantan talaga hahahaha,"Totally, it's Tantan hahaha."
Mas gusto po ni karl,Karl likes it more.
"“That is why I have only been watching her for all these years.”
Hyun anuna mga galawan at linyahan talaga natin ‘no second lead na second lead na napakasakit 😭😭😭
#TheKingsAffection #TheKingsAffectionEp14","“That is why I have only been watching her for all these years.” Hyun, what are these moves and lines of ours, a second lead, a second lead, it's so painful 😭😭😭 #TheKingsAffection #TheKingsAffectionEp14"
"“You are the only person I trust in this world, and His Majesty is the only person I will sacrifice my life for.”
shuta ka hyun kinakabahan ako sa mga linyahan mo PLS DON’T BE THE SAEGUK RECIPE 2ND MALE LEAD WHO WILL END TRAGICALLY  😭💔
#TheKingsAffectionEp14","“You are the only person I trust in this world, and His Majesty is the only person I will sacrifice my life for.” Shut up, Hyun, your lines are making me nervous, PLEASE DON’T BE THE SAEGUK RECIPE 2ND MALE LEAD WHO WILL END TRAGICALLY 😭💔 #TheKingsAffectionEp14"
"To be honest, kinikilig ako sa interactions nila pero since alam ko naman na naset na yung boundary, wala ng malisya sa akin kulitan nila. And if nakilala talaga nila si Anji, they would know na normal Anji yun. Tingnan nyo nga sarili niyo sa salamin bago kayo sumatsat.","To be honest, I get giddy with their interactions, but since I know the boundary has been set, their playful banter doesn't have any malice for me. And if they really knew Anji, they would know that's just normal Anji. Look at yourselves in the mirror before you start blabbering."
LOUDER!!!,LOUDER!!!
ang blooming talaga ni seulgi lately,Seulgi is really blooming lately.
"rumour about enha's new hair colour :
uwon : 🤷🏻‍♀️ 
hee : 🤷🏻‍♀️
jay : blonde
jake : blonde
hoon : 🤷🏻‍♀️
sunoo : dark colour
riki : dark colour",Rumor about Enha's new hair color: uwon: 🤷🏻‍♀️ hee: 🤷🏻‍♀️ jay: blonde jake: blonde hoon: 🤷🏻‍♀️ sunoo: dark color riki: dark color
makikipagsuntukan talaga q kay satanas pag totoo to,I will really fight Satan if this is true.
Pero sakit talaga ng ulo ko ngayon. Di ako makapag trabaho ng maayos. Pwede ba 3hrs breaktime ko? Haha! Sakto ko na sa out ko 😅,But my head really hurts today. I can't work properly. Can I have a 3-hour break? Haha! It would perfectly align with my clock-out time 😅
Kung nabigyan lang ng lead series ang DonKiss I’m sure they’ll become even bigger than they are...sobrang sayang talaga. I get so sad when I think of the what ifs,"If DonKiss had been given a lead series, I’m sure they’d become even bigger than they are… such a huge waste. I get so sad when I think of the what-ifs."
Sa true. Feeling ko isa sila sa magiging bigating LT talaga. 🥺,So true. I really feel like they would have become one of the biggest love teams. 🥺
😭😭😭 sayang talaga i hate it here hahaha,"😭😭😭 What a waste, I hate it here, hahaha."
"sobra, kanina watching playhouse nakaka chubby ng puso ang mga comments ng mga tao abt sa donkiss at the same time nakaka hinayang hayss mnagemnt :'(","So much, earlier watching Playhouse, the comments of people about DonKiss were so heartwarming, and at the same time, it's such a pity, hayss management :'("
Hindi pinahalagahan ng MGMT ang lt nang dalwa sobrang sayang ❤️,"Management didn't value the love team of the two, such a big waste ❤️"
ASA KA PA,YOU WISH!
kayanin ko nalang talaga mag-isa pre,"I guess I really have to endure this alone, pre."
tangina mababaliw talaga,"Damn, I'm really going crazy."
4:00AM konting bulong pa ng demonyo sa tabi ko papadeliver talaga ako,"4:00 AM, a few more whispers from the devil beside me and I'm really ordering delivery."
got my balloons 🥳 thank u sa pa bday bash na may kasamang kumikislap na red flag aking mahal na t.a. <33 mahal ko kayo so much xD,"Got my balloons 🥳 thank you for the birthday bash with a sparkling red flag, my dear t.a. <33 I love you all so much xD"
"hbd laham na laham kita, baby.","Happy Birthday, I really, really love you, baby."
MAHAL KITA SO MUCH TALAGA BABY,"I REALLY LOVE YOU SO MUCH, BABY."
Grabe these trolls are really paid 60k a month to spread shit 🥴 like.... they are paid para magpaka tanga hahahhah hirap na talaga kumita ngayon,"Wow, these trolls are really paid 60k a month to spread shit 🥴 like.... they are paid to be stupid hahahhah it's really hard to earn money now."
oh why did you delete pala ur retweet about bbm’s fake drug test accusations? HAHAHAHAHAHAHHAHAHAHAHA pahiya much ba lt naman,"Oh, why did you delete your retweet about BBM's fake drug test accusations? HAHAHAHAHAHAHHAHAHAHAHA So embarrassed, huh, LOL."
"but honestly, sana talaga bayad kayong mga robredogs and anti-marcos kasi sobrang saklap kung tanga kayo for free :((","But honestly, I really hope you Robredogs and anti-Marcos are paid, because it's so tragic if you're stupid for free :(("
what really?? sana all paid noh 😔 or maybe u’re one of those trolls na kumikita ng ganyan to spread shit wow send money naman sa gcash share ur blessings bestie,"Not to be insensitive or what, but there are nights when I really wonder what kind of AUs Miss 99MISFITS could have made if she hadn't deactivated. 'Cause, you know, Fallacy's the first and only AU of hers that I've read, and I really learned a lot. I just hope she's doing good :("
"not to be insensitive or what but there are nights talaga where i wonder what kind of aus pa kaya yung magagawa ni miss 99MISFITS if hindi siya nag-deactivate. coz yk, fallacy's the first and only au of her that i've read and i learned alot talaga. i just hope she's doing good :(","Not to be insensitive or what but there are nights talaga where i wonder what kind of aus pa kaya yung magagawa ni miss 99MISFITS if hindi siya nag-deactivate. coz yk, fallacy's the first and only au of her that i've read and i learned alot talaga. i just hope she's doing good :("
same :(( my first au was fallacy and ano ba reason kung bakit nagdeact si author?,"Same :(( my first AU was Fallacy, and what was the reason why the author deactivated?"
"for a person na walang favorites talaga, ang hirap mag-isip ng specific na bagay for a subject 😔✋","For a person who really doesn't have favorites, it's hard to think of something specific for a subject 😔✋"
kulang nalang magroleta ako ng random na bagay na naiisip ko para lang gawin kong favorite,All that's left is for me to roulette a random thing I think of just to make it my favorite.
magalit kayo kung sinadya namin pero sinadya ba talaga namin?,"Get mad if we did it on purpose, but did we really do it on purpose?"
may replay ba yon hshahahaha,"Was there a replay of that, hsahahaha?"
antok na talaga ako tas may lakad la ako bukas hshahahaha,"I'm really sleepy, and I have plans tomorrow, hsahahaha."
sino bang hindi aantukin kapag nagawa ng schoolworks,Who wouldn't be sleepy when doing schoolwork?
sinasabi ko masama talaga ugaLI TT need ko na ata ma2log para di ako magutom>!>1..1,I'm saying my behavior is really bad TT I think I need to sleep so I don't get hungry >!>1..1
"um that one group that be like dazed dazed dazed , epipen yeah them","Um, that one group that be like dazed dazed dazed, epipen, yeah, them."
it's actually ballpen,It's actually ballpen.
Talaga ba liyan !??? PAKKK oh char ! JAHAHA,"Really, Liyan!??? POW! Oh, just kidding! JAHAHA."
🙂🙂🙂🙂🙂🙂,🙂🙂🙂🙂🙂🙂
I'M SO SICK OF THESE MOTHERFUCKERS. YOU CAN ALL GO TO HELL AND JOIN BEETHOVEN 🔪 THE FUCKING DISRESPECT.,I'M SO SICK OF THESE MOTHERFUCKERS. YOU CAN ALL GO TO HELL AND JOIN BEETHOVEN 🔪 THE FUCKING DISRESPECT.
Ngayon ko lang napansin to. bwisit talaga!!!!,I just noticed this now. Damn it!!!!
diba!!! tas isang award lang yung inannounce nila. sobrang obvious na talaga na ginagamit lg sila for the audience.,Right!!! And they only announced one award. It's really so obvious that they're just being used for the audience.
Sobra!! Ang kapal talaga ng mga to uggghhhh nanggigigil na naman ako sa kanilaaaa 🙄🙄🙄,"So much! These people are really shameless, uggghhhh, they're making me furious again! 🙄🙄🙄"
sobrang kapikon 😭😭😭 kung hindi lang talaga gustong gusto ni yoongi yung award eh wala na talaga kong pake sa mga pakshet na to,"So annoying 😭😭😭 If Yoongi didn't really, really want the award, then I wouldn't care about these damn people anymore."
hindi na talaga ko magkakape sa gabi,I'm really not drinking coffee at night anymore.
"oo wag niyo na ask, fav era ko talaga b:c, pero gurl d:d era slaps😭❤️","Yes, don't even ask, B:C is really my favorite era, but girl, D:D era slaps 😭❤️"
"Ilang taon man  piliin mong wag umuwi mapapaisip ka talaga minsan , deserve ko ba talaga na hanggang ngyon eh hindi mo parin napipili ung sarili pra sumaya s kung anong meron ka ngyon.","No matter how many years you choose not to go home, you really wonder sometimes, do I really deserve that until now you still haven't chosen yourself to be happy with what you have now?"
"I wasn’t expecting much as I know that #GRAMMYs will really snub @BTS_twt like what they did last year. They are only using them for clout. 
Gotta believe Eminem when he said its all money and a total BS.",I wasn’t expecting much as I know that #GRAMMYs will really snub @BTS_twt like what they did last year. They are only using them for clout. Gotta believe Eminem when he said its all money and a total BS.
Dapat di na pumayag si bang shiyeok na papuntahin to perform. He should know better. Eversince si Grammys ay trash.,Bang Sihyeok shouldn't have allowed them to perform. He should know better. Grammys has been trash ever since.
"Simula nung nawala yung 90s era, kung sino sino na lang ang nananalo. Kahit di nila deserve. Yung mga deserving, they got snubbed. They are messing with the wrong people.","Ever since the 90s era disappeared, just anyone wins. Even if they don't deserve it. The deserving ones get snubbed. They are messing with the wrong people."
Pera pera labanan kay grammys. Epal yang platform na yan. Dapat dyan #cancelgrammys eh.,It's all about money at the Grammys. That platform is annoying. They should #cancelgrammys.
Oh well… Yung ibang nominated lalo na sa Record of the Year and Song of the Year nga di ko gets bakit kasali eh wala naman masyado ganap.,"Oh well… I don't even get why some of the other nominees, especially for Record of the Year and Song of the Year, are included, as they haven't had much going on."
True. Di nga naten sila knows. Di nga sila maingay. San kaya nagbebase si Grammys?,True. We don't even know them. They're not even popular. Where does the Grammys base its decisions?
Hahaha ewan ko ba dyan sa mga yan.,"Hahaha, I don't know about them."
Dapat iboycott yan ng boys. Pra madala sila.,Boys should boycott that. So they'll learn their lesson.
Remember even BSB na lagi record breaker and sold out concerts before di naman nanalo kahit isa sa dami ng nimonations nila. Something is fishy talaga with Grammys.,"Remember, even BSB, who were always record-breakers and had sold-out concerts before, never won even one Grammy despite their many nominations. Something is really fishy with the Grammys."
Isa pa yan. Issue ko na yan dati. Akala ko lang iba tlaga ang reviews at policies ni grammys baka ndi pasok bsb naten sa mga categories. Pero sold out concerts til now. Something is not right lalo na ung millennium album nila na tumabo tlaga sa sales pero ndi manalo sa kanila.,"That's another thing. I've had that issue before. I just thought that the Grammys' reviews and policies were really different, maybe our BSB didn't fit their categories. But they've had sold-out concerts until now. Something isn't right, especially their Millennium album, which really had massive sales but still didn't win anything from them."
"Di ba? So kung ano nararamdaman ng armys, we felt it even before nung BSB days.","Right? So what Armys are feeling now, we felt it even back in the BSB days."
alam niyo minsan natatakot na aq sa health q ilang years na ako nagpupuyat last time na natulog ako ng maaga for straight 2 weeks ata which is 9-11 pm is nung dye era pa and there are days na naagahan ako sa tulog pero mas marami padin talaga yung puyat ko 😭,"You know, sometimes I get scared for my health. I've been staying up late for years. The last time I slept early for a straight 2 weeks, like 9-11 PM, was during the 'dye' era, and there are days I get to sleep early, but I really stay up late more often 😭"
also pag may bagyo maaga ako nakakatulog 😭😭,"Also, when there's a storm, I fall asleep early 😭😭"
"di ako maangas,, sadyang naangasan kalang talaga saken.",I'm not being arrogant; you just perceive me that way.
archiveofourown.org/works/35…,archiveofourown.org/works/35…
"This was it. This was his last chance. If he doesn’t succeed, it’s all over. As sweat dripped down the side of his forehead, Sehun, closed his eyes and took a deep breath.","This was it. This was his last chance. If he doesn’t succeed, it’s all over. As sweat dripped down the side of his forehead, Sehun, closed his eyes and took a deep breath."
"He threw the ring, desperately wishing it would land and capture one of the rubber duckies floating around the mini pool in the booth. He inhaled as he saw the side of the ring hit a duck’s head, but alas, the duck didn’t go in the ring.","He threw the ring, desperately wishing it would land and capture one of the rubber duckies floating around the mini pool in the booth. He inhaled as he saw the side of the ring hit a duck’s head, but alas, the duck didn’t go in the ring."
"He pouted as Junmyeon pulled on his arm. “Halika na kasi. Kanina pa tayo dito. Laki na ng nagastos mo dyan, eh pwede namang bumili nalang tayo ng stuff toy na yan.”","He pouted as Junmyeon pulled on his arm. “Come on. We’ve been here for a while. You’ve already spent so much here, when we could just buy that stuffed toy.”"
"Sehun side-eyed his boyfriend and whined, “Kanina lang sabi mo gusto mo yon! Tapos nung sinabi kong bibilin ko, umayaw ka naman! Ang hirap kaya, ikaw kaya!”","Sehun side-eyed his boyfriend and whined, “Just earlier you said you wanted it! Then when I said I’d buy it, you backed out! It’s really hard, you try it!”"
