# of Actual Tweets,Twitter Links,id,split,Tweet Status,Original Taglish Tweet,Preprocessed Taglish Tweet,English Translation,Comments
,https://twitter.com/i/web/status/1463158910995554312,1.4631589109955543e+18,"(0.08333333333333333, 0.6666666666666666, 0.25)",,,,,
,https://twitter.com/i/web/status/1463158834021777423,1.4631588340217774e+18,"(0.1, 0.7, 0.2)",,,,,
,https://twitter.com/i/web/status/1463158629922754569,1.4631586299227543e+18,"(0.08333333333333333, 0.6666666666666666, 0.25)",,,,,
,https://twitter.com/i/web/status/1463158546443472901,1.463158546443473e+18,"(0.35294117647058826, 0.5, 0.14705882352941177)",,,,,
,https://twitter.com/i/web/status/1463158453883572241,1.4631584538835722e+18,"(0.0, 0.5714285714285714, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463158318021681171,1.4631583180216812e+18,"(0.041666666666666664, 0.4166666666666667, 0.5)",,,,,
,https://twitter.com/i/web/status/1463158233753956353,1.4631582337539564e+18,"(0.17647058823529413, 0.6470588235294118, 0.17647058823529413)",,,,,
,https://twitter.com/i/web/status/1463158030036606977,1.4631580300366067e+18,"(0.14285714285714285, 0.42857142857142855, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463157906677895193,1.4631579066778952e+18,"(0.36363636363636365, 0.45454545454545453, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463157797936324625,1.4631577979363246e+18,"(0.08333333333333333, 0.6666666666666666, 0.25)",,,,,
,https://twitter.com/i/web/status/1463157697340076032,1.463157697340076e+18,"(0.2727272727272727, 0.5454545454545454, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463157634866032650,1.4631576348660326e+18,"(0.34285714285714286, 0.2571428571428571, 0.4)",,,,,
,https://twitter.com/i/web/status/1463157618185224194,1.463157618185224e+18,"(0.23076923076923078, 0.5384615384615384, 0.23076923076923078)",,,,,
,https://twitter.com/i/web/status/1463157458227142659,1.4631574582271427e+18,"(0.06521739130434782, 0.6739130434782609, 0.2608695652173913)",,,,,
,https://twitter.com/i/web/status/1463157319047553035,1.463157319047553e+18,"(0.08333333333333333, 0.5, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463156997185015812,1.4631569971850158e+18,"(0.13157894736842105, 0.5526315789473685, 0.2631578947368421)",,,,,
,https://twitter.com/i/web/status/1463156924036300811,1.4631569240363008e+18,"(0.0, 0.8, 0.2)",,,,,
,https://twitter.com/i/web/status/1463156786354081801,1.4631567863540818e+18,"(0.07142857142857142, 0.5, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463156777206247425,1.4631567772062474e+18,"(0.2222222222222222, 0.6666666666666666, 0.1111111111111111)",,,,,
,https://twitter.com/i/web/status/1463156103315955723,1.4631561033159557e+18,"(0.16666666666666666, 0.6666666666666666, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463155828018622469,1.4631558280186225e+18,"(0.1, 0.6, 0.3)",,,,,
,https://twitter.com/i/web/status/1463155667104055318,1.4631556671040553e+18,"(0.2, 0.5, 0.3)",,,,,
,https://twitter.com/i/web/status/1463155552716877824,1.4631555527168778e+18,"(0.0, 0.375, 0.625)",,,,,
,https://twitter.com/i/web/status/1463155516323110928,1.463155516323111e+18,"(0.25, 0.5, 0.25)",,,,,
,https://twitter.com/i/web/status/1463155441244901376,1.463155441244901e+18,"(0.8157894736842105, 0.05263157894736842, 0.13157894736842105)",,,,,
,https://twitter.com/i/web/status/1463154675033808905,1.463154675033809e+18,"(0.3, 0.5, 0.2)",,,,,
,https://twitter.com/i/web/status/1463154118034399238,1.4631541180343992e+18,"(0.12, 0.68, 0.16)",,,,,
,https://twitter.com/i/web/status/1463154076636614669,1.4631540766366147e+18,"(0.6363636363636364, 0.2727272727272727, 0.09090909090909091)",,,,,
,https://twitter.com/i/web/status/1463154064900993029,1.463154064900993e+18,"(0.5, 0.25, 0.25)",,,,,
,https://twitter.com/i/web/status/1463154057556680705,1.4631540575566807e+18,"(0.2857142857142857, 0.5714285714285714, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463153966594736128,1.463153966594736e+18,"(0.2857142857142857, 0.35714285714285715, 0.35714285714285715)",,,,,
,https://twitter.com/i/web/status/1463153781219201027,1.463153781219201e+18,"(0.5660377358490566, 0.32075471698113206, 0.11320754716981132)",,,,,
,https://twitter.com/i/web/status/1463153654228295688,1.4631536542282957e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463153646858903554,1.4631536468589036e+18,"(0.2564102564102564, 0.5128205128205128, 0.23076923076923078)",,,,,
,https://twitter.com/i/web/status/1463153540390703107,1.463153540390703e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463153442185039878,1.46315344218504e+18,"(0.1, 0.8, 0.1)",,,,,
,https://twitter.com/i/web/status/1463152794811125771,1.4631527948111255e+18,"(0.0, 0.625, 0.375)",,,,,
,https://twitter.com/i/web/status/1463152474370580484,1.4631524743705805e+18,"(0.29411764705882354, 0.5294117647058824, 0.17647058823529413)",,,,,
,https://twitter.com/i/web/status/1463152345030795274,1.4631523450307953e+18,"(0.0, 0.6, 0.4)",,,,,
,https://twitter.com/i/web/status/1463152226726252563,1.4631522267262523e+18,"(0.25, 0.5, 0.25)",,,,,
,https://twitter.com/i/web/status/1463152134057304065,1.463152134057304e+18,"(0.2727272727272727, 0.45454545454545453, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463152105489899527,1.4631521054898995e+18,"(0.0, 0.5, 0.5)",,,,,
,https://twitter.com/i/web/status/1463152072002576393,1.4631520720025764e+18,"(0.11538461538461539, 0.2692307692307692, 0.6153846153846154)",,,,,
,https://twitter.com/i/web/status/1463151901000617987,1.463151901000618e+18,"(0.2702702702702703, 0.6216216216216216, 0.10810810810810811)",,,,,
,https://twitter.com/i/web/status/1463151845317173248,1.4631518453171732e+18,"(0.09090909090909091, 0.6363636363636364, 0.2727272727272727)",,,,,
,https://twitter.com/i/web/status/1463151766166388743,1.4631517661663887e+18,"(0.6, 0.4, 0.0)",,,,,
,https://twitter.com/i/web/status/1463151656699367430,1.4631516566993674e+18,"(0.18518518518518517, 0.5555555555555556, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463151583542198272,1.4631515835421983e+18,"(0.4, 0.5333333333333333, 0.06666666666666667)",,,,,
,https://twitter.com/i/web/status/1463151470191149059,1.463151470191149e+18,"(0.1111111111111111, 0.4444444444444444, 0.4444444444444444)",,,,,
,https://twitter.com/i/web/status/1463151249839177731,1.4631512498391777e+18,"(0.0, 0.6923076923076923, 0.23076923076923078)",,,,,
,https://twitter.com/i/web/status/1463151181363126282,1.4631511813631263e+18,"(0.16666666666666666, 0.8333333333333334, 0.0)",,,,,
,https://twitter.com/i/web/status/1463150926886100992,1.4631509268861007e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463150919378296836,1.4631509193782968e+18,"(0.2222222222222222, 0.6666666666666666, 0.05555555555555555)",,,,,
,https://twitter.com/i/web/status/1463150789799686149,1.463150789799686e+18,"(0.5714285714285714, 0.2857142857142857, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463150591199354881,1.463150591199355e+18,"(0.0, 0.5, 0.5)",,,,,
,https://twitter.com/i/web/status/1463150582009454594,1.4631505820094543e+18,"(0.038461538461538464, 0.6153846153846154, 0.3076923076923077)",,,,,
,https://twitter.com/i/web/status/1463150435250970631,1.4631504352509706e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463150355097669633,1.4631503550976696e+18,"(0.625, 0.375, 0.0)",,,,,
,https://twitter.com/i/web/status/1463150331597049864,1.4631503315970499e+18,"(0.125, 0.5625, 0.25)",,,,,
,https://twitter.com/i/web/status/1463150324739366925,1.463150324739367e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463150225439158277,1.4631502254391583e+18,"(0.125, 0.5, 0.375)",,,,,
,https://twitter.com/i/web/status/1463150210792706057,1.463150210792706e+18,"(0.125, 0.875, 0.0)",,,,,
,https://twitter.com/i/web/status/1463150118425677826,1.4631501184256778e+18,"(0.11627906976744186, 0.6976744186046512, 0.18604651162790697)",,,,,
,https://twitter.com/i/web/status/1463150015862484998,1.4631500158624847e+18,"(0.06818181818181818, 0.7272727272727273, 0.20454545454545456)",,,,,
,https://twitter.com/i/web/status/1463149929711353863,1.4631499297113539e+18,"(0.3333333333333333, 0.6666666666666666, 0.0)",,,,,
,https://twitter.com/i/web/status/1463149851563094018,1.463149851563094e+18,"(0.7894736842105263, 0.21052631578947367, 0.0)",,,,,
,https://twitter.com/i/web/status/1463149841580642307,1.4631498415806423e+18,"(0.14285714285714285, 0.38095238095238093, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463149812006617096,1.463149812006617e+18,"(0.0, 0.5714285714285714, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463149752158425090,1.463149752158425e+18,"(0.07692307692307693, 0.38461538461538464, 0.5384615384615384)",,,,,
,https://twitter.com/i/web/status/1463149508225744906,1.463149508225745e+18,"(0.06666666666666667, 0.6, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463149448037502976,1.4631494480375027e+18,"(0.06666666666666667, 0.6, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463149267946672134,1.463149267946672e+18,"(0.34615384615384615, 0.3076923076923077, 0.3076923076923077)",,,,,
,https://twitter.com/i/web/status/1463149140183969796,1.4631491401839695e+18,"(0.14285714285714285, 0.21428571428571427, 0.6428571428571429)",,,,,
,https://twitter.com/i/web/status/1463148959086510082,1.46314895908651e+18,"(0.0, 0.5, 0.5)",,,,,
,https://twitter.com/i/web/status/1463148950949482499,1.4631489509494825e+18,"(0.20833333333333334, 0.5833333333333334, 0.20833333333333334)",,,,,
,https://twitter.com/i/web/status/1463148903881003008,1.463148903881003e+18,"(0.125, 0.5, 0.375)",,,,,
,https://twitter.com/i/web/status/1463148815167287296,1.4631488151672873e+18,"(0.15555555555555556, 0.6888888888888889, 0.15555555555555556)",,,,,
,https://twitter.com/i/web/status/1463148800487219209,1.4631488004872192e+18,"(0.17142857142857143, 0.5714285714285714, 0.2571428571428571)",,,,,
,https://twitter.com/i/web/status/1463148639618887682,1.4631486396188877e+18,"(0.2, 0.55, 0.25)",,,,,
,https://twitter.com/i/web/status/1463148428884471809,1.4631484288844718e+18,"(0.4166666666666667, 0.4166666666666667, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463148364552306692,1.4631483645523067e+18,"(0.2, 0.6666666666666666, 0.13333333333333333)",,,,,
,https://twitter.com/i/web/status/1463148280485797895,1.463148280485798e+18,"(0.2857142857142857, 0.42857142857142855, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463148196184543239,1.4631481961845432e+18,"(0.16666666666666666, 0.5, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463148122566455302,1.4631481225664553e+18,"(0.21428571428571427, 0.5, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463148034313785353,1.463148034313785e+18,"(0.15625, 0.5625, 0.28125)",,,,,
,https://twitter.com/i/web/status/1463147859982061570,1.4631478599820616e+18,"(0.3333333333333333, 0.5555555555555556, 0.1111111111111111)",,,,,
,https://twitter.com/i/web/status/1463147825047298055,1.463147825047298e+18,"(0.125, 0.5625, 0.3125)",,,,,
,https://twitter.com/i/web/status/1463147710542843909,1.463147710542844e+18,"(0.375, 0.4375, 0.1875)",,,,,
,https://twitter.com/i/web/status/1463147698190790661,1.4631476981907907e+18,"(0.42857142857142855, 0.5714285714285714, 0.0)",,,,,
,https://twitter.com/i/web/status/1463147694768099329,1.4631476947680993e+18,"(0.6, 0.4, 0.0)",,,,,
,https://twitter.com/i/web/status/1463147471920525315,1.4631474719205253e+18,"(0.2, 0.5, 0.3)",,,,,
,https://twitter.com/i/web/status/1463147441922842627,1.4631474419228426e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463147421333024771,1.4631474213330248e+18,"(0.0, 0.8181818181818182, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463147133087801350,1.463147133087801e+18,"(0.19047619047619047, 0.5714285714285714, 0.19047619047619047)",,,,,
,https://twitter.com/i/web/status/1463147000057065472,1.4631470000570655e+18,"(0.3125, 0.5625, 0.125)",,,,,
,https://twitter.com/i/web/status/1463146955647995906,1.463146955647996e+18,"(0.6938775510204082, 0.10204081632653061, 0.20408163265306123)",,,,,
,https://twitter.com/i/web/status/1463146502017011726,1.4631465020170117e+18,"(0.07692307692307693, 0.8461538461538461, 0.07692307692307693)",,,,,
,https://twitter.com/i/web/status/1463146432051875846,1.4631464320518758e+18,"(0.13333333333333333, 0.4, 0.4666666666666667)",,,,,
,https://twitter.com/i/web/status/1463146380214476807,1.4631463802144768e+18,"(0.16666666666666666, 0.5555555555555556, 0.2777777777777778)",,,,,
,https://twitter.com/i/web/status/1463146244289613829,1.4631462442896138e+18,"(0.16666666666666666, 0.5, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463146200149147648,1.4631462001491476e+18,"(0.0, 0.625, 0.375)",,,,,
,https://twitter.com/i/web/status/1463146115872612355,1.4631461158726124e+18,"(0.041666666666666664, 0.875, 0.08333333333333333)",,,,,
,https://twitter.com/i/web/status/1463145812829954053,1.463145812829954e+18,"(0.17391304347826086, 0.5217391304347826, 0.30434782608695654)",,,,,
,https://twitter.com/i/web/status/1463145754936020996,1.4631457549360207e+18,"(0.15789473684210525, 0.5263157894736842, 0.3157894736842105)",,,,,
,https://twitter.com/i/web/status/1463145513721626625,1.4631455137216266e+18,"(0.14285714285714285, 0.42857142857142855, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463145430183817219,1.4631454301838172e+18,"(0.0, 0.7777777777777778, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463145300583874562,1.4631453005838743e+18,"(0.5, 0.3333333333333333, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463145240009736195,1.463145240009736e+18,"(0.0, 0.8571428571428571, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463144663586533377,1.463144663586533e+18,"(0.0, 0.5555555555555556, 0.4444444444444444)",,,,,
,https://twitter.com/i/web/status/1463144627003817993,1.463144627003818e+18,"(0.2692307692307692, 0.5384615384615384, 0.19230769230769232)",,,,,
,https://twitter.com/i/web/status/1463144584696016903,1.463144584696017e+18,"(0.875, 0.0, 0.125)",,,,,
,https://twitter.com/i/web/status/1463144394630914049,1.463144394630914e+18,"(0.3333333333333333, 0.5, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463144341518491649,1.4631443415184916e+18,"(0.3888888888888889, 0.4444444444444444, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463144138086371329,1.4631441380863713e+18,"(0.2777777777777778, 0.4166666666666667, 0.25)",,,,,
,https://twitter.com/i/web/status/1463144098693402626,1.4631440986934026e+18,"(0.3333333333333333, 0.4444444444444444, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463144019614068741,1.4631440196140687e+18,"(0.7333333333333333, 0.26666666666666666, 0.0)",,,,,
,https://twitter.com/i/web/status/1463143905893892104,1.463143905893892e+18,"(0.175, 0.6, 0.225)",,,,,
,https://twitter.com/i/web/status/1463143861555908618,1.4631438615559086e+18,"(0.07142857142857142, 0.6428571428571429, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463143784339087360,1.463143784339087e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463143424312238087,1.463143424312238e+18,"(0.05, 0.65, 0.3)",,,,,
,https://twitter.com/i/web/status/1463143388367175692,1.4631433883671757e+18,"(0.0, 0.5454545454545454, 0.45454545454545453)",,,,,
,https://twitter.com/i/web/status/1463143341063737352,1.463143341063737e+18,"(0.1111111111111111, 0.5555555555555556, 0.3333333333333333)",,,,,
,https://twitter.com/i/web/status/1463143175283822597,1.4631431752838223e+18,"(0.1111111111111111, 0.7777777777777778, 0.1111111111111111)",,,,,
,https://twitter.com/i/web/status/1463143168094789643,1.4631431680947896e+18,"(0.4, 0.4, 0.2)",,,,,
,https://twitter.com/i/web/status/1463143057310687236,1.4631430573106872e+18,"(0.21052631578947367, 0.5263157894736842, 0.2631578947368421)",,,,,
,https://twitter.com/i/web/status/1463142944081252353,1.4631429440812524e+18,"(0.2222222222222222, 0.5555555555555556, 0.1111111111111111)",,,,,
,https://twitter.com/i/web/status/1463142921918550025,1.46314292191855e+18,"(0.2, 0.8, 0.0)",,,,,
,https://twitter.com/i/web/status/1463142622407507968,1.463142622407508e+18,"(0.5, 0.38461538461538464, 0.11538461538461539)",,,,,
,https://twitter.com/i/web/status/1463142588190396420,1.4631425881903964e+18,"(0.2727272727272727, 0.5454545454545454, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463142579898228750,1.4631425798982287e+18,"(0.16666666666666666, 0.5555555555555556, 0.2777777777777778)",,,,,
,https://twitter.com/i/web/status/1463142547195248646,1.4631425471952486e+18,"(0.25, 0.375, 0.375)",,,,,
,https://twitter.com/i/web/status/1463142530145529857,1.4631425301455299e+18,"(0.14285714285714285, 0.2857142857142857, 0.5714285714285714)",,,,,
,https://twitter.com/i/web/status/1463142381838950403,1.4631423818389504e+18,"(0.06666666666666667, 0.4666666666666667, 0.4666666666666667)",,,,,
,https://twitter.com/i/web/status/1463142326919139329,1.4631423269191393e+18,"(0.0, 0.4444444444444444, 0.5555555555555556)",,,,,
,https://twitter.com/i/web/status/1463142210598178819,1.4631422105981788e+18,"(0.5, 0.3, 0.2)",,,,,
,https://twitter.com/i/web/status/1463141803918385160,1.4631418039183852e+18,"(0.125, 0.625, 0.25)",,,,,
,https://twitter.com/i/web/status/1463141772469551112,1.463141772469551e+18,"(0.0, 0.5, 0.5)",,,,,
,https://twitter.com/i/web/status/1463141722804797441,1.4631417228047974e+18,"(0.16666666666666666, 0.8333333333333334, 0.0)",,,,,
,https://twitter.com/i/web/status/1463141640940695553,1.4631416409406956e+18,"(0.2222222222222222, 0.5555555555555556, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463141587882774530,1.4631415878827745e+18,"(0.05555555555555555, 0.7777777777777778, 0.16666666666666666)",,,,,
,https://twitter.com/i/web/status/1463141494525612037,1.463141494525612e+18,"(0.08333333333333333, 0.5833333333333334, 0.2777777777777778)",,,,,
,https://twitter.com/i/web/status/1463141218326614022,1.463141218326614e+18,"(0.018867924528301886, 0.6792452830188679, 0.2641509433962264)",,,,,
,https://twitter.com/i/web/status/1463141137477103624,1.4631411374771036e+18,"(0.19230769230769232, 0.46153846153846156, 0.2692307692307692)",,,,,
,https://twitter.com/i/web/status/1463140878080307202,1.4631408780803072e+18,"(0.23076923076923078, 0.38461538461538464, 0.38461538461538464)",,,,,
,https://twitter.com/i/web/status/1463140816327950337,1.4631408163279503e+18,"(0.25, 0.625, 0.125)",,,,,
,https://twitter.com/i/web/status/1463140649625001986,1.463140649625002e+18,"(0.1, 0.6, 0.3)",,,,,
,https://twitter.com/i/web/status/1463140449774813187,1.4631404497748132e+18,"(0.4444444444444444, 0.3333333333333333, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463140364580102148,1.463140364580102e+18,"(0.23076923076923078, 0.23076923076923078, 0.5384615384615384)",,,,,
,https://twitter.com/i/web/status/1463140307667599361,1.463140307667599e+18,"(0.041666666666666664, 0.6875, 0.25)",,,,,
,https://twitter.com/i/web/status/1463140138876235776,1.4631401388762355e+18,"(0.20833333333333334, 0.5833333333333334, 0.20833333333333334)",,,,,
,https://twitter.com/i/web/status/1463140131049598978,1.4631401310495987e+18,"(0.1, 0.6, 0.25)",,,,,
,https://twitter.com/i/web/status/1463140048585760768,1.4631400485857608e+18,"(0.18181818181818182, 0.5454545454545454, 0.2727272727272727)",,,,,
,https://twitter.com/i/web/status/1463140008106213377,1.463140008106213e+18,"(0.25, 0.5, 0.25)",,,,,
,https://twitter.com/i/web/status/1463139954725244928,1.463139954725245e+18,"(0.13043478260869565, 0.5217391304347826, 0.34782608695652173)",,,,,
,https://twitter.com/i/web/status/1463139876195340294,1.4631398761953403e+18,"(0.16666666666666666, 0.5833333333333334, 0.25)",,,,,
,https://twitter.com/i/web/status/1463139871451594756,1.4631398714515948e+18,"(0.0, 0.0, 1.0)",,,,,
,https://twitter.com/i/web/status/1463139854305292292,1.4631398543052923e+18,"(0.21428571428571427, 0.5714285714285714, 0.21428571428571427)",,,,,
,https://twitter.com/i/web/status/1463139821954551810,1.4631398219545518e+18,"(0.14285714285714285, 0.42857142857142855, 0.42857142857142855)",,,,,
,https://twitter.com/i/web/status/1463139516537995265,1.4631395165379953e+18,"(0.2, 0.6, 0.2)",,,,,
,https://twitter.com/i/web/status/1463139398250233860,1.4631393982502339e+18,"(0.125, 0.5, 0.375)",,,,,
,https://twitter.com/i/web/status/1463139135326097411,1.4631391353260974e+18,"(0.18181818181818182, 0.5454545454545454, 0.2727272727272727)",,,,,
,https://twitter.com/i/web/status/1463138623617134592,1.4631386236171343e+18,"(0.36363636363636365, 0.45454545454545453, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463138593707560964,1.4631385937075607e+18,"(0.125, 0.625, 0.25)",,,,,
,https://twitter.com/i/web/status/1463138473263599628,1.4631384732635996e+18,"(0.09803921568627451, 0.7058823529411765, 0.17647058823529413)",,,,,
,https://twitter.com/i/web/status/1463138284217901063,1.463138284217901e+18,"(0.2692307692307692, 0.5, 0.19230769230769232)",,,,,
,https://twitter.com/i/web/status/1463138250168569856,1.4631382501685699e+18,"(0.29411764705882354, 0.47058823529411764, 0.23529411764705882)",,,,,
,https://twitter.com/i/web/status/1463138192954372099,1.463138192954372e+18,"(0.11538461538461539, 0.5961538461538461, 0.2692307692307692)",,,,,
,https://twitter.com/i/web/status/1463138128793772034,1.463138128793772e+18,"(0.08333333333333333, 0.22916666666666666, 0.6666666666666666)",,,,,
,https://twitter.com/i/web/status/1463138094123610115,1.46313809412361e+18,"(0.0, 0.7777777777777778, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463138089514434560,1.4631380895144343e+18,"(0.21875, 0.65625, 0.125)",,,,,
,https://twitter.com/i/web/status/1463138022493327365,1.463138022493327e+18,"(0.0, 0.8823529411764706, 0.11764705882352941)",,,,,
,https://twitter.com/i/web/status/1463137844864577539,1.4631378448645775e+18,"(0.5, 0.5, 0.0)",,,,,
,https://twitter.com/i/web/status/1463137771334168586,1.4631377713341683e+18,"(0.35294117647058826, 0.35294117647058826, 0.29411764705882354)",,,,,
,https://twitter.com/i/web/status/1463137734206246916,1.463137734206247e+18,"(0.09090909090909091, 0.7272727272727273, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463137642862706691,1.4631376428627067e+18,"(0.8, 0.2, 0.0)",,,,,
,https://twitter.com/i/web/status/1463137417389801473,1.4631374173898015e+18,"(0.06666666666666667, 0.6, 0.26666666666666666)",,,,,
,https://twitter.com/i/web/status/1463137325014155279,1.4631373250141553e+18,"(0.0, 0.8, 0.2)",,,,,
,https://twitter.com/i/web/status/1463137264171577348,1.463137264171577e+18,"(0.14583333333333334, 0.5208333333333334, 0.3125)",,,,,
,https://twitter.com/i/web/status/1463137099608039427,1.4631370996080394e+18,"(0.42857142857142855, 0.2857142857142857, 0.2857142857142857)",,,,,
,https://twitter.com/i/web/status/1463136907664101380,1.463136907664101e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463136838747447299,1.4631368387474473e+18,"(0.3333333333333333, 0.37037037037037035, 0.2962962962962963)",,,,,
,https://twitter.com/i/web/status/1463136815280316423,1.4631368152803164e+18,"(0.06382978723404255, 0.7659574468085106, 0.14893617021276595)",,,,,
,https://twitter.com/i/web/status/1463136750067662848,1.4631367500676628e+18,"(0.0, 0.8, 0.2)",,,,,
,https://twitter.com/i/web/status/1463136641682264066,1.463136641682264e+18,"(0.1, 0.36666666666666664, 0.5)",,,,,
,https://twitter.com/i/web/status/1463136579673673733,1.4631365796736737e+18,"(0.23076923076923078, 0.6923076923076923, 0.07692307692307693)",,,,,
,https://twitter.com/i/web/status/1463136546534531087,1.463136546534531e+18,"(0.21739130434782608, 0.6086956521739131, 0.17391304347826086)",,,,,
,https://twitter.com/i/web/status/1463136484559519744,1.4631364845595195e+18,"(0.2, 0.6, 0.2)",,,,,
,https://twitter.com/i/web/status/1463136287603367937,1.463136287603368e+18,"(0.2727272727272727, 0.45454545454545453, 0.2727272727272727)",,,,,
,https://twitter.com/i/web/status/1463136207135592452,1.4631362071355924e+18,"(0.125, 0.75, 0.125)",,,,,
,https://twitter.com/i/web/status/1463136191083995140,1.4631361910839951e+18,"(0.125, 0.5, 0.375)",,,,,
,https://twitter.com/i/web/status/1463136133550776325,1.4631361335507763e+18,"(0.36, 0.34, 0.26)",,,,,
,https://twitter.com/i/web/status/1463135924556943368,1.463135924556943e+18,"(0.0, 0.2857142857142857, 0.7142857142857143)",,,,,
,https://twitter.com/i/web/status/1463135793493712896,1.463135793493713e+18,"(0.0, 0.6, 0.4)",,,,,
,https://twitter.com/i/web/status/1463135766125719558,1.4631357661257196e+18,"(0.0, 0.625, 0.375)",,,,,
,https://twitter.com/i/web/status/1463135671065800706,1.4631356710658007e+18,"(0.2, 0.6, 0.2)",,,,,
,https://twitter.com/i/web/status/1463135527935234055,1.463135527935234e+18,"(0.0, 0.5, 0.5)",,,,,
,https://twitter.com/i/web/status/1463135386595586054,1.463135386595586e+18,"(0.2857142857142857, 0.5714285714285714, 0.14285714285714285)",,,,,
,https://twitter.com/i/web/status/1463135269138288644,1.4631352691382886e+18,"(0.2222222222222222, 0.5555555555555556, 0.2222222222222222)",,,,,
,https://twitter.com/i/web/status/1463135095255334914,1.463135095255335e+18,"(0.0, 0.6, 0.4)",,,,,
,https://twitter.com/i/web/status/1463135074124451844,1.4631350741244518e+18,"(0.0, 0.75, 0.25)",,,,,
,https://twitter.com/i/web/status/1463134859870703618,1.4631348598707036e+18,"(0.0, 0.4166666666666667, 0.5833333333333334)",,,,,
,https://twitter.com/i/web/status/1463134841445273608,1.4631348414452736e+18,"(0.2982456140350877, 0.3508771929824561, 0.3157894736842105)",,,,,
,https://twitter.com/i/web/status/1463134825498300420,1.4631348254983004e+18,"(0.15384615384615385, 0.6153846153846154, 0.23076923076923078)",,,,,
,https://twitter.com/i/web/status/1463134757093474310,1.4631347570934743e+18,"(0.09090909090909091, 0.5454545454545454, 0.2727272727272727)",,,,,
,https://twitter.com/i/web/status/1463134668682043394,1.4631346686820431e+18,"(0.3, 0.5, 0.2)",,,,,
,https://twitter.com/i/web/status/1463134610011811849,1.4631346100118118e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463134595566628874,1.4631345955666289e+18,"(0.0, 0.7647058823529411, 0.23529411764705882)",,,,,
,https://twitter.com/i/web/status/1463134403559784448,1.4631344035597844e+18,"(0.0, 0.8181818181818182, 0.18181818181818182)",,,,,
,https://twitter.com/i/web/status/1463134310467129345,1.463134310467129e+18,"(0.0, 1.0, 0.0)",,,,,
,https://twitter.com/i/web/status/1463134182490599425,1.4631341824905994e+18,"(0.2, 0.2, 0.6)",,,,,
,https://twitter.com/i/web/status/1463134063636533249,1.4631340636365332e+18,"(0.15, 0.65, 0.2)",,,,,
,https://twitter.com/i/web/status/1463133984284557315,1.4631339842845573e+18,"(0.23333333333333334, 0.06666666666666667, 0.7)",,,,,
,https://twitter.com/i/web/status/1463133977313644559,1.4631339773136443e+18,"(0.0, 0.6666666666666666, 0.3333333333333333)",,,,,
