id,translated_text
1467,"1464218118784360456,""we will never x out cayetano because he has done so many good things and helped so many people."""
1468,"1463296547634909185,""yes, that's a private hospital. they have pros for vip treatment."""
1469,"1463246624700833793,Sudden trips are the best."
1470,"1463242373979262979,""FUCK THE THEORIES AND CONCEPT OF NCT ARE SO HEADACHE-INDUCING, SADLY MY ONLY CONTRIBUTION HERE IS MY BEAUTY."""
1471,"1462903718941282304,""vp leni willing to work with inday sara? in her interview with rated korina, vice president leni robredo said she is willing to work with vice aspirant sara duterte if both of them win in the 2022 elections."""
1472,"1463246856729681923,""hahaha..you still have hope for that! you really have a porridge brain!"""
1473,"1463246228645244930,""if this doesn't win, i don't know what to do with you grammys, you son of a bitch."""
1474,"1463240829141917696,THE MORNING IS REALLY GOOD."
1475,"1463241020896804869,""you kept me up all night grammy and that's the only nomination for bts you're really a scammy."""
1476,"1463241708682944515,""that nat is really poison."""
1477,"1463242274746163202,""We were on vacation (just a dream) with the dogs in another country. (Not sure where exactly) Then at night, two guys were going wild trying to steal my dog. So, to defend myself, I got a saw and hit them and accidentally hit my dog."""
1478,"1463242277862600705,""Luckily, I hit one of the guys who was going wild, he was bleeding somehow. Then, later on, they reported it to the police. Maybe they took advantage because we were tourists. Then, the police arrived at our place."""
1479,"1463242280110678025,""I didn't try to escape because I know to myself I did nothing. So, I went with them. Then when we got out of the car, we even had a walkathon. While walking I was so worried about my NBI. Hahaha. If I would have a hard time getting one. Haha"""
1480,"1463242282086191105,""The worriness felt so real, really! And at the same time, I was so flirtatious. Hahaha. I was flirting with the guy cops, who happened to be a pinoy too, and the other guy who went into the CR. The guy cop went to the CR first and took me inside with him. Hahaha"""
1481,"1463242283688468480,""afterwards, we were already in the trial court which looked like a barangay. hahaha. and then what's crazy, vp leni became my lawyer. what an anecdote. haha."""
1482,"1463242285248761863,""i don't know what happened there i suddenly went back to our place. and then they came back with my mom and older brother (he was driving) and my dog. and then the result, they said they were guilty. vp was so good. hahahahaha."""
1483,"1463242290084777984,""and then i hugged my dog so tight and i woke up sad.:((((("""
1484,"1463242291590492162,""so yeah, if anyone wants to contact me to make a short film out of my dream, feel free to dm me. hahahhahaha. just kidding."""
1485,"1463240784421871618,""It's so nice to wake up without any problems to think about."""
1486,"1463095941720788994,""That's a fag, right? 😂😂😂"""
1487,"1463173866608549889,""YOU CAN REALLY TELL IF A PARENT(S) IS RETOKADA, WHEN THEY GIVE BIRTH, IT'S REALLY UNDENIABLE. I'M SURE YOU KNOW SOMEONE WHO'S EXPERIENCED THIS. IT'S REALLY DIFFERENT WHEN THE PARENTS' BEAUTY IS ORGANIC LIKE OUR BABIES @thelionspride01 #BOYCOTTMZETxAPTxGMA261 - ALDUB/MAICHARD FOREVER ❤️"""
1488,"1463241034369048586,""goin crazy. talaga @aldenrichards02 nag iisa lang at wlang katulad c @mainedcm ..ORGANIC BEAUTY.. MABAIT AT MAPAGMAHAL, MAALAGA.😍😍 BOYCOTT GMAxTAPE #BOYCOTTMZETxAPTxGMA261"""
1489,"1463241735568457729,""Damn it? You again? HAHAHAHAHAHA!!!"""
1490,"1463241996122746881,""Damn it! Hahahahaha!"""
1491,"1463242813307449346,""what now? why is it you and me again? hahahahahahahaha!! i can't!"""
1492,"1463240191867437056,""i'm so diligent in streaming now, and i even joined a streaming team for jongin's cb ahahhahahahha."""
1493,"1463095115174465537,""me and tats have one thing in common, we can smell rotten fish a mile away. anyone who joins hands with that 'cement spinster' has alterior motives. like this fella."""
1494,"1463096437680398344,""Tsk tsk. Considering he was a member of the PRRD Admin and just retired."""
1495,"1463099296971046913,""Right? He just rode on the admin to attract political mileage. I saw it in your eyes General, you don't have much of a poker-face now do you?"""
1496,"1463107438794575872,""Maybe PRRD also saw that at first, that's why he was bypassed several times. He was only appointed when he was about to retire."""
1497,"1463240738553176064,""Boy Singhot's trolls are really busy. Duterte said the one who used cocaine was Boy Recto, but Leni's son's trolls are accusing him of bringing drugs to the US? How rude and animalistic are they?"""
1498,"1463242417797169153,""when the first one you stan loses a member, you get used to it, right, there were three of them in exo right away hehehehehe."""
1499,"1463242514467475456,""it's okay,, it's just like a dinosaur bite hehe what are you guys, i'm okay."""
1500,"1463245676930748418,i just want to cry oh."
1501,"1463243028659728384,I WILL REALLY DIE OF ENVY."
1502,"1463235747545190402,""I hope kuya invites @anqelaken and @s4mcruz to his house so they can talk to anji and kd. they know more about what kind of friendship kyji has. please @PBBabscbn @direklauren #PBBTellThemTheRealIssue."""
1503,"1463238860725313539,""out of all the advice earlier, it seems like kyle is the only one who understands kyji. protect kyji at all cost."""
1504,"1463239844876808196,""i appreciate alexa and shai too, i'm also thankful that they were there for anji. but what they need is not to set boundaries, what they need is acceptance. protect kyji at all cost."""
1505,"1463240443160719364,""I repeat, TJ and Tita Samber, what they need is acceptance that they are really like that, not boundaries. PROTECT KYJI AT ALL COST."""
1506,"1463241126547058690,""I'm not mad at tita samber, I'm just disappointed hehe :( But with TJ, oh my god I'm stressed."""
1507,"1463060701421850628,""I miss messing around. Mess. Eme."""
1508,"1463244205958959106,This is really something else!"
1509,"1463241633831346177,""Here I am again deciding to buy a Relx! Geekvape really didn't work for me, two devices already HAHAHAHAHA I only used it for a short time and then it was just sitting there. I hope this time I can continue it until it goes down and I stop!!!"""
1510,"1463241635039375361,""for now one pod lasted me two days, with some left over. a bit pricey but i'm not craving cigarettes anymore. for now. i hope it really continues wahahahahaha."""
1511,"1463240141472862209,""i tried to be a morning person for a few weeks,,, i did it, but i didn't do anything sensible and proud of myself hahahah mare i really can't, my brain works from afternoon to early morning."""
1512,"1463237488353243137,late night talks pa nga."
1513,"1463240402513784834,""i hope what dan said doesn't come true because if it does... hahah it's a prank i'm just making up a plot."""
1514,"1463240629874413571,hahahaha just saying it happened to me so there's that;"
1515,"1463240766042431499,HAHAHAHAH FUCK SHARMAINE YOU BASTARD I'M GETTING NERVOUS."
1516,"1463240503332605952,""it's really hard to stop scrolling on tiktok when exo is all that appears on my fyp."""
1517,"1463195473800761344,""okay, to sum it all up, the adult hms thought that the 'boundaries' that kuya was referring to was about kyji. a big misunderstanding that could ruin the two's reconciliation. my goodness, all the blame is on kyji. please, pbb clarify this damn you!"""
1518,"1463241576860340234,This is really the worst edition of these seasons because of that tender juicy."
1519,"1463244947545485318,haha... no one's awake."
1520,"1463242176264036362,My schedule is messed up every exam because of that damn timezone."
1521,"1463071288646266885,""How are you guys, team BIYAYA? 🤭 @SB19Official #SB19"""
1522,"1463241409503268867,""hahahahaha... because that's really Biyaya. janpawlo just changed it again. 😂 @SB19Official #SB19"""
1523,"1463239324363735040,the real talk really hurts."
1524,"1463239222400143360,""We should really be vigilant about what's happening every day. There are things that we don't expect and they can't happen without a clear explanation. #justwondering"""
1525,"1463244234366939140,""You'll just wake up to the noise, this Allen is such a nuisance!"""
1526,"1463243614352396288,you're so beautiful damn it."
1527,"1463240500803104768,""are you all really asleep? oh why?"""
1528,"1463239300376526849,""it's amazing, we have a meet up later and i only got about 3 hours of sleep, it's really amazing."""
1529,"1463240607854301186,""i really don't find yabu delicious."""
1530,"1463240005069856769,""hahaha my stupidities."""
1531,"1463244082453438475,""Our NTC is so weak. Is that all they can do? No explanation from Telcos on how spam messages like this suddenly spiked?"""
1532,"1463239073548554241,""Comment: Hays, they're so cute. 🔗 filipinosexstories.com/story…"""
1533,"1462974788922535936,""Ate has long hair. Top mc, top actor and top singer. Top, Top, Toppp!"""
1534,"1463243826839973893,""This is really it hahahahahaga 🤡 we"""
1535,"1462485731373322244,368 han coffee shop."
1536,"1462486939437699075,373 luiz calm down again please."
1537,"1462487546999439361,377 butt burned."
1538,"1462488396471799809,381 alex is happy."
1539,"1462849188010422274,386 whatever."
1540,"1463239221427146753,394 mami vien calm down."
1541,"1463239702639570952,396 mami vien really."
1542,"1463239489619312641,""regret really comes at the end."""
1543,"1463239681034764288,""it's really a struggle when you're clingy and your partner is far away, right?"""
1544,"1463239465690796032,""i'll just have to do it alone, man."""
1545,"1463237169032548353,""damn it, you'll go crazy."""
1546,"1463195027383865347,""FUCK, THE CLOAK BUNDLE IS SO WORTH IT, BYE, I WANT TO GET SOMETHING SO BAD, PLEASE MAN."""
1547,"1463241808293421057,""i knowwww i know fuckf i don't have a personal paypal plzz it's so hard when you don't have a card i'll try convincing my dad."""
1548,"1463243620870328321,""Okay. I'm done watching 'The Princess Switch 3' and damn, I'm crushing on both of them now HAHAHAHAHA this movie has been so relaxing since TPS1 huhu."""
1549,"1463241527333830657,""no joke i'm really going to sleep."""
1550,"1463242060115316740,""seriously, goodnight for real.."""
1551,"1463239370027139074,""i can really think better when it's dark around haha."""
1552,"1463243331916337153,""why is it that the kids were so happy earlier but damn i really can't join in the happiness while i'm sad."""
1553,"1463236383116455937,""black swan really deserves a grammy, and the whole ly: album."""
1554,"1463225079366512640,I'm really a clown."
1555,"1463241301806092294,""You know I really checked. I'm a clown too. We're all in this together."""
1556,"1463243447817498631,""oh really so you guys are better than the nbi and pdea wow hahahahah laugh out loud you just can't accept that you lost."""
1557,"1463238684749099009,""if i get annoyed i'll really buy a new sim for that free shipping."""
1558,"1463239959649816578,""i really need to sleep now even if i'm not sleepy haha goodmornighttttttt!"""
1559,"1463240014288994307,""So many 😭 all at the same time really 😦"""
1560,"1463239822978392068,""it depends, if i'm really the problem:"""
1561,"1463232612592349187,I'll just cry so I can sleep."
1562,"1463237054372794369,""oh, i'm just thinking why we're so far from each other."""
1563,"1463237699058290689,""nothing love, let it be, i'm okay, you can go back to sleep."""
1564,"1463238596777836547,thank you for getting to know me."
1565,"1463239760772669445,haahhahahaha it's really fast when it comes to food."
1566,"1463235284787597312,tommaso really likes to wipe."
1567,"1463150879922528267,""If you remember this on the Dacera case that they were subjected to Drug Testing 😁 I don't know what kind of fact checking you're doing."""
1568,"1463164406339153931,""This @MahusayMagTweet, ask kuya rodolfo why his drug test result also has ususan address. Rappler will also immediately fact check BBM if the result he showed is fake. Don't be stupid."""
1569,"1463240216513159169,""before, bgc was really part of brgy. ususan, taguig, later on, bgy. fort bonifacio was created where lino cayetano even became barangay captain. we can verify the address of each health facility. reference: scribd.comdocument42424214."""
1570,"1463743002606665739,""WAHAHAHHAHAHAHA BOOM, NOT ALL GRADUATES ARE SMART, SOME ARE JUST TRYING TO BE SMART HAHAHAHA🤣🤣🤣"""
1571,"1463240165896327168,I just noticed this now. damn it!"
1572,"1463240742671839235,""right! and they only announced one award. it's so obvious that they're just using them for the audience."""
1573,"1463241059345965056,""So much! These people are so shameless, I'm so annoyed with them again."""
1574,"1463241990464684036,""so annoying 😭😭😭 if it wasn't for yoongi really wanting the award, i wouldn't give a damn about these fuckers."""
1575,"1463243034779217921,""I'M REALLY GOING TO SLEEP /srs"""
1576,"1463235913673150465,""k, you're bad. you really deserve to be killed."""
1577,"1463238835115298816,""lord, if it's not the right time, i accept it. i will humbly submit to your sovereignty. it's up to you. i will let it slip through my mind. i will just let things be."""
1578,"1463239787960168448,""i guess i'll only get kilig from shows, right?"""
1579,"1463243405635760128,""It's so nice to have a sister. 😭"""
1580,"1462646830454300672,""kyungsoo closed his eyes tightly and hugged his friend tightly. he felt like his decision was wrong but he really didn't want them to be together while yixing was still healing from his past. it’s unfair to his side. he knows his worth."""
1581,"1462646831960117251,""he deserves a man who has already moved forward and is ready to love a new one again. not someone who loves him but is still stuck in his past, which is why his mind and heart are so confused right now. he loves yixing, so much. but he won't be a fool for him."""
1582,"1462790884441800706,""baekhyun and sehun stayed at chanyeol's house so that baekhyun could be with kyungsoo. currently, the two are in the living room while chanyeol and sehun are in the kitchen. chanyeol is preparing snacks for them and sehun is helping him."""
1583,"1462790886119526402,""sin. sehun called out. chanyeol glanced at him for a moment and then turned his attention back to what he was doing. why? i just want to say sorry for what kuya alon did to mage. we're not that close, but i still want to say sorry on his behalf."""
1584,"1462790887650430978,""chanyeol pursed his lips as he lightly nodded his head. i appreciate that. and don't worry about it i'm more mad at myself than at kuya alon. sehun stopped what he was doing and turned to chanyeol. is it because you let what happened happen?"""
1585,"1462790889290428417,""chanyeol nodded. i had a bad feeling about kuya alon from the start but i let it go because mage really liked him. wherever mage is happy, i am too. sehun stared at him for a moment and then sighed lightly."""
1586,"1462790890913615875,""sehun turned his gaze back to what he was doing and then he spoke. sin, you have a crush on mage, right? chanyeol was stunned by sehun's sudden question. i mean, you love him, right? chanyeol couldn't answer and just stared into space."""
1587,"1462819338931474436,""sehun turned to look at chanyeol and chanyeol smirked slightly. with chanyeol's reaction, sehun already knows the answer. sehun sighed and nodded. i see. you really love him. i can tell you've loved him for a long time, am i right?"""
1588,"1462819342194593792,""chanyeol sighed and continued to mix their drinks. ever since. but it doesn't matter. i'm already contented just being close to him. that's enough for me. and besides, he loves kuya alon. i can see how much he loves him."""
1589,"1462819343733964801,""so, you won't try and confess to him? it's better to keep what i feel. i don't want mage to get confused. if i tell him what i feel, he'll feel pressured. he'd feel bad because he can't return the feelings. our friendship might be ruined because of that."""
1590,"1462819345357148166,""is that why you have a girlfriend? huh? is that why you have a girlfriend to put aside your feelings for him? chanyeol took a deep breath and walked to the ref to get some ice. at first but now i also like riki."""
1591,"1462819346871296004,""but mage is still number one in your heart? chanyeol didn't answer and busied himself with the drink he was mixing. enough about us. how about you and resi? your feelings are mutual and you've known each other for a long time, why are you in the courting stage?"""
1592,"1462819348888707078,""'cause i still want to do it right. slowly but surely. and we also haven't talked and seen each other for a long time. a lot has changed and been added to our lives so we still need to have this getting to know stage, this courting stage."""
1593,"1462819350365151234,""hmm, that's right. but let me ask you something, at first you said to resi you're just friends, why? sehun smirked a little and he felt a little embarrassed. it's embarrassing but i was scared. scared? of what?"""
1594,"1462819351845769217,""i was afraid that the pain i experienced in our past would happen again. to be honest, resi's sudden disappearance really affected me. i loved him and then he just disappeared like a bubble. i don't even know what happened so i don't know what to think."""
1595,"1462819353276018688,""chanyeol nodded and took a deep breath. that's right. if i were in your position, i would be scared too. it's a good thing you took a risk again. were you triggered by resi's supervisor? sehun couldn't help but laugh but he nodded in response to chanyeol's question."""
1596,"1462819354739806210,""that actually really made me feel more scared but this time its scared about totally losing resi. i mean, id rather be hurt again with the same pain from the past rather than being hurt from a new pain which is losing resi to another person. kaya im risking it."""
1597,"1462819356178452481,""sir clark became your wake up call huh? yeah. i guess. sana ikaw din magkaron ka ng taong gigising sayo. tss. gago. ayos na'nga ako sa sitwasyon namin ngayon. youre saying that now kasi di pa secured talaga si mage pero tignan mo talaga pag yan si kuya alon naging."""
1598,"1462819357797486599,""it's really okay and he'll really be serious with mage. you'll feel what i felt. stop it. let's go. i'm done here. are you done with the nachos dip? sehun nodded and he carried the bowl of dip and the bowl of nachos."""
1599,"1462819359429038084,""they both came out of the kitchen and went straight to the living room where the two friends were talking. when they got there, kyungsoo was no longer crying and the two were already gossiping. mage recovered so quickly from crying. sehun whispered, laughing."""
1600,"1462819360913776645,""that's how he is. but i'm sure later when he's alone again he'll cry again. then don't leave him alone. sleep with him in his room. what are you crazy? i've never even been inside his room. really?"""
1601,"1462819362469933061,""yes. i have full respect for him so i never enter his room. kuya alon was even the first one to enter there before me. wow. you've been friends for so long and you've never really entered there? yes. he often enters my room without permission."""
1602,"1462819363979812867,""even if he lets you into his room, you don't go in? yes. i make excuses. anyway, let's go. chanyeol approached kyungsoo and baekhyun first and placed the tray with a pitcher of juice and glasses on the table."""
1603,"1462819365712056327,""he took one of the mugs there that had hot choco in it and gave it to kyungsoo. here you go. swiss miss with coffee and cream to make you calmer. kyungsoo looked at chanyeol and his gaze softened slightly as he pouted a little."""
1604,"1462819367385665536,""thank you, bes. you really know me. chanyeol just smiled at him and sat beside him. sehun was smirking while putting the chips on the table. baekhyun noticed his smirk so he stared at sehun with a slightly furrowed brow."""
1605,"1462819369172357120,""sehun walked towards baekhyun and sat beside him. why are you smirking there? baekhyun immediately asked sehun. ha? oh nothing. nothing he said. sehun laughed a little and pinched baekhyun's nose which surprised the other."""
1606,"1462819370820792324,""so cute. nothing. anyway, how's mage? baekhyun took a deep breath and took some chips from the bowl before speaking. he's a little calm now. he said their conversation with kuya alon was fine. he just really chose to break up with him to give."""
1607,"1462819372389437444,""kuya alon time to heal and move forward on his own. he told him that if he's already fully healed and has moved forward, he'll give him another chance. really? wow. he really loves kuya alon. so much. i get him. it's really different with first love."""
1608,"1462819374067118085,""sehun stared at baekhyun and smirked slightly. hmm speaking of first love, who's your first love, kupz? is it me? baekhyun seemed to choke on the chips he was eating so sehun quickly got some juice and gave it to baekhyun."""
1609,"1462819375686184967,""luh. babes, are you okay? what happened to you there? kyungsoo asked worriedly. baekhyun nodded and focused on drinking the juice. sehun gently caressed baekhyun's back and he tried his best to hold back a big smile."""
1610,"1462909562659299329,""91 yieee resi first love clae-clae."""
1611,"1462912185386999817,""92 go ahead and ruin clae-clae's happiness."""
1612,"1463058381137059842,""93 in this house we're the decision-makers."""
1613,"1463078774019223553,""95 in you my fresh confidence."""
1614,"1463240133038149634,""96 so strong clae-clae."""
1615,"1463271118165315586,""99 update babes dib."""
1616,"1464055145050689537,""before lunch, sehun went to baekhyun's house. baekhyun's mom told him to have lunch there. when sehun arrived, baekhyun was still taking a shower, so he helped baekhyun's mom cook first."""
1617,"1464055146711633930,""how's your courtship with resi, son? baekhyun's mom asked. it's okay, tita. resi is not making it too hard for me. but tita, your son is really stubborn. when they have overtime, he always skips dinner."""
1618,"1464055148225843204,""oh my god, son. that's what i've been telling resi. i told him to eat at the right time whenever they have overtime because he's weak. that's right, tita. but that won't work on me, so what i do is i go to his office to bring him food."""
1619,"1464055149886799874,""baekhyun's mom laughed slightly and even nodded her head. that's right. it really has to be forced for him to follow. baekhyun's mom looked at sehun and smiled softly at him. son, thank you so much. thank you for taking care of my son."""
1620,"1464055151497338882,""sehun turned to look at her and smiled shyly. it's my responsibility, tita. taking care of him is part of my love for him. i was right about you the first time i saw you at the market. i knew you were a good kid."""
1621,"1464055153120538628,""sehun just smiled and they continued with what they were cooking. a little later, baekhyun suddenly shouted from upstairs because he was taking a shower in the 2nd floor bathroom. mom! where's the shampoo?! there's no more shampoo here! oh son! it's downstairs! in the bathroom!"""
1622,"1464055154802446339,""can you bring it up to me, mom! baekhyun's mom was about to get shampoo for her son but sehun stopped her. tita, i'll get it. you can just continue cooking there. oh okay, son. the shampoos are just at the entrance."""
1623,"1464055156203397125,""okay po. i'll get it for resi. sehun quickly ran to the bathroom and immediately saw the shampoos. he took the big one and quickly ran upstairs."""
1624,"1464055157684006917,""when he got there, he didn't expect to see baekhyun in the hallway, wrapped in a towel and with wet hair. he stared at him from head to toe and swallowed hard."""
1625,"1464055159252676610,""he knew that baekhyun was fair-skinned but he didn't expect him to be this fair and have such smooth skin. he was slightly surprised when baekhyun suddenly turned to him. oh you little monster! why are you here?!"""
1626,"1464055160708108293,""baekhyun shouted in surprise and covered his body with his hands. sehun quickly turned away and he could feel his heart pounding fast. he didn't mean to but he saw baekhyun's pandesal in front."""
1627,"1464055162188664836,""if you look at baekhyun, he looks skinny, but when you see his body, he also has some hidden muscles. so-sorry, resi. tita was cooking so i got the shampoo. where's the shampoo?! h-here."""
1628,"1464055163677646850,""sehun was about to turn to hand over the shampoo but baekhyun suddenly shouted. don't turn around! just hand me the shampoo! i'll come closer to get it! if you turn around i'll really push you! sehun quickly nodded and handed the shampoo behind him."""
1629,"1464055165481144320,""baekhyun slowly approached him and quickly took the shampoo and then ran back into the bathroom. when he entered the bathroom, he let out a very deep sigh and here he felt even more embarrassed."""
1630,"1464303545599946752,""101 you're so cute clae-clae."""
1631,"1464309839950069764,""102 that's right kuya keen, trigger him more."""
1632,"1464314269164470273,""103 just breathe clae-clae."""
1633,"1464317029503012867,""105 resi is hungry."""
1634,"1464888420434472962,""106 - narration i'll just put it here it's a bit long. ps. happy sunday (o^－^o)."""
1635,"1464898479218511878,""107 really mageni?"""
1636,"1464904789930643459,""108 aww resi you're still a baby."""
1637,"1464909779780849667,""109 shutacca talaga mageni."""
1638,"1464913940836614147,""110 damn mage hahahahahaha."""
1639,"1464915130022436867,""/commercial/ i was so shocked by resi's tweet i don't know why i typed 'the eye'. i'm thinking why i typed that, i'm sorry you guys."""
1640,"1465343807566745605,""111 babie ang resi."""
1641,"1463243147845472256,""I'm so blessed to have a super kind TL who loves me so much 😭"""
1642,"1463243341928484865,""thank you ate joy!! as in her being an older sister extended even more when she found out what happened to me."""
1643,"1462679855993032705,""the urge to overexplain so your words won't be twisted against you."""
1644,"1463243434366357504,""yes i'm a stalker and that was really a subtweet for you."""
1645,"1463148886894297088,""i think there's no problem with the management if they want to rest, it's just that there are so many opportunities knocking on the boys' doors these past few months. they are so lucky not everyone is given that kind of attention. i know some artists really just rested their careers. so just grab and grab as long as there's an offer, especially if it's an endorsement. probably they'll also get to rest after the projects they've already said yes to. be patient pau, you guys are in demand, especially during the ber months, after that it will be okay again."""
1646,"1463161469135208458,""if you're on team abroad, there's no such thing as rest.. as long as there's a part-time job you can do, you'll really take it."""
1647,"1463238185597779969,""I can relate to not having rest, I've been working for more than 3 yrs nonstop.. As in no rest day.. It's a shame because of the income you could earn, though sometimes you'll really get tired.. But you have no choice, especially if you're a provider. @SB19Official #SB19"""
1648,"1463237863898640388,""this coffee is really a curse."""
1649,"1463240325170827267,""another episode of being scammys! i hate grammys so much, my morning is ruined."""
1650,"1462983656301993985,""just in the drug test result of aspirant bongbong marcos jr. is negative. in a vlog interview, marcos said he also submitted the drug test result to pdea, pnp and nbi. bilangpilipino2022 via dale de vera."""
1651,"1462986926772789254,""THE QUESTION IS, WHY DIDN'T YOU TAKE THE DRUG TEST AT PDEA? WHY DID YOU JUST SUBMIT THE RESULT?"""
1652,"1462993997492731910,""cryyy.. hehe let's not have leni take a drug test. just an iq test."""
1653,"1463078061222465543,""you're thinking of who needs an iq test but you're the one who's stupid for believing in altered/edited videos on tiktok."""
1654,"1463093119071645699,""What are you talking about tiktok. haha! you're so nosy."""
1655,"1463108979274371075,""i'll add more so you can get a bonus from the intel fund."""
1656,"1463242443264966660,""it's so sad when you're stupid like leni."""
1657,"1463240603173486592,""what's this, the one on my tl earlier was annoying me, come out quickly, i'll really reply to your tweet (clout chasing)."""
1658,"1463234775334801410,it's hard to be a christian."
1659,"1463238806077788171,I really can't fall asleep, damn it."
1660,"1463234962811867136,""oh really travel around the word?"""
1661,"1463238184226021379,""time check 4am and i have an 8am class later. this is what happens when you procrastinate for 3weeks xd."""
1662,"1463238120871116806,oh it's just so much fun."
1663,"1463242651054968835,""FUCK HAHAHAHAHHAHAHAH I DON'T KNOW BUT FUCK I'M REALLY LAUGHING AT YOU KEL HAHAHAHHAHA"""
1664,"1463240985987588096,""This is still so funny, hahaha."""
1665,"1463240066109640710,""oh my god, it's so cute, we both had a happy birthday."""
1666,"1463241328587067393,""OH MY GOSH, THANK YOU SO MUCH, I THOUGHT IT WAS REALLY GONE. 😭 SO HAPPY JUNGWON CAME HOME TO YOU 😊"""
1667,"1463235120601579524,""Ate mochi is really canceled #5GSpace x.com/i/spaces/1YqKDqYLRMBGV"""
1668,"1463239163310837760,""it's really time for you to sleep ate mochi hahahahaahahhaah 5gspace x.comispaces."""
1669,"1463154262607814674,""watch pres. rodrigo duterte's pre-recorded talk to the people invidious.tiekoetter.comwatch?vvtavy1sd."""
1670,"1463162991424286723,""pres. duterte: i am very pleased to inform the entire nation that we continue to beat covid-19. the positivity rate is down from 3.for on november 18 to to.3 today. (via news5maricel halili)."""
1671,"1463163081224298506,""pres. duterte: thank you. by the grace of god, the cases have gone down but we still have to follow health protocols being implemented by the government if we really want to make a headway. (via news5maricel halili)."""
1672,"1463163299353305109,""Pres. Duterte: if you want to work and don't want to get vaccinated, the employer is not obligated to accept you. (via News5/Maricel Halili)."""
1673,"1463163360057380875,""Pres. Duterte: I appeal to all governors and mayors, bring your constituents to the vaccination sites. (via News5/Maricel Halili)."""
1674,"1463163426348355597,""Pres. Duterte: 'yung pupunta sa (fastfood para magpabakuna), i am authorizing all governors and mayors, gumastos na lang kayo ng pera. papalitan ko na lang yan balang araw. pakainin niyo na lang sila. (via news5maricel halili)."""
1675,"1463163509953466379,""pres. duterte: if you don't want to get vaccinated, you're not allowed in restaurants, just stay by the sea. (via news5maricel halili)."""
1676,"1463163653889396755,""pres. duterte: i know of one girl who's really almost mad at me because why did davao get nothing. i said, that is the price we have to pay. you dont want to be that you're prioritizing your own.(via news5maricel halili)."""
1677,"1463239085221289984,""really, how much is that from the ntf elcock again?"""
1678,"1463238347774517250,""I really have to start this again. Motivation please.."""
1679,"1463238393857384448,""i really can't do 6am, i wish it was just 3am because my sleeping time is always 4-5am :(."""
1680,"1463242314411773952,""we really don't know when we'll leave this world, what shocking news. inna lillahi wa inna lillahi rajion!"""
1681,"1463142440488288262,@TaniMoonBlood @nochillxkarl as far as I know tantan likes armpits."
1682,"1463238034325868547,""omsim, it's really tantan hahahaha."""
1683,"1463084659907072001,""can't it be now?"""
1684,"1463242362042339331,""Really? Did they let each other listen to it? It means they're stronger than those bastards. BBS ANJI."""
1685,"1463328158329966592,""Their separate Kumu live was a long time ago. So I'm not sure if they heard each other."""
1686,"1463237717471469568,""Is it really this noisy in Japan? Haha! Kidding aside. I enjoyed it here. #sushiro"""
1687,"1463048171249364992,""got my balloons, thank you for the birthday bash with a sparkling red flag, my dear t.a. 33 i love you so much xd."""
1688,"1463076477977903105,""hbd i love you so much, baby."""
1689,"1463237308090499074,I LOVE YOU SO MUCH REALLY BABY."
1690,"1463239361978257413,""Whooo! 40 energy is real🤩. The manager is so kind 😍"""
1691,"1463237216478511106,""Damn, I can't resist the beat of BMW, but I really don't like the lyrics."""
1692,"1463234937243402242,""aghhhhhhhh why am i getting affected, it hurts hehehe."""
1693,"1463235676078424064,""where am i really hurting? is it because i'm still expecting that we'll be okay and that our friendship won't be lost, even though we had a fight, or is it because i found out that not all your friends will really last in my life."""
1694,"1463236507989262339,""anyway it was okay at first to end the friendship because i was really so mad at them, it was a misunderstanding, how could they tweet something like that, so we reacted immediately until things happened so fast we were just surprised that it was okay to unfriend."""
1695,"1463237782650834944,""i don't know if you'll read this, but guy's im the type of person who doesn't hold grudges, even if what happened was painful, my anger heals quickly, and i miss it so much especially since it's almost christmas, anyway if you're really happy that you're just with each other it's ok."""
1696,"1463238915834322945,""we will move forward now, thank you and i know we also hurt you with the words we said, but i want to clarify that it's just a word and we didn't meant it im so sorry, god knows how i feel right now, when i stalked you but i said it's okay."""
1697,"1463239403099222017,""It's like I'm moving on, thank you guys!! For the days that you were a part of my life, and for the happy memories, I will treasure them. God bless you all!"""
1698,"1463240997807083522,""tf scammys talaga."""
1699,"1463237737750798345,""there's really someone who gets converted every time i post a story of yeonjun hajshsjahaha i'm doing my job well __."""
1700,"1463237848102965256,""still kilig from yesterday, mi bb gave me to buy my precious postcards i told him to mine it for me but he doesn't know how then he said go get it na, mine mo. then he asked for my gcash afterwards. oh my god talaga."""
1701,"1463237854197260289,""that's his gift for my birthday."""
1702,"1463237857120686080,""what he doesn't know is that i bought a lot more, maybe hahahaha."""
1703,"1463237858697699328,""if he doesn't have things to do, i might have mined a lot more, what a thick face, forgive me for being so marupokpok."""
1704,"1463245190534086659,""It's really hard to get hungry in the middle of the night. Hahahaha."""
1705,"1463242390693560322,""i'm not sure if i'm really alive."""
1706,"1463241623354048513,""My eyes really hurt when I don't get enough sleep."""
1707,"1463233499599556610,""my brain is really 2g because of law 5gspace x.comispaces."""
1708,"1463242684672339969,""I REALLY FEEL LIKE I REMEMBER HIM, WHERE IS HE FROM?"""
1709,"1463242864423358465,""ISN'T HE FROM YOUR PLACE IN CANADA HAHAHAHAHA"""
1710,"1463243041699872770,""Damn it, it's obvious I was just watching them when they got crushed by JPN."""
