id,text,preprocessed_text,english_translation
1463249398368854018,but honestly,sana talaga bayad kayong mga robredogs and anti-marcos kasi sobrang saklap kung tanga kayo for free :(( ,"but honestly, sana talaga bayad kayong mga robredogs and anti-marcos kasi sobrang saklap kung tanga kayo for free (."
1463248940959035395,what really?? sana all paid noh or maybe u’re one of those trolls na kumikita ng ganyan to spread shit wow send money naman sa gcash share ur blessings bestie,what really?? sana all paid noh or maybe ure one of those trolls na kumikita ng ganyan to spread shit wow send money naman sa gcash share ur blessings bestie.,"what really?? i wish everyone was paid. or maybe you're one of those trolls who earns that much to spread shit. wow, send me some money on gcash, share your blessings, bestie."
1463244557575856128,Cutie talaga,cutie talaga.,really cute.
1463244138413838339,Buti nalang talaga bumaba na ang BP ni nanay susko,buti nalang talaga bumaba na ang bp ni nanay susko.,"thank goodness mom's blood pressure has gone down, my gosh."
1463244758743093250,Hindi pa rin talaga ako ready 'noh?,hindi pa rin talaga ako ready 'noh?,"i'm still not ready, you know?"
1463150830807257088,true ganda kaya ng template ng St. Luke's for test results and yes always may colored logo,true ganda kaya ng template ng st. luke's for test results and yes always may colored logo.,"true, the template of st. luke's for test results is really nice, and yes, it always has a colored logo."
1463243748088086528,Bobo ka talaga wala ka alam,bobo ka talaga wala ka alam.,"you're really stupid, you don't know anything."
1463244383067598849,Sabi ko sa inyo eh walang pasok sa thursday LAKAS TALAGA NG PANGAMOY KO KAPAG WALANG PASOK NYARM,sabi ko sa inyo eh walang pasok sa thursday lakas talaga ng pangamoy ko kapag walang pasok nyarm.,"i told you, there's no class on thursday. my sense of smell is really strong when there's no class."
1463243531359866888,gumamit lang ng idol character pero sila talaga yon 🥴 ginawang fem para pasok sa fantasy tapos imamatch sa edad nila yuck krazy y/n,gumamit lang ng idol character pero sila talaga yon ginawang fem para pasok sa fantasy tapos imamatch sa edad nila yuck krazy yn.,"they just used an idol character but it's really them. they made them female to fit the fantasy and then matched them with their age, yuck, crazy y/n."
1463243024503173120,halos nagsidatingan na yung mga parcels ko pero yung isang hinihintay ko talaga hanggang ngayon wala pa,halos nagsidatingan na yung mga parcels ko pero yung isang hinihintay ko talaga hanggang ngayon wala pa.,"almost all of my parcels have arrived, but the one i'm really waiting for still hasn't arrived."
1463243937196376072,"To be honest, kinikilig ako sa interactions nila pero since alam ko naman na naset na yung boundary, wala ng malisya sa akin kulitan nila. And if nakilala talaga nila si Anji, they would know na normal Anji yun. Tingnan nyo nga sarili niyo sa salamin bago kayo sumatsat.","to be honest, kinikilig ako sa interactions nila pero since alam ko naman na naset na yung boundary, wala ng malisya sa akin kulitan nila. and if nakilala talaga nila si anji, they would know na normal anji yun. tingnan nyo nga sarili niyo sa salamin bago kayo sumatsat.","to be honest, i get butterflies from their interactions, but since i know the boundary has been set, their playful banter has no malice for me. and if they really knew anji, they would know that's just normal anji. look at yourselves in the mirror before you talk."
1463091703099760644,Lol naalala ko tuloy yung guest si sandro sa isang zoom meeting with ChED ata yun. Di ba usually may nagpipicture for docu after,yung kanya ata wala naipagmalaki for pubmat ang mga marcos kasi naka #MarcosMagnanakaw yung profiles ng mga audience hahaha,"laugh out loud naalala ko tuloy yung guest si sandro sa isang zoom meeting with ched ata yun. di'ba usually may nagpipicture for docu after, yung kanya ata wala naipagmalaki for pubmat ang mga marcos kasi naka yung profiles ng mga audience hahaha."
1463247420486152192,di ko pa talaga ka-grasp mga concepts,di ko pa talaga ka-grasp mga concepts.,i still can't really grasp the concepts.
1463243996596158469,uu. pero minsan ginagamit ko parin iphone ko kasi buhay pa naman pero lapit na talaga sha mag give up sayout.me/say/pausibol,uu. pero minsan ginagamit ko parin iphone ko kasi buhay pa naman pero lapit na talaga sha mag give up.,"yes. but sometimes i still use my iphone because it's still working, but it's really about to give up."
1463239533021909000,Tangina thomas ikaw talaga ang laman ng puso ko,tangina thomas ikaw talaga ang laman ng puso ko.,"fuck, thomas, you're really the one in my heart."
1463239534867468288,Tapos si yuki yung blood,tapos si yuki yung blood.,and then yuki is the blood.
1463243261879877636,hahahaha puta sakit talaga ng ulo ko.,hahahaha puta sakit talaga ng ulo ko.,"hahahaha, damn, my head really hurts."
1463244407738535937,Na whatever that I’m about to do. You’ll know na magkakamali ako and it makes me ask my myself kung mali ba talaga yung pinapasok ko?,na whatever that im about to do. youll know na magkakamali ako and it makes me ask my myself kung mali ba talaga yung pinapasok ko?,that whatever i'm about to do. you'll know that i'll make a mistake and it makes me ask myself if what i'm getting into is really wrong.
1463243192577376256,Kakatuleggg talaga mag solve pag madaling Araw as in HAHAHAHAHAHA.,kakatuleggg talaga mag solve pag madaling araw as in hahahahahaha.,"it's really so sleepy to solve problems in the early morning, as in, hahahahahaha."
1463245987619610626,DreamyK... sa tuwa niya Kay Maymay ginawa pa talaga niya ng damit #MayWard,dreamyk. sa tuwa niya kay maymay ginawa pa talaga niya ng damit.,"dreamyk... in his happiness for maymay, he really even made her a dress."
1463266300692770829,Nakakatuwa blog nia lage q pinapanood,kahit video ng #MayWard,nakakainis lang pati cia sinasabihan ng fake news ng mga basher ni dodong para siraan #mayward #maymayentrata #edwardbarber
1463267217722654722,Buti bhe at sinagot mo... #MayWard @maymayentrata07 @Barber_Edward,buti bhe at sinagot mo.,"good thing you answered, bhe..."
1463243077557137408,"Ilang taon man piliin mong wag umuwi mapapaisip ka talaga minsan , deserve ko ba talaga na hanggang ngyon eh hindi mo parin napipili ung sarili pra sumaya s kung anong meron ka ngyon.","ilang taon man piliin mong wag umuwi mapapaisip ka talaga minsan, deserve ko ba talaga na hanggang ngyon eh hindi mo parin napipili ung sarili pra sumaya s kung anong meron ka ngyon.","no matter how many years you choose not to come home, you'll really think sometimes, do i really deserve this, that until now you still haven't chosen yourself to be happy with what you have now."
1463244538030399490,ayoko na talaga maginom aa,ayoko na talaga maginom aa.,i really don't want to drink anymore.
1463085698517401600,2st ate,2st ate.,2st sis.
1463090024992284675,hala i mean 1st ate,hala i mean 1st ate.,"oh, i mean 1st, sis."
1463090751991324672,Ano ba nkalagay? Di ba 1st yun?,ano ba nkalagay? di'ba 1st yun?,what does it say? isn't it 1st?
1463091040802328576,2st ate typooo,2st ate.,"2nd sis, typo."
1463092582842769408,Hahahaha d ko Nkita yung 2 po,hahahaha d ko nkita yung to po.,"hahahaha, i didn't see the '2'."
1463244147427479557,"ANG NASABI KO NA LANG TALAGA AY """"TRUE BA?"""" binili ko ung naka top loader dko alam ganon pala ung makukuha ko sa inorder ko HAHAHAHAHAHAA hay baka naman trade sa wd ni yk hahahaa",ang nasabi ko na lang talaga ay true ba? binili ko ung naka top loader dko alam ganon pala ung makukuha ko sa inorder ko hahahahahahaa hay baka naman trade sa wd ni yk hahahaa.,"the only thing i could really say was """"is this true?"""" i bought the one in the top loader"
1463243063879356416,also received my pasabuyss from madam kei! ngl kinilig ako dun sa mahagrid and pawsitive influencer pwede na kami magtwinning ni YK&LK HAHAHAH salamatttt @127to122!! Sa susunod ulit #127to122_feedback,also received my pasabuyss from madam kei! ngl kinilig ako dun sa mahagrid and pawsitive influencer pwede na kami magtwinning ni yklk hahahah salamatttt!! sa susunod ulit.,"also received my orders from madam kei! ngl, i got butterflies from the mahagrid and pawsitive influencer. we can now be twins with yk&lk, hahahah. thank you!! until next time."
1463243844464439298,yung nagpa RT lang talaga sya ng pawsitive influencer tapos ako,,🤡
1463243412858028032,Fudge na hu hook na ako talaga sa BTS Unti unti na akong nagiiging Army.,fudge na hu hook na ako talaga sa bts unti unti na akong nagiiging army.,"fudge, i'm really getting hooked on bts. i'm slowly becoming an army."
1463508568921935874,Patugtugin mo na rin yung one-hour loop ng Permission to Dance. Hahaha. Diyan ako nagsimula. Hahaha. 🤣🤣,patugtugin mo na rin yung one-hour loop ng permission to dance. hahaha. diyan ako nagsimula. hahaha.,you should also play the one-hour loop of permission to dance. hahaha. that's where i started. hahaha.
1463244063881273359,magalit kayo kung sinadya namin pero sinadya ba talaga namin?,magalit kayo kung sinadya namin pero sinadya ba talaga namin?,"get mad if we did it on purpose, but did we really do it on purpose?"
1463243082015514628,"tutulog na ako di na talaga maganda yung inggit na naffeel ko ngayon, ikakadeds ko na talaga jshdsjhdje chz wanhap","tutulog na ako di na talaga maganda yung inggit na naffeel ko ngayon, ikakadeds ko na talaga chz wanhap.","i'm going to sleep now, the envy i'm feeling right now is not good, it's really going to kill me, just kidding, good night."
1463242796069187584,"baka maging ia na ulet ako dito since simula na talaga ng 2nd quarter, kailangan ng magseryoso.","baka maging ia na ulet ako dito since simula na talaga ng 2nd quarter, kailangan ng magseryoso.","i might become inactive here again since the 2nd quarter is really starting, i need to be serious."
1463242624270143496,"mine jay scylla na pala hindi na interested, mine na talaga yes po mine 100% sure can payo lesgo","mine jay scylla na pala hindi na interested, mine na talaga yes po mine 100 sure can payo lesgo.","jay scylla is no longer interested, it's really mine, yes, mine, 100% sure, can pay, let's go."
1463287687314489345,yours po! dm po :),yours po! dm po.,yours! dm please.
1463243113032404994,Kinikilig talaga ko buong araw HAHAHA,kinikilig talaga ko buong araw hahaha.,"i've been feeling giddy all day, hahaha."
1463243067889426432,"not to be insensitive or what but there are nights talaga where i wonder what kind of aus pa kaya yung magagawa ni miss 99MISFITS if hindi siya nag-deactivate. coz yk, fallacy's the first and only au of her that i've read and i learned alot talaga. i just hope she's doing good :(","not to be insensitive or what but there are nights talaga where i wonder what kind of aus pa kaya yung magagawa ni miss 99misfits if hindi siya nag-deactivate. coz yk, fallacy's the first and only au of her that i've read and i learned alot talaga. i just hope she's doing good.","not to be insensitive or what, but there are nights when i really wonder what kind of aus miss 99misfits would have made if she hadn't deactivated. because, you know, 'fallacy' is the first and only au of hers that i've read and i really learned a lot. i just hope she's doing good."
1466260621356269570,same :(( my first au was fallacy and ano ba reason kung bakit nagdeact si author?,same ( my first au was fallacy and ano ba reason kung bakit nagdeact si author?,"same. my first au was fallacy, and what was the reason why the author deactivated?"
1463243091008057347,ang walang kwenta talaga ng mga live tweets ko hahaha,ang walang kwenta talaga ng mga live tweets ko hahaha.,"my live tweets are really so worthless, hahaha."
1463240632151932928,Jusq inabutan na naman ako ni Mamshie. Nakakapressure talaga matulog kapag gumigising na ung mga tao 🤣🤣🤣,jusq inabutan na naman ako ni mamshie. nakakapressure talaga matulog kapag gumigising na ung mga tao.,"my gosh, mom caught me again. it's so pressuring to sleep when people are already waking up."
1463238729405849600,PUTANGINA MO THOMAS NAUULOL TALAGA KO SAYO,putangina mo thomas nauulol talaga ko sayo.,"fuck you, thomas, i'm really going crazy for you."
1463244398125142016,Di talaga uso sa kanya ang JOKE noh. Rold when?,di talaga uso sa kanya ang joke noh. rold when?,"jokes are really not a thing for him, huh. rold, when?"
1463242375371714565,pinapatigil na talaga ako mag-pack ng universe 🤕,pinapatigil na talaga ako mag-pack ng universe.,i'm really being stopped from packing the universe.
1463240247345807360,"i mean look at him, he so pretty. °^°","i mean look at him, he so.","i mean look at him, he's so pretty."
1463241428109492224,*he's talaga 'yon putsngns,he's talaga 'yon putsngns.,"*he's really the one, damn it."
1463242472776093697,ETO NA TALAGA BEH DALIAN MO NA,eto na talaga beh dalian mo na.,"this is it, beh, hurry up."
1463244581521149953,WHAT IF LANG YAN KABAG LANG YAN HAHAHA,what if lang yan kabag lang yan hahaha.,"what if that's just gas, hahaha."
1463241276438896642,"Apakafresh pa sakanya ung ""love"", yawit mamamatay talaga ung sisira ng meaning nun sakanya","apakafresh pa sakanya ung love, yawit mamamatay talaga ung sisira ng meaning nun sakanya.","'love' is still so fresh to him, damn, the person who will ruin the meaning of that for him will really die."
1463244973004898309,pagnagkafree time talaga ako,magrerewatch ako Vincenzo ,"pagnagkafree time talaga ako, magrerewatch ako vincenzo."
1463245961245773827,Wasakan ng speaker talaga pag dating ng december 1,wasakan ng speaker talaga pag dating ng december 1.,the speakers will really be destroyed come december 1st.
1463071766998183938,Pag si Drilon akusahan mo ng corruption kakasuhan ka ng libel. Pero pag si Drilon nang-akusa ng corruption,'In Aid of Legislation.' Only in the Philippines lang!,"pag si drilon akusahan mo ng corruption kakasuhan ka ng libel. pero pag si drilon nang-akusa ng corruption, 'in aid of legislation.' only in the lang!"
1463242420015878144,Abuso! Trapo talaga!,abuso! trapo talaga!,abuse! a real traditional politician!
1463245837497032705,goodnight na talaga leg8 pa sa leg8!!!,goodnight na talaga leg8 pa sa leg8!,"goodnight for real, more legit than legit!!!"
1463241789280702470,morning ghorl #scammys talaga x.com/missvirkoo/status/1463…,morning ghorl talaga.,"morning, girl, really #scammys"
1463242441817948161,oo sis jwu e HAHAHAHAHHAHAHA dina talaga nagbago si #scammys,oo sis jwu e hahahahahhahaha dina talaga nagbago si.,"yes, sis, i just woke up, hahaha, #scammys really hasn't changed."
1463240288965586949,#scammys TALAGA HAHAHAHA,,salamat sa lahat grammy :)) btw
1463088411846197249,yun oh,out na ko sa work !! tangina nakaka urat !! musta gabi niyo??,"yun oh, out na ko sa work!! tangina nakaka urat!! musta gabi niyo?"
1463088990555308035,Walang maganda sa gabi ko ngayon,walang maganda sa gabi ko ngayon.,there's nothing good about my night tonight.
1463089551719600135,ayy malungkot to ahh,ayy malungkot to ahh.,"ayy, this is sad."
1463090219452809217,sige isasama ko kayo sa pagdadasal ko !! :D,sige isasama ko kayo sa pagdadasal ko!,"okay, i'll include you in my prayers!"
1463090724086312964,hala?? :(( di ba maganda?,hala?? ( di'ba maganda?,oh no?? isn't it good?
1463241942259560449,Palakasan nalang ng loob talaga hahaha,palakasan nalang ng loob talaga hahaha.,"it's really just a matter of who has the stronger will, hahaha."
1463243979701436418,For me,i think i deserve dis ticket kase po i'm really trying my best para pagsabayin yung studies at the same time pagffangirling ko sa esbi.Mahirap pero kaya!:>And gusto kopo kase talaga makapanood ng OurZone Concert🥺 @SB19Official #SB19,"for me,i think i deserve dis ticket kase po i'm really trying my best para pagsabayin yung studies at the same time pagffangirling ko sa pero kaya!:and gusto kopo kase talaga makapanood ng ourzone concert."
1463097035700129797,yung frustrated chef ka tapos frustrated adonis dancer ka pa HAHAHAHAHAHAHAHAHA,yung chef ka tapos adonis dancer ka pa hahahahahahahahaha.,"when you're a frustrated chef and also a frustrated adonis dancer, hahahahahahahahaha."
1463224785459363840,tang ina sarap mo ah? kainin kita?,tang ina sarap mo ah? kainin kita?,"damn, you're delicious, huh? should i eat you?"
1463241344856780800,eto talaga pinakahinihintay ko salamat sa notice g agad,eto talaga pinakahinihintay ko salamat sa notice g agad.,"this is what i've been waiting for, thanks for the immediate notice."
1463115106045218822,Di ba kayo lulubog? Buti naman,di'ba kayo lulubog? buti naman.,aren't you going to sink? good for you.
1463243933824086020,lakas ng tama netong jeje neto daming naiisip amp si Aaron talaga may kasalanan non e.,lakas ng tama netong jeje neto daming naiisip amp si aaron talaga may kasalanan non e.,"this jeje is so high, he thinks of so many things, damn it, aaron is really the one at fault for that."
1463245362446041090,Ekis ka talaga sakin Alan Peter Cayetano. Leche ka. Ipamudmod mo na lang na tag sampunglibo sa mahihirap yang ginagastos mo sa political ads. #NoToCayetano #BBMSARA2022 #Eleksyon2022,ekis ka talaga sakin alan peter cayetano. leche ka. ipamudmod mo na lang na tag sampunglibo sa mahihirap yang ginagastos mo sa political ads.,"you're really a big no for me, alan peter cayetano. damn you. just give the money you're spending on political ads to the poor, ten thousand each."
1464444301782708224,Ekis ka rin panget . Ang Ganda-ganda ng programang Sampung Libong Pag-asa ni Cong Alan Peter Cayetano,ekis ka rin panget. ang ganda-ganda ng programang sampung libong pag-asa ni cong alan peter cayetano.,"you're also a no, ugly. the ten thousand hope"" program of cong. alan peter cayetano is so beautiful."
1464246589568946183,Magpasalamat na lang sana na may mga natutulungang kapwa mo Filipino,magpasalamat na lang sana na may mga natutulungang kapwa mo filipino.,you should just be thankful that there are fellow filipinos being helped.
1464120812139548674,Pag sinampal ko mukha mo sampung libong barya bigay ni Cong Alan Cayetano awts ka talaga,pag sinampal ko mukha mo sampung libong barya bigay ni cong alan cayetano awts ka talaga.,"if i slap your face with ten thousand coins given by cong. alan cayetano, you'll really be in pain."
1464291264468193284,Peste ka Mas Marami na tulungan si Cong Alan Kaya manahimik ka,peste ka mas marami na tulungan si cong alan kaya manahimik ka.,"you pest, cong. alan has helped more people, so just shut up."
1464245277267664898,Marunong lang tlgang tumulong si Sirr Alan Peter. d katulad puro paninira wala ka nman dulot ur ambag sa bansa,marunong lang tlgang tumulong si sirr alan peter. d katulad puro paninira wala ka nman dulot ur ambag sa bansa.,"sir alan peter just really knows how to help, unlike others who just criticize and have no contribution to the country."
1464196305505292290,Buti pa nga si cong. AlanCayetano may mga programa para makatulong sa nangangailangan na may pandemya pa din ang bansa ekis ka din brod puro putak di ka nakakatulong,buti pa'nga si cong. alancayetano may mga programa para makatulong sa nangangailangan na may pandemya pa din ang bansa ekis ka din brod puro putak di ka nakakatulong.,"it's a good thing that cong. alan cayetano has programs to help those in need while the country is still in a pandemic. you're also a big no, bro, you just keep talking but you're not helping."
1464108372253310979,Leche ka din! If I know isa ka sa nag aabang mabigyan!,leche ka din! if i know isa ka sa nag aabang mabigyan!,"damn you too! if i know, you're one of those waiting to be given something!"
1464105147009617920,Maraming natulungan si cong alan at di naman kawalan yang boto mo kung ayaw mo syang iboto,maraming natulungan si cong alan at di naman kawalan yang boto mo kung ayaw mo syang iboto.,"cong. alan has helped many people, and your vote is not a loss if you don't want to vote for him."
1464094720863326212,Hala pala desisyon? Pala dikta ka? Wala kang natangap na ayuda kaya nag dedesisyon ka sa perang hindi naman sayo??,hala pala desisyon? pala dikta ka? wala kang natangap na ayuda kaya nag dedesisyon ka sa perang hindi naman sayo?,"wow, so you're decisive? you're so bossy? you didn't receive any aid, so you're making decisions about money that isn't yours??"
1464132114685718534,Ekis kana ngayon hindi ka lang kase nakakatanggap ng 10k ayuda dahil sa ugali mo,ekis kana ngayon hindi ka lang kase nakakatanggap ng 10k ayuda dahil sa ugali mo.,you're a no-go now because you're not receiving the 10k aid because of your attitude.
1464094730237902848,Lah tanga kb? Tagal tagal nang independent ni Cong. Alan saka un ads nya bayad ng sponsors pati sa ayuda lahat yon donasyon. Porket team duterte cayetano un grp sya na? Bobo ampota. Di nga legit grp yan bonaks,lah tanga kb? tagal tagal nang independent ni cong. alan saka un ads nya bayad ng sponsors pati sa ayuda lahat yon donasyon. porket team duterte cayetano un grp siya na? bobo ampota. di nga legit grp yan bonaks.,"are you stupid? cong. alan has been independent for a long time, and his ads are paid for by sponsors, and all the aid is a donation. just because he's part of the duterte-cayetano team, that's it? you're an idiot. that's not even a legit group, you moron."
1464218118784360456,samin never maeekis yan si Cayetano kasi ang daming nagawang magnda niyan at natulungan,samin never maeekis yan si cayetano kasi ang daming nagawang magnda niyan at natulungan.,"for us, cayetano will never be a no-go because he has done and helped so many good things."
1463296547634909185,"Yes, private hospital yan...mayroon yan mga PRO for VIP treatment.","yes, private hospital yan mga pro for vip treatment.","yes, that's a private hospital... they have pros for vip treatment."
1463246624700833793,Biglaan gala talaga dabest,biglaan gala talaga dabest.,spontaneous trips are really the best.
1463242373979262979,POTANGINA NAKAKA SAKIT SA ULO UNG THEORIES AT CONCEPT NG NCT SAD NAMAN GANDA LANG TALAGA AMBAG KO DITO,potangina nakaka sakit sa ulo ung theories at concept ng nct sad naman ganda lang talaga ambag ko dito.,"fuck, the theories and concepts of nct are so headache-inducing, it's sad, beauty is really my only contribution here."
1462903718941282304,"VP LENI WILLING TO WORK WITH INDAY SARA? In her interview with Rated Korina, Vice President Leni Robredo said she is willing to work with vice presidential aspirant Sara Duterte if both of them win in the 2022 elections.","vp leni willing to work with inday sara? in her interview with rated korina, vice president leni robredo said she is willing to work with vice aspirant sara duterte if both of them win in the 2022 elections.","vp leni willing to work with inday sara? in her interview with rated korina, vice president leni robredo said she is willing to work with vice presidential aspirant sara duterte if both of them win in the 2022 elections."
1463246856729681923,hahaha..asa kapa jan !lugaw talaga ang utak!,kapa jan!lugaw talaga ang utak!,hahaha... you're still hoping for that! porridge is really the brain!
1463246228645244930,Pag ito di pa talaga nanalo ewan ko nalang talaga sayo grammys hinayupak ka,pag ito di pa talaga nanalo ewan ko nalang talaga sayo grammys hinayupak ka.,"if this doesn't win, i don't know what to say to you, grammys, you son of a bitch."
1463240829141917696,GOOD TALAGA ANG MORNING 🥰,good talaga ang morning.,the morning is really good.
1463241020896804869,kakapuyat sayo grammy tas yun lang nomination ng bts scammy ka talaga,kakapuyat sayo grammy tas yun lang nomination ng bts scammy ka talaga.,"you kept me up all night, grammy, and that's the only nomination bts got? you're really a scam."
1463241708682944515,lason talaga ‘yan si nat,lason talaga yan si nat.,nat is really a poison.
1463242274746163202,Nag bakasyon daw kami (panaginip lang naman) kasama dogs sa ibang bansa. (Not sure where exactly) Tapos at night,may dalawang lalaki nagwawala inaatempt na nakawin yung aso ko. So,to defend
1463242277862600705,Luckily,nahampas ko yung isang guy na nagwawala duguan siya somehow. Tapos,later on
1463242280110678025,Di naman na ako kumawala kasi I know to myself I did nothing. So,ayun,sumama ako sa kanila. tapos pag baba namin ng sasakyan
1463242282086191105,The worriness felt so real,talaga! And at the same time,i was so flirtatious daw. hahaha. nilalandi ko yung guy cops
1463242283688468480,Afterwards,nandun na kami sa trial court na mukhang barangay lang. Hahaha. Tapos kaloka,si vp leni yung naging lawyer ko. bongga anek. haha.
1463242285248761863,Di ko na alam kung anong nangyari dun bigla na lang ako bumalik sa pinag iistayan namin. Tas ayun bumalik na sila kasama sila mama at kuya ko (siya nag drive) pati na rin yung aso ko. Tapos yung result,guilty daw sila. Ang galing daw kasi ni VP. hahahahaha,"di ko na alam kung anong nangyari dun bigla na lang ako bumalik sa pinag iistayan namin. tas ayun bumalik na sila kasama sila mama at kuya ko (siya nag drive) pati na rin yung aso ko. tapos yung result, guilty daw sila. ang galing daw kasi ni vp. hahahahaha."
1463242290084777984,Tas ayun hinug ko yung aso kk ng sobra and I woke up sad. :(((((,tas ayun hinug ko yung aso kk ng sobra and i woke up sad. ((((.,and then i hugged my dog so tightly and i woke up sad.
1463242291590492162,So ayun,kung sinoman gusto cumontact sakin para gawing short film yung panaginip ko,feel free to dm me. hahahhahaha.charet
1463240784421871618,Sarap talaga gumising na walang iniisip na problema,sarap talaga gumising na walang iniisip na problema.,it's so good to wake up with no problems on your mind.
1463095941720788994,Vakkla yan,o di ba? ,"vakkla yan, o di'ba?"
1463173866608549889,MALALAMAN TALAGA KUNG ANG PARENT(S) AY RETOKADA,PAG NANGANAK,hindi talaga mapagkaila. cguro naman may kilala kayo na mga ganitong nangyayariiba talaga pag organic ang beauty ng parents gaya ng bibis natin @thelionspride01 #boycottmzetxaptxgma261 - aldub/maichard forever 
1463241034369048586,Goin Crazy...TALAGA @aldenrichards02 nag iisa lang at wlang katulad c @mainedcm ..ORGANIC BEAUTY.. MABAIT AT MAPAGMAHAL,MAALAGA. BOYCOTT GMAxTAPE #BOYCOTTMZETxAPTxGMA261,"goin nag iisa lang at wlang katulad c beauty.. mabait at mapagmahal, maalaga. boycott gmaxtape."
1463241735568457729,Tangina? Ikaw na naman? HAHAHAHAHAHA!!!,tangina? ikaw na naman? hahahahahaha!,fuck? you again? hahahahahaha!!!
1463241996122746881,Shutangina talaga!!! HAHAHAHAHA!!,talaga! hahahahaha!,"damn it, really!!! hahahahaha!!"
1463242813307449346,Ano na? Bakit ikaw at ako na naman? HAHAHAHAHAHAHAHA!! I CAN'T!!!,ano na? bakit ikaw at ako na naman? hahahahahahahaha!! i can't!,what now? why is it you and me again? hahahahahahahaha!! i can't!!!
1463240191867437056,ang sipag ko talaga magstream ngayon tas sumali pa kong streaming team sa cb naman ni jongin AHAHHAHAHAHHA,ang sipag ko talaga magstream ngayon tas sumali pa kong streaming team sa cb naman ni jongin ahahhahahahha.,"i'm so diligent in streaming now, and i even joined a streaming team for jongin's comeback, ahahhahahahha."
1463095115174465537,Me and Tats have one thing in common,we can smell rotten fish a mile away. Anyone who joins hands with that 'Cement Spinster' has alterior motives. Like this fella ,"me and tats have one thing in common, we can smell rotten fish a mile away. anyone who joins hands with that 'cement spinster' has alterior motives. like this fella."
1463096437680398344,Tsk tsk. Considering na naging member siya ng PRRD Admin at kakaretire lang.,tsk tsk. considering na naging member siya ng prrd admin at kakaretire lang.,tsk tsk. considering he was a member of the prrd admin and just retired.
1463099296971046913,Di ba? Naki-ride on lang sya sa admin to attract political mileage. I saw it in your eyes General,you don't have much of a Poker-face now do you? ,"di'ba? naki-ride on lang siya sa admin to attract political mileage. i saw it in your eyes general, you don't have much of a poker-face now do you?"
1463107438794575872,Siguro nakita din ni PRRD iyan noong una kaya binypass siya ng ilang beses. Nang malapit nang magretire ay saka lang inappoint.,siguro nakita din ni prrd iyan noong una kaya binypass siya ng ilang beses. nang malapit nang magretire ay saka lang inappoint.,"maybe prrd also saw that at first, that's why he was bypassed several times. he was only appointed when he was about to retire."
1463240738553176064,"Busy talaga ang mga trolls ni Boy Singhot. Ang sinabi ni Duterte na nagamit ng cocaine ay si Boy Recto, pero ang mga trolls anak ni Leni ang pinararatangan na may dalang droga sa US? Kagaano kababastos at kahahayop sila?","busy talaga ang mga trolls ni boy singhot. ang sinabi ni duterte na nagamit ng cocaine ay si boy recto, pero ang mga trolls anak ni leni ang pinararatangan na may dalang droga sa us? kagaano kababastos at kahahayop sila?","boy singhot's trolls are really busy. what duterte said was that boy recto used cocaine, but the trolls are accusing leni's child of bringing drugs to the us? how rude and animalistic are they?"
1463242417797169153,kapag talaga una mong inistan nawalan na ng member,sanay kana eh jsjskskaksha tatlo ba naman agad sa exo hehehehehe,"kapag talaga una mong inistan nawalan na ng member, sanay kana eh tatlo ba naman agad sa exo hehehehehe."
1463242514467475456,ok lang,,parang kagat lang naman ng dinasour hehe ano ba kayo
1463245676930748418,nakakaiyak nalang talaga oh,nakakaiyak nalang talaga oh.,"it just makes me want to cry, oh."
1463243028659728384,SA INGGIT LANG TALAGA AKO MAMAMATAY,sa inggit lang talaga ako mamamatay.,i will really only die of envy.
1463235747545190402,Sana i invite ni kuya sina @anqelaken at @s4mcruz sa bahay niya tapos sila kumausap kina anji at Kd. Sila mas nakakaalam sa kung anong friendship meron ang KyJi. Please @PBBabscbn @direklauren #PBBTellThemTheRealIssue,sana i invite ni kuya sina at sa bahay niya tapos sila kumausap kina anji at kd. sila mas nakakaalam sa kung anong meron ang kyji. please.,i hope kuya invites @anqelaken and @s4mcruz to his house and they can talk to anji and kd. they know more about what kind of friendship kyji has. please @pbbabscbn @direklauren.
1463238860725313539,Sa lahat kasi ng nag advice kanina,parang si Kyle lang nakakaintindi sa Kyji 🥺 PROTECT KYJI AT ALL COST,"sa lahat kasi ng nag advice kanina, parang si kyle lang nakakaintindi sa kyji protect kyji at all cost."
1463239844876808196,I appreciate Alexa and Shai din naman,thankful din ako na they were there for Anji. pero di po pag set ng boundaries yung needed nila,ang kailangan po nila is acceptance. protect kyji at all cost
1463240443160719364,Inuulit ko po TJ at tita Samber,acceptance po na ganun talaga sila yung kailangan nila,hindi po boundaries ‼‼‼‼ protect kyji at all cost 
1463241126547058690,Di po ako galit kay tita samber,nagtatampo lang po ako hehe :( Pero kay TJ,hays juskooo nai stress ako.
1463060701421850628,Ka-miss kumarat. Kalat. Eme,ka-miss kumarat. kalat. eme.,i miss being messy. messy. just kidding.
1463244205958959106,Iba din talaga to !,iba din talaga to!,this is really something else!
